Time ,cost ,responseTime ,throughput ,activeConnections,numberOfVMs , ongoingAction,actionTarget
Wed Feb 12 18:11:26 UTC 2014,0.6,3.5,154,134,5,,
Wed Feb 12 18:11:42 UTC 2014,0.6,3.5,154,134,5,,
Wed Feb 12 18:11:50 UTC 2014,0.6,4.75,150,336,5,,
Wed Feb 12 18:12:08 UTC 2014,0.6,4.75,150,336,5,,
Wed Feb 12 18:12:16 UTC 2014,0.6,4.75,150,336,5,,
Wed Feb 12 18:12:26 UTC 2014,0.6,4.75,150,336,5,,
Wed Feb 12 18:12:33 UTC 2014,0.6,4.75,249,211,5,,
Wed Feb 12 18:12:43 UTC 2014,0.6,4.75,249,211,5,,
Wed Feb 12 18:12:53 UTC 2014,0.6,4.5,170,122,5,,
Wed Feb 12 18:13:07 UTC 2014,0.6,4.5,170,122,5,,
Wed Feb 12 18:13:21 UTC 2014,0.6,4.5,170,122,5,,
Wed Feb 12 18:13:28 UTC 2014,0.6,4.5,170,122,5,,
Wed Feb 12 18:13:38 UTC 2014,0.6,4.5,123,79,5,,
Wed Feb 12 18:13:52 UTC 2014,0.6,4.5,123,79,5,,
Wed Feb 12 18:14:09 UTC 2014,0.6,3.25,149,175,5,,
Wed Feb 12 18:14:21 UTC 2014,0.6,3.25,149,175,5,,
Wed Feb 12 18:14:32 UTC 2014,0.6,4.5,208,163,5,,
Wed Feb 12 18:14:40 UTC 2014,0.6,4.5,208,163,5,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:14:59 UTC 2014,0.6,2.25,23,4,5,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:15:11 UTC 2014,0.6,2.25,23,4,5,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:15:23 UTC 2014,0.6,0,0,0,5,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:15:35 UTC 2014,0.6,0,0,0,5,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:15:50 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:15:59 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:16:12 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:16:29 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:16:44 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:16:51 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:17:05 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:17:22 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:17:28 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:17:46 UTC 2014,0.6,4,104,0,5,,
Wed Feb 12 18:17:57 UTC 2014,0.6,4,104,0,5,,
Wed Feb 12 18:18:10 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:18:22 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:18:35 UTC 2014,0.6,6.25,257,365,5,,
Wed Feb 12 18:18:51 UTC 2014,0.6,6.25,257,365,5,,
Wed Feb 12 18:18:59 UTC 2014,0.6,6.25,257,365,5,,
Wed Feb 12 18:19:07 UTC 2014,0.6,6.25,257,365,5,,
Wed Feb 12 18:19:16 UTC 2014,0.6,6.25,257,365,5,,
Wed Feb 12 18:19:30 UTC 2014,0.6,8.25,188,114,5,,
Wed Feb 12 18:19:43 UTC 2014,0.6,8.25,188,114,5,,
Wed Feb 12 18:19:53 UTC 2014,0.6,8,217,351,5,,
Wed Feb 12 18:20:01 UTC 2014,0.6,8,217,351,5,,
Wed Feb 12 18:20:19 UTC 2014,0.6,8.25,172,264,5,,
Wed Feb 12 18:20:34 UTC 2014,0.6,17.25,192,58,5,,
Wed Feb 12 18:20:52 UTC 2014,0.6,17.25,192,58,5,,
Wed Feb 12 18:21:06 UTC 2014,0.6,17.25,192,58,5,,
Wed Feb 12 18:21:17 UTC 2014,0.6,17.25,192,58,5,,
Wed Feb 12 18:21:24 UTC 2014,0.6,4.75,209,157,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:21:41 UTC 2014,0.6,4.75,209,157,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:21:53 UTC 2014,0.6,4.75,209,157,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:22:06 UTC 2014,0.6,4.75,209,157,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:22:19 UTC 2014,0.6,1.25,96,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:22:34 UTC 2014,0.6,1.25,96,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:22:47 UTC 2014,0.6,1.25,96,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:22:59 UTC 2014,0.6,1.25,96,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:23:10 UTC 2014,0.6,5.5,282,203,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:23:24 UTC 2014,0.6,5.5,282,203,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:23:36 UTC 2014,0.6,5.5,282,203,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:23:48 UTC 2014,0.6,5.3333,258,174,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:23:59 UTC 2014,0.6,5.3333,258,174,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:24:10 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:24:20 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:24:27 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:24:35 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:24:50 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:25:09 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:25:21 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:25:36 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:25:51 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:26:00 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:26:10 UTC 2014,0.48,8,78,0,4,,
Wed Feb 12 18:26:29 UTC 2014,0.48,8,78,0,4,,
Wed Feb 12 18:26:36 UTC 2014,0.48,2,38,0,4,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:27:00 UTC 2014,0.48,2,38,0,4,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:27:13 UTC 2014,0.48,0,0,0,4,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:27:27 UTC 2014,0.48,5.3333,324,162,4,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:27:42 UTC 2014,0.48,5.3333,324,162,4,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:27:54 UTC 2014,0.48,5.3333,324,162,4,,
Wed Feb 12 18:28:06 UTC 2014,0.48,4.6667,275,138,4,,
Wed Feb 12 18:28:21 UTC 2014,0.48,4.6667,275,138,4,,
Wed Feb 12 18:28:29 UTC 2014,0.48,5.3333,208,264,4,,
Wed Feb 12 18:28:47 UTC 2014,0.48,5.6667,126,376,4,,
Wed Feb 12 18:29:00 UTC 2014,0.48,5.6667,126,376,4,,
Wed Feb 12 18:29:10 UTC 2014,0.48,5.6667,126,376,4,,
Wed Feb 12 18:29:24 UTC 2014,0.48,5.6667,126,376,4,,
Wed Feb 12 18:29:40 UTC 2014,0.48,7.6667,168,132,4,,
Wed Feb 12 18:29:49 UTC 2014,0.48,7.6667,168,132,4,,
Wed Feb 12 18:30:00 UTC 2014,0.48,6.6667,131,317,4,EventProcessingServiceUnit_scaleOut,
Wed Feb 12 18:30:18 UTC 2014,0.48,6.6667,131,317,4,EventProcessingServiceUnit_scaleOut,
Wed Feb 12 18:30:36 UTC 2014,0.48,7.6667,213,114,4,EventProcessingServiceUnit_scaleOut,
Wed Feb 12 18:30:49 UTC 2014,0.48,7.6667,213,114,4,EventProcessingServiceUnit_scaleOut,
Wed Feb 12 18:31:02 UTC 2014,0.48,5.6667,285,78,4,EventProcessingServiceUnit_scaleOut,
Wed Feb 12 18:31:12 UTC 2014,0.48,5.6667,285,78,4,EventProcessingServiceUnit_scaleOut,
Wed Feb 12 18:31:28 UTC 2014,0.6,5.6667,285,78,5,,
Wed Feb 12 18:31:39 UTC 2014,0.6,5.6667,285,78,5,,
Wed Feb 12 18:31:46 UTC 2014,0.6,5.6667,285,78,5,,
Wed Feb 12 18:31:53 UTC 2014,0.6,7.3333,78,159,5,,
Wed Feb 12 18:32:01 UTC 2014,0.6,7.3333,78,159,5,,
Wed Feb 12 18:32:07 UTC 2014,0.6,7.3333,78,159,5,,
Wed Feb 12 18:32:21 UTC 2014,0.6,7.3333,78,159,5,,
Wed Feb 12 18:32:29 UTC 2014,0.6,0,0,55,5,,
Wed Feb 12 18:32:35 UTC 2014,0.6,0,0,55,5,,
Wed Feb 12 18:32:43 UTC 2014,0.6,0,0,55,5,,
Wed Feb 12 18:32:50 UTC 2014,0.6,0,0,55,5,,
Wed Feb 12 18:32:56 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:33:10 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:33:18 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:33:28 UTC 2014,0.6,0,0,0,5,,
Wed Feb 12 18:33:40 UTC 2014,0.6,0,0,0,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:33:58 UTC 2014,0.6,0,0,0,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:34:11 UTC 2014,0.6,0,0,0,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:34:23 UTC 2014,0.6,0,0,0,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:34:35 UTC 2014,0.6,0,0,0,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:34:52 UTC 2014,0.6,0,0,193,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:35:05 UTC 2014,0.6,5,77,193,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:35:20 UTC 2014,0.6,5,77,193,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:35:32 UTC 2014,0.6,0,0,0,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:35:43 UTC 2014,0.6,0,0,0,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:36:02 UTC 2014,0.6,0,0,0,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:36:14 UTC 2014,0.6,0,0,0,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:36:27 UTC 2014,0.6,7.5,216,116,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:36:40 UTC 2014,0.6,6,343,376,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:36:59 UTC 2014,0.6,6,343,376,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:37:09 UTC 2014,0.6,4.25,87,1,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:37:22 UTC 2014,0.6,4.25,87,1,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:37:34 UTC 2014,0.6,4.25,87,1,5,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:37:50 UTC 2014,0.6,4.25,87,1,5,,
Wed Feb 12 18:38:00 UTC 2014,0.6,9,324,43,5,,
Wed Feb 12 18:38:15 UTC 2014,0.6,9,324,43,5,,
Wed Feb 12 18:38:23 UTC 2014,0.6,5.75,187,292,5,,
Wed Feb 12 18:38:31 UTC 2014,0.6,5.75,187,292,5,,
Wed Feb 12 18:38:45 UTC 2014,0.6,5,188,150,5,,
Wed Feb 12 18:38:59 UTC 2014,0.6,5,188,150,5,,
Wed Feb 12 18:39:12 UTC 2014,0.6,5.25,112,168,5,,
Wed Feb 12 18:39:25 UTC 2014,0.6,5.25,112,168,5,,
Wed Feb 12 18:39:36 UTC 2014,0.6,6,109,153,5,,
Wed Feb 12 18:39:45 UTC 2014,0.6,6,109,153,5,,
Wed Feb 12 18:39:59 UTC 2014,0.6,5.5,153,226,5,,
Wed Feb 12 18:40:12 UTC 2014,0.6,5.5,153,226,5,,
Wed Feb 12 18:40:27 UTC 2014,0.6,5.5,153,226,5,,
Wed Feb 12 18:40:35 UTC 2014,0.6,5.5,153,226,5,,
Wed Feb 12 18:40:53 UTC 2014,0.6,5.5,153,226,5,,
Wed Feb 12 18:40:59 UTC 2014,0.6,5.5,153,226,5,,
Wed Feb 12 18:41:07 UTC 2014,0.6,9,144,182,5,,
Wed Feb 12 18:41:15 UTC 2014,0.6,9,144,182,5,,
Wed Feb 12 18:41:32 UTC 2014,0.6,4.25,91,0,5,,
Wed Feb 12 18:41:40 UTC 2014,0.6,4.25,91,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:41:58 UTC 2014,0.6,0,0,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:42:11 UTC 2014,0.6,0,0,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:42:24 UTC 2014,0.6,0,0,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:42:35 UTC 2014,0.6,0,0,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:42:48 UTC 2014,0.6,0,0,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:43:01 UTC 2014,0.6,0,0,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:43:14 UTC 2014,0.6,0,0,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:43:31 UTC 2014,0.6,0,0,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:43:44 UTC 2014,0.6,0,0,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:44:02 UTC 2014,0.6,0,0,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:44:14 UTC 2014,0.6,0,0,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:44:31 UTC 2014,0.6,1.3333,87,0,5,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:44:46 UTC 2014,0.48,5,179,354,4,,
Wed Feb 12 18:44:58 UTC 2014,0.48,5,179,354,4,,
Wed Feb 12 18:45:07 UTC 2014,0.48,5,179,354,4,,
Wed Feb 12 18:45:15 UTC 2014,0.48,5.3333,149,226,4,,
Wed Feb 12 18:45:23 UTC 2014,0.48,5.3333,149,226,4,,
Wed Feb 12 18:45:30 UTC 2014,0.48,5.3333,149,226,4,,
Wed Feb 12 18:45:48 UTC 2014,0.48,5.3333,149,226,4,,
Wed Feb 12 18:45:58 UTC 2014,0.48,4,161,279,4,,
Wed Feb 12 18:46:15 UTC 2014,0.48,4,161,279,4,,
Wed Feb 12 18:46:27 UTC 2014,0.48,3,16,187,4,,
Wed Feb 12 18:46:44 UTC 2014,0.48,3,16,187,4,,
Wed Feb 12 18:46:51 UTC 2014,0.48,4.6667,173,135,4,,
Wed Feb 12 18:47:08 UTC 2014,0.48,4.6667,303,292,4,,
Wed Feb 12 18:47:28 UTC 2014,0.48,4.3333,185,337,4,,
Wed Feb 12 18:47:37 UTC 2014,0.48,4.3333,185,337,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:47:56 UTC 2014,0.48,5.3333,282,385,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:48:10 UTC 2014,0.48,5.3333,282,385,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:48:23 UTC 2014,0.48,0,0,0,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:48:37 UTC 2014,0.48,0,0,0,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:48:50 UTC 2014,0.48,0,0,0,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:49:06 UTC 2014,0.48,0,0,0,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:49:20 UTC 2014,0.48,0,0,0,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:49:35 UTC 2014,0.48,0,0,181,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:49:47 UTC 2014,0.48,0,0,15,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:49:59 UTC 2014,0.48,0,0,15,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:50:13 UTC 2014,0.48,1.6667,3,0,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:50:24 UTC 2014,0.48,1.6667,29,0,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:50:36 UTC 2014,0.48,1.6667,29,0,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:50:55 UTC 2014,0.48,0,0,0,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:51:07 UTC 2014,0.48,0,0,0,4,DataNodeServiceUnit_scaleIn,
Wed Feb 12 18:51:21 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:51:34 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:51:53 UTC 2014,0.48,1.6667,103,0,4,,
Wed Feb 12 18:52:01 UTC 2014,0.48,1.6667,103,0,4,,
Wed Feb 12 18:52:17 UTC 2014,0.48,0,0,0,4,,
Wed Feb 12 18:52:27 UTC 2014,0.48,3.3333,137,0,4,,
Wed Feb 12 18:52:42 UTC 2014,0.48,3.3333,137,0,4,,
Wed Feb 12 18:52:49 UTC 2014,0.48,3.3333,137,0,4,,
Wed Feb 12 18:53:06 UTC 2014,0.48,3.3333,137,0,4,,
Wed Feb 12 18:53:14 UTC 2014,0.48,4.6667,261,32,4,,
Wed Feb 12 18:53:21 UTC 2014,0.48,4.6667,261,32,4,,
Wed Feb 12 18:53:31 UTC 2014,0.48,4.3333,241,148,4,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:53:57 UTC 2014,0.48,4,210,96,4,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:54:08 UTC 2014,0.48,4.3333,228,104,4,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:54:21 UTC 2014,0.48,4.3333,228,104,4,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:54:33 UTC 2014,0.48,5.3333,100,88,4,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:54:46 UTC 2014,0.48,5.3333,100,88,4,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:55:00 UTC 2014,0.48,5.3333,100,88,4,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:55:11 UTC 2014,0.48,3.6667,2,2,4,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:55:26 UTC 2014,0.48,5,215,252,4,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:55:39 UTC 2014,0.48,5,215,252,4,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:55:53 UTC 2014,0.48,4.5,217,160,4,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:56:12 UTC 2014,0.48,3.5,232,46,4,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:56:27 UTC 2014,0.36,4,145,186,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 18:56:45 UTC 2014,0.36,4,145,186,3,,
Wed Feb 12 18:57:02 UTC 2014,0.36,4.5,254,178,3,,
Wed Feb 12 18:57:19 UTC 2014,0.36,4.5,254,178,3,,
Wed Feb 12 18:57:31 UTC 2014,0.36,4.5,260,367,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:57:49 UTC 2014,0.36,4.5,260,367,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:58:05 UTC 2014,0.36,0,0,295,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:58:18 UTC 2014,0.36,2.5,61,127,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:58:30 UTC 2014,0.36,0,0,0,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:58:48 UTC 2014,0.36,0,0,0,3,DataNodeServiceUnit_scaleOut,
Wed Feb 12 18:59:00 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 18:59:14 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 18:59:32 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 18:59:47 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 18:59:56 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:00:17 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:00:24 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:00:41 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:00:48 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:00:54 UTC 2014,0.36,0,0,0,3,,
Wed Feb 12 19:01:07 UTC 2014,0.36,6,39,0,3,,
Wed Feb 12 19:01:21 UTC 2014,0.36,9.5,198,0,3,,
Wed Feb 12 19:01:32 UTC 2014,0.36,9.5,198,0,3,,
Wed Feb 12 19:01:43 UTC 2014,0.36,9.5,198,0,3,,
Wed Feb 12 19:01:52 UTC 2014,0.36,11,171,152,3,,
Wed Feb 12 19:02:03 UTC 2014,0.36,5.5,143,27,3,,
Wed Feb 12 19:02:19 UTC 2014,0.36,8,242,238,3,,
Wed Feb 12 19:02:37 UTC 2014,0.36,8,242,238,3,,
Wed Feb 12 19:02:47 UTC 2014,0.36,7,145,2,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:03:08 UTC 2014,0.36,7,145,2,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:03:21 UTC 2014,0.36,5,303,303,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:03:34 UTC 2014,0.36,5,303,303,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:03:49 UTC 2014,0.36,4.5,24,42,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:04:02 UTC 2014,0.36,-0.5,-1,114,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:04:18 UTC 2014,0.36,-0.5,-1,114,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:04:32 UTC 2014,0.36,3,239,209,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:04:50 UTC 2014,0.36,4,66,285,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:05:05 UTC 2014,0.36,0,0,0,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:05:19 UTC 2014,0.36,4,167,42,3,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:05:33 UTC 2014,0.36,4,167,42,2,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:05:45 UTC 2014,0.24,4,188,9,2,,
Wed Feb 12 19:05:53 UTC 2014,0.24,4,188,9,2,,
Wed Feb 12 19:05:59 UTC 2014,0.24,4,188,9,2,,
Wed Feb 12 19:06:10 UTC 2014,0.24,5,165,370,2,,
Wed Feb 12 19:06:24 UTC 2014,0.24,5,165,370,2,,
Wed Feb 12 19:06:33 UTC 2014,0.24,5,158,125,2,,
Wed Feb 12 19:06:40 UTC 2014,0.24,5,158,125,2,,
Wed Feb 12 19:06:53 UTC 2014,0.24,5,158,125,2,,
Wed Feb 12 19:07:12 UTC 2014,0.24,5,6,0,2,,
Wed Feb 12 19:07:24 UTC 2014,0.24,4,156,22,2,,
Wed Feb 12 19:07:42 UTC 2014,0.24,4,197,311,2,,
Wed Feb 12 19:07:54 UTC 2014,0.24,5,212,340,2,,
Wed Feb 12 19:08:12 UTC 2014,0.24,5,212,340,2,,
Wed Feb 12 19:08:21 UTC 2014,0.24,4,165,8,2,EventProcessingServiceUnit_scaleIn,
Wed Feb 12 19:08:43 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:08:57 UTC 2014,0.24,4,46,0,2,,
Wed Feb 12 19:09:10 UTC 2014,0.24,4,46,0,2,,
Wed Feb 12 19:09:20 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:09:38 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:09:46 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:10:02 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:10:13 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:10:30 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:10:39 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:10:56 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:11:04 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:11:11 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:11:18 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:11:25 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:11:32 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:11:39 UTC 2014,0.24,0,0,54,2,,
Wed Feb 12 19:11:48 UTC 2014,0.24,0,0,54,2,,
Wed Feb 12 19:11:56 UTC 2014,0.24,0,0,54,2,,
Wed Feb 12 19:12:07 UTC 2014,0.24,3,275,109,2,,
Wed Feb 12 19:12:26 UTC 2014,0.24,3,275,109,2,,
Wed Feb 12 19:12:38 UTC 2014,0.24,27,35,245,2,,
Wed Feb 12 19:12:58 UTC 2014,0.24,0,0,0,2,,
Wed Feb 12 19:13:09 UTC 2014,0.24,2,336,383,2,,
Wed Feb 12 19:13:27 UTC 2014,0.24,3,28,25,2,,
Wed Feb 12 19:13:37 UTC 2014,0.24,3,28,25,2,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:13:54 UTC 2014,0.24,43,58,32,2,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:14:06 UTC 2014,0.24,3,18,409,2,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:14:20 UTC 2014,0.24,3,18,409,2,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:14:34 UTC 2014,0.24,4,10,82,2,DataNodeServiceUnit_scaleOut,
Wed Feb 12 19:14:50 UTC 2014,0.24,3,246,71,2,,
Wed Feb 12 19:15:01 UTC 2014,0.24,3,188,104,2,,
Wed Feb 12 19:15:08 UTC 2014,0.24,3,188,104,2,,
Wed Feb 12 19:15:23 UTC 2014,0.24,6,32,362,2,,
Wed Feb 12 19:15:43 UTC 2014,0.24,410,4,7,2,,
Wed Feb 12 19:15:56 UTC 2014,0.24,410,4,7,2,,
Wed Feb 12 19:16:02 UTC 2014,0.24,5,169,0,2,,
Wed Feb 12 19:16:16 UTC 2014,0.24,4,167,76,2,,
Wed Feb 12 19:16:30 UTC 2014,0.24,4,167,76,2,,
Wed Feb 12 19:16:45 UTC 2014,0.24,7,123,73,2,,
Wed Feb 12 19:16:52 UTC 2014,0.24,7,123,73,2,,
Wed Feb 12 19:17:07 UTC 2014,0.24,8,0,294,2,,
Wed Feb 12 19:17:20 UTC 2014,0.24,7,171,168,2,,
Wed Feb 12 19:17:32 UTC 2014,0.24,7,171,168,2,,
Wed Feb 12 19:17:42 UTC 2014,0.24,8,154,111,2,,
Wed Feb 12 19:17:49 UTC 2014,0.24,8,154,111,2,EventProcessingServiceUnit_scaleOut,
Wed Feb 12 19:18:07 UTC 2014,0.24,7,121,137,2,EventProcessingServiceUnit_scaleOut,
Wed Feb 12 19:18:23 UTC 2014,0.24,7,121,110,2,EventProcessingServiceUnit_scaleOut,
Wed Feb 12 19:18:34 UTC 2014,0.24,6,131,110,2,EventProcessingServiceUnit_scaleOut,
Wed Feb 12 19:18:54 UTC 2014,0.36,65,163,85,3,,
Wed Feb 12 19:19:11 UTC 2014,0.36,6,151,0,3,,
Wed Feb 12 19:19:29 UTC 2014,0.36,6,151,0,3,,
Wed Feb 12 19:19:37 UTC 2014,0.36,-0.5,128,91,3,,
