Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Wed Feb 12 16:45:17 UTC 2014,37.7,0.12,0.1882,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:45:28 UTC 2014,38.9,0.12,0.1882,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:45:39 UTC 2014,38.9,0.12,0.1882,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:45:56 UTC 2014,35.2,0.12,0.1882,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:46:15 UTC 2014,35.2,0.12,0.1882,1,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Wed Feb 12 16:46:31 UTC 2014,35.2,0.12,0.1882,1,,
Wed Feb 12 16:46:45 UTC 2014,40.2,0.12,0.1882,1,,
Wed Feb 12 16:46:52 UTC 2014,40.2,0.12,0.1882,1,,
Wed Feb 12 16:47:10 UTC 2014,41.7,0.12,0.1881,1,,
Wed Feb 12 16:47:16 UTC 2014,41.7,0.12,0.1881,1,,
Wed Feb 12 16:47:30 UTC 2014,41.5,0.12,0.1882,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:47:40 UTC 2014,41.5,0.12,0.1882,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:47:51 UTC 2014,43.7,0.12,0.1882,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:48:03 UTC 2014,43.7,0.12,0.1882,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:48:14 UTC 2014,43.7,0.12,0.1882,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:48:27 UTC 2014,43.7,0.12,0.1882,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:48:38 UTC 2014,43.7,0.12,0.1882,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:48:54 UTC 2014,38.6,0.12,0.1887,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:49:04 UTC 2014,38.6,0.12,0.1887,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:49:24 UTC 2014,27.8,0.12,0.1887,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:49:34 UTC 2014,27.8,0.12,0.1887,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:49:46 UTC 2014,29.2,0.12,0.1891,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:49:56 UTC 2014,29.2,0.12,0.1891,1,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Wed Feb 12 16:50:10 UTC 2014,29.2,0.12,0.1891,1,,
Wed Feb 12 16:50:21 UTC 2014,30,0.12,0.1891,1,,
Wed Feb 12 16:50:32 UTC 2014,30,0.12,0.1891,1,,
Wed Feb 12 16:50:44 UTC 2014,30,0.12,0.1891,1,,
Wed Feb 12 16:50:52 UTC 2014,30,0.12,0.1891,1,,
Wed Feb 12 16:51:08 UTC 2014,31.9,0.12,0.1891,1,,
Wed Feb 12 16:51:17 UTC 2014,31.9,0.12,0.1891,1,,
Wed Feb 12 16:51:28 UTC 2014,31.9,0.12,0.1891,1,,
Wed Feb 12 16:51:36 UTC 2014,28.8,0.12,0.1892,1,,
Wed Feb 12 16:51:46 UTC 2014,28.8,0.12,0.1892,1,,
Wed Feb 12 16:52:00 UTC 2014,32.9,0.12,0.1891,1,,
Wed Feb 12 16:52:18 UTC 2014,32.9,0.12,0.1891,1,,
Wed Feb 12 16:52:25 UTC 2014,32.9,0.12,0.1891,1,,
Wed Feb 12 16:52:43 UTC 2014,41.1,0.12,0.1892,1,,
Wed Feb 12 16:52:54 UTC 2014,41.1,0.12,0.1892,1,,
Wed Feb 12 16:53:11 UTC 2014,52.6,0.12,0.1892,1,,
Wed Feb 12 16:53:19 UTC 2014,52.6,0.12,0.1892,1,,
Wed Feb 12 16:53:35 UTC 2014,66.8,0.12,0.1892,1,,
Wed Feb 12 16:53:45 UTC 2014,66.8,0.12,0.1892,1,,
Wed Feb 12 16:54:00 UTC 2014,66.8,0.12,0.1892,1,,
Wed Feb 12 16:54:11 UTC 2014,56.4,0.12,0.1892,1,,
Wed Feb 12 16:54:24 UTC 2014,56.4,0.12,0.1892,1,,
Wed Feb 12 16:54:36 UTC 2014,56.4,0.12,0.1892,1,,
Wed Feb 12 16:54:42 UTC 2014,63.1,0.12,0.1892,1,,
Wed Feb 12 16:54:50 UTC 2014,63.1,0.12,0.1892,1,,
