Time ,pendingRequests ,throughput ,responseTime , ongoingAction, targetedNodeID
1423161797833,0.44,1.0,13.0,1136.0,
1423161802842,0.44,8.0,5.0,563.0,
1423161807846,0.44,11.0,4.0,714.0,
1423161812847,0.44,1.0,11.0,1246.0,
1423161817850,0.44,8.0,5.0,533.0,
1423161822848,0.44,9.0,1.0,392.0,
1423161827848,0.44,12.0,5.0,694.0,
1423161832769,0.56,2.0,10.0,1148.0,
1423161837776,0.44,8.0,5.0,627.0,EventProcessingUnit,ScaleIn,
1423161842782,0.44,12.0,4.0,673.0,EventProcessingUnit,ScaleIn,
1423161847785,0.44,2.0,9.0,1426.0,EventProcessingUnit,ScaleIn,
1423161852792,0.44,7.0,5.0,624.0,
1423161857797,0.44,12.0,3.0,631.0,
1423161862793,0.44,0.0,9.0,1222.0,
1423161867799,0.44,6.0,5.0,849.0,
1423161872800,0.44,11.0,1.0,756.0,
1423161877801,0.44,2.0,12.0,1060.0,
1423161882806,0.44,7.0,3.0,777.0,
1423161887804,0.44,13.0,1.0,681.0,
1423161892805,0.44,1.0,11.0,1239.0,
1423161897810,0.44,7.0,7.0,605.0,
1423161902810,0.44,11.0,2.0,648.0,
1423161907813,0.44,3.0,11.0,1121.0,
1423161912812,0.44,2.0,5.0,1017.0,
1423161917811,0.44,11.0,1.0,482.0,
1423161922813,0.44,8.0,6.0,919.0,
1423161927820,0.44,1.0,11.0,1002.0,
1423161932821,0.44,11.0,3.0,499.0,
1423161937821,0.44,9.0,4.0,930.0,
1423161942823,0.44,0.0,11.0,1273.0,
1423161947833,0.44,10.0,2.0,514.0,
1423161952834,0.44,9.0,4.0,946.0,
1423161957834,0.44,0.0,11.0,1182.0,
1423161962836,0.44,9.0,4.0,607.0,
1423161967838,0.44,10.0,3.0,893.0,
1423161972839,0.44,0.0,14.0,1071.0,
1423161977842,0.44,9.0,3.0,543.0,
1423161982844,0.44,11.0,4.0,786.0,
1423161987845,0.44,7.0,9.0,869.0,
1423161992842,0.44,2.0,10.0,927.0,
1423161997846,0.44,12.0,2.0,483.0,
1423162002861,0.44,8.0,7.0,901.0,
1423162007851,0.44,1.0,11.0,917.0,
1423162012852,0.44,12.0,2.0,496.0,
1423162017856,0.44,7.0,7.0,923.0,
1423162022861,0.44,1.0,9.0,1201.0,
1423162027865,0.44,11.0,0.0,475.0,
1423162032874,0.44,7.0,7.0,937.0,
1423162037880,0.44,1.0,9.0,1103.0,
1423162042885,0.44,11.0,1.0,508.0,
1423162047890,0.44,8.0,6.0,857.0,
1423162052891,0.44,0.0,10.0,1300.0,
1423162057917,0.44,10.0,2.0,553.0,
1423162062899,0.44,9.0,5.0,884.0,
1423162067899,0.44,1.0,9.0,1397.0,
1423162072901,0.44,3.0,11.0,876.0,
1423162077908,0.44,11.0,1.0,642.0,
1423162082911,0.44,6.0,7.0,1048.0,
1423162087922,0.44,3.0,10.0,863.0,
1423162092920,0.44,13.0,1.0,494.0,
1423162097921,0.44,8.0,7.0,907.0,
1423162102925,0.44,1.0,9.0,1107.0,
1423162107933,0.44,11.0,1.0,525.0,
1423162112940,0.44,7.0,7.0,935.0,
1423162117944,0.44,1.0,8.0,1445.0,
1423162122994,0.44,10.0,2.0,465.0,
1423162127946,0.44,8.0,5.0,995.0,
1423162132953,0.44,2.0,5.0,1583.0,
1423162137960,0.44,12.0,0.0,512.0,
1423162142966,0.44,8.0,4.0,1160.0,
1423162147971,0.44,2.0,9.0,1195.0,
1423162152972,0.44,13.0,1.0,526.0,
1423162157977,0.44,13.0,0.0,426.0,
1423162162978,0.44,8.0,6.0,968.0,
1423162167982,0.44,1.0,6.0,1151.0,
1423162172989,0.44,12.0,1.0,532.0,
1423162177991,0.44,7.0,6.0,932.0,
1423162182996,0.44,1.0,11.0,1087.0,
1423162188003,0.44,11.0,3.0,572.0,
1423162193006,0.44,12.0,4.0,748.0,
1423162198013,0.44,0.0,8.0,1000.0,
1423162203015,0.44,9.0,4.0,588.0,
1423162208019,0.44,7.0,4.0,805.0,
1423162213021,0.44,2.0,10.0,1325.0,
1423162218022,0.44,7.0,6.0,670.0,
1423162223027,0.44,14.0,2.0,589.0,
1423162228026,0.44,4.0,9.0,1179.0,
1423162233028,0.44,5.0,8.0,681.0,
1423162238026,0.44,11.0,1.0,646.0,
1423162243026,0.44,15.0,2.0,565.0,
1423162248032,0.44,4.0,9.0,1259.0,
1423162253039,0.44,6.0,5.0,653.0,
1423162258043,0.44,14.0,1.0,548.0,
1423162263050,0.44,3.0,10.0,1032.0,
1423162268055,0.44,5.0,7.0,811.0,
1423162273056,0.44,13.0,0.0,500.0,
1423162278057,0.44,6.0,8.0,1040.0,
1423162283060,0.44,3.0,6.0,1134.0,
1423162288061,0.44,13.0,1.0,474.0,
1423162293069,0.44,5.0,8.0,1072.0,
1423162298072,0.44,3.0,10.0,867.0,
1423162303078,0.44,13.0,0.0,435.0,
1423162308083,0.44,8.0,6.0,988.0,
1423162313088,0.44,2.0,10.0,926.0,
1423162318089,0.44,12.0,1.0,541.0,
1423162323091,0.44,5.0,8.0,1084.0,
1423162328093,0.44,2.0,13.0,991.0,
1423162333099,0.44,6.0,5.0,577.0,
1423162338101,0.44,13.0,2.0,645.0,
1423162343109,0.44,1.0,10.0,1264.0,
1423162348114,0.44,7.0,5.0,565.0,
1423162353116,0.44,11.0,2.0,768.0,
1423162358119,0.44,1.0,11.0,1246.0,
1423162363121,0.44,7.0,5.0,644.0,
1423162368154,0.44,13.0,3.0,641.0,
1423162373136,0.44,2.0,9.0,1266.0,
1423162378135,0.44,7.0,5.0,615.0,
1423162383136,0.44,12.0,2.0,673.0,
1423162388137,0.44,3.0,8.0,1333.0,
1423162393144,0.44,5.0,5.0,888.0,
1423162398145,0.44,13.0,1.0,585.0,
1423162403146,0.44,13.0,1.0,518.0,
1423162408154,0.44,7.0,9.0,952.0,
1423162413162,0.44,3.0,7.0,1027.0,
1423162418162,0.44,11.0,2.0,574.0,
1423162423170,0.44,8.0,5.0,1037.0,
1423162428173,0.44,1.0,11.0,1000.0,
1423162433172,0.44,11.0,2.0,487.0,
1423162438174,0.44,8.0,4.0,1054.0,
1423162443174,0.44,1.0,6.0,1004.0,
1423162448174,0.44,11.0,2.0,509.0,
1423162453175,0.44,6.0,7.0,888.0,
1423162458178,0.44,1.0,11.0,1084.0,
1423162463178,0.44,11.0,3.0,527.0,
1423162468179,0.44,8.0,5.0,972.0,
1423162473177,0.44,0.0,10.0,1300.0,
1423162478178,0.44,10.0,1.0,515.0,
1423162483179,0.44,7.0,5.0,925.0,
1423162488181,0.44,0.0,10.0,1300.0,
1423162493181,0.44,9.0,3.0,559.0,
1423162498182,0.44,11.0,4.0,808.0,
1423162503191,0.44,8.0,7.0,918.0,
1423162508196,0.44,1.0,10.0,1095.0,
1423162513197,0.44,12.0,2.0,507.0,
1423162518202,0.44,7.0,6.0,1007.0,
1423162523210,0.44,2.0,8.0,1109.0,
1423162528219,0.44,11.0,2.0,480.0,
1423162533221,0.44,8.0,6.0,895.0,
1423162538222,0.44,0.0,10.0,1200.0,
1423162543222,0.44,11.0,1.0,417.0,
1423162548229,0.44,9.0,3.0,1037.0,
1423162553232,0.44,1.0,11.0,1000.0,
1423162558230,0.44,10.0,3.0,510.0,
1423162563238,0.44,8.0,4.0,968.0,
1423162568242,0.44,0.0,11.0,1182.0,
1423162573242,0.44,10.0,2.0,533.0,
1423162578244,0.44,10.0,2.0,947.0,
1423162583246,0.44,4.0,10.0,967.0,
1423162588248,0.44,0.0,11.0,1273.0,
1423162593253,0.44,10.0,3.0,595.0,
1423162598251,0.44,10.0,2.0,1043.0,EventProcessingUnit,ScaleOut,
1423162603252,0.44,0.0,11.0,1273.0,EventProcessingUnit,ScaleOut,
1423162608252,0.44,10.0,2.0,549.0,EventProcessingUnit,ScaleOut,
1423162613256,0.44,8.0,4.0,1055.0,EventProcessingUnit,ScaleOut,
1423162618258,0.44,0.0,10.0,1200.0,EventProcessingUnit,ScaleOut,
1423162623264,0.44,10.0,3.0,504.0,EventProcessingUnit,ScaleOut,
1423162628268,0.44,10.0,4.0,846.0,EventProcessingUnit,ScaleOut,
1423162633269,0.44,0.0,10.0,1400.0,EventProcessingUnit,ScaleOut,
1423162638269,0.44,11.0,2.0,516.0,EventProcessingUnit,ScaleOut,
1423162643275,0.44,9.0,6.0,815.0,EventProcessingUnit,ScaleOut,
1423162648278,0.44,0.0,9.0,1444.0,EventProcessingUnit,ScaleOut,
1423162653296,0.44,10.0,2.0,532.0,EventProcessingUnit,ScaleOut,
1423162658293,0.44,9.0,4.0,865.0,EventProcessingUnit,ScaleOut,
1423162663304,0.44,0.0,11.0,1273.0,EventProcessingUnit,ScaleOut,
1423162668308,0.44,9.0,3.0,552.0,EventProcessingUnit,ScaleOut,
1423162673315,0.44,7.0,5.0,802.0,EventProcessingUnit,ScaleOut,
1423162678317,0.44,9.0,6.0,822.0,EventProcessingUnit,ScaleOut,
1423162683322,0.44,0.0,13.0,1000.0,EventProcessingUnit,ScaleOut,
1423162688324,0.44,12.0,2.0,464.0,EventProcessingUnit,ScaleOut,
1423162693323,0.44,8.0,4.0,1043.0,EventProcessingUnit,ScaleOut,
1423162698326,0.44,0.0,9.0,1333.0,EventProcessingUnit,ScaleOut,
1423162703330,0.44,9.0,4.0,536.0,EventProcessingUnit,ScaleOut,
1423162708333,0.44,9.0,5.0,851.0,EventProcessingUnit,ScaleOut,
1423162713338,0.44,0.0,9.0,1444.0,EventProcessingUnit,ScaleOut,
1423162718344,0.44,10.0,4.0,507.0,EventProcessingUnit,ScaleOut,
1423162723348,0.44,10.0,5.0,760.0,EventProcessingUnit,ScaleOut,
1423162728350,0.44,1.0,11.0,1245.0,EventProcessingUnit,ScaleOut,
1423162733356,0.44,8.0,5.0,630.0,EventProcessingUnit,ScaleOut,
1423162738356,0.44,10.0,3.0,801.0,EventProcessingUnit,ScaleOut,
1423162743363,0.44,0.0,12.0,1250.0,EventProcessingUnit,ScaleOut,
1423162748363,0.44,8.0,4.0,594.0,EventProcessingUnit,ScaleOut,
1423162753369,0.44,11.0,2.0,823.0,EventProcessingUnit,ScaleOut,
1423162758370,0.44,0.0,10.0,1500.0,EventProcessingUnit,ScaleOut,
1423162763373,0.44,1.0,11.0,1087.0,EventProcessingUnit,ScaleOut,
1423162768372,0.44,11.0,2.0,549.0,EventProcessingUnit,ScaleOut,
1423162773376,0.44,9.0,5.0,954.0,EventProcessingUnit,ScaleOut,
1423162778383,0.44,1.0,7.0,1502.0,EventProcessingUnit,ScaleOut,
1423162783390,0.44,10.0,2.0,556.0,EventProcessingUnit,ScaleOut,
1423162788394,0.44,9.0,3.0,921.0,EventProcessingUnit,ScaleOut,
1423162793402,0.44,1.0,12.0,1072.0,EventProcessingUnit,ScaleOut,
1423162798410,0.44,9.0,4.0,515.0,EventProcessingUnit,ScaleOut,
1423162803415,0.44,11.0,4.0,782.0,EventProcessingUnit,ScaleOut,
1423162808418,0.44,0.0,12.0,1166.0,EventProcessingUnit,ScaleOut,
1423162813421,0.44,6.0,6.0,675.0,EventProcessingUnit,ScaleOut,
1423162818429,0.44,13.0,1.0,588.0,EventProcessingUnit,ScaleOut,
1423162823429,0.44,4.0,11.0,961.0,EventProcessingUnit,ScaleOut,
1423162828433,0.44,4.0,7.0,863.0,EventProcessingUnit,ScaleOut,
1423162833440,0.44,14.0,1.0,506.0,EventProcessingUnit,ScaleOut,
1423162838449,0.44,5.0,7.0,1162.0,EventProcessingUnit,ScaleOut,
1423162843458,0.44,4.0,13.0,970.0,EventProcessingUnit,ScaleOut,
1423162848467,0.44,7.0,5.0,650.0,EventProcessingUnit,ScaleOut,
1423162853475,0.44,13.0,2.0,620.0,EventProcessingUnit,ScaleOut,
1423162858476,0.44,3.0,12.0,1033.0,EventProcessingUnit,ScaleOut,
1423162863481,0.44,6.0,6.0,665.0,EventProcessingUnit,ScaleOut,
1423162868483,0.44,13.0,1.0,586.0,EventProcessingUnit,ScaleOut,
1423162873486,0.44,3.0,11.0,1029.0,EventProcessingUnit,ScaleOut,
1423162878489,0.44,5.0,8.0,689.0,EventProcessingUnit,ScaleOut,
1423162883489,0.44,14.0,1.0,556.0,EventProcessingUnit,ScaleOut,
1423162888489,0.44,4.0,8.0,1202.0,EventProcessingUnit,ScaleOut,
1423162893498,0.56,5.0,7.0,642.0,EventProcessingUnit,ScaleOut,
1423162898506,0.56,12.0,0.0,496.0,EventProcessingUnit,ScaleOut,
1423162903511,0.56,4.0,8.0,949.0,EventProcessingUnit,ScaleOut,
1423162908520,0.56,3.0,7.0,823.0,EventProcessingUnit,ScaleOut,
1423162913520,0.56,12.0,1.0,489.0,EventProcessingUnit,ScaleOut,
1423162918522,0.56,6.0,6.0,1044.0,EventProcessingUnit,ScaleOut,
1423162923524,0.56,2.0,11.0,854.0,EventProcessingUnit,ScaleOut,
1423162928524,0.56,4.0,6.0,952.0,EventProcessingUnit,ScaleOut,
1423162933536,0.56,10.0,0.0,560.0,EventProcessingUnit,ScaleOut,
1423162938536,0.56,6.0,25.0,498.5,EventProcessingUnit,ScaleOut,
1423162943535,0.56,5.0,25.0,5741.0,EventProcessingUnit,ScaleOut,
1423162948535,0.56,20.0,4.0,522.5,EventProcessingUnit,ScaleOut,
1423162953541,0.56,7.0,18.0,1020.5,
1423162958566,0.56,3.0,16.0,1135.0,
1423162963569,0.56,21.0,4.0,522.5,
1423162968575,0.56,15.0,13.0,870.5,
1423162973579,0.56,3.0,18.0,1120.0,
1423162978587,0.56,20.0,2.0,616.5,
1423162983588,0.56,15.0,12.0,893.0,
1423162988590,0.56,3.0,19.0,1054.0,
1423162993601,0.56,20.0,3.0,553.5,
1423162998605,0.56,16.0,12.0,842.0,
1423163003613,0.56,3.0,16.0,1232.5,
1423163008613,0.56,20.0,4.0,548.5,
1423163013619,0.56,16.0,8.0,1034.5,
1423163018621,0.56,3.0,18.0,1151.0,
1423163023628,0.56,6.0,11.0,756.5,
1423163028636,0.56,19.0,6.0,735.0,EventProcessingUnit,ScaleIn,
1423163033639,0.56,12.0,14.0,956.0,EventProcessingUnit,ScaleIn,
1423163038644,0.56,6.0,18.0,831.0,EventProcessingUnit,ScaleIn,
1423163043647,0.56,10.0,2.0,523.0,EventProcessingUnit,ScaleIn,
1423163048645,0.44,8.0,6.0,825.0,EventProcessingUnit,ScaleIn,
1423163053646,0.44,2.0,8.0,1109.0,EventProcessingUnit,ScaleIn,
1423163058646,0.44,10.0,3.0,535.0,EventProcessingUnit,ScaleIn,
1423163063646,0.44,8.0,5.0,883.0,
1423163068647,0.44,1.0,10.0,1005.0,
1423163073647,0.44,7.0,2.0,1206.0,
1423163078647,0.44,7.0,2.0,1206.0,
1423163083648,0.44,0.0,8.0,1250.0,
1423163088648,0.44,9.0,2.0,502.0,
1423163093649,0.44,6.0,6.0,862.0,
1423163098648,0.44,0.0,7.0,1429.0,
1423163103657,0.44,9.0,2.0,553.0,
1423163108649,0.44,9.0,3.0,904.0,
1423163113650,0.44,2.0,7.0,1092.0,
1423163118650,0.44,0.0,7.0,1143.0,
1423163123651,0.44,6.0,3.0,685.0,
1423163128650,0.44,7.0,2.0,1037.0,
1423163133651,0.44,0.0,11.0,1091.0,
1423163138651,0.44,8.0,0.0,626.0,
1423163143651,0.44,1.0,11.0,998.0,
1423163148651,0.44,1.0,11.0,998.0,
1423163153652,0.44,8.0,4.0,551.0,
1423163158652,0.44,7.0,3.0,983.0,
1423163163652,0.44,0.0,5.0,2001.0,
1423163168655,0.44,8.0,0.0,343.0,
1423163173653,0.44,8.0,3.0,861.0,
1423163178656,0.44,0.0,8.0,1250.0,
1423163183655,0.44,8.0,1.0,583.0,
1423163188657,0.44,9.0,4.0,764.0,
1423163193655,0.44,0.0,10.0,1300.0,
1423163198657,0.44,7.0,3.0,500.0,
1423163203657,0.44,6.0,6.0,688.0,
1423163208665,0.44,12.0,2.0,562.0,
1423163213667,0.44,4.0,10.0,1024.0,
1423163218675,0.44,4.0,5.0,758.0,
1423163223671,0.44,7.0,0.0,630.0,
1423163228672,0.44,2.0,6.0,1077.0,
1423163233672,0.44,5.0,6.0,617.0,
1423163238673,0.44,9.0,0.0,599.0,
1423163243674,0.44,4.0,8.0,946.0,
1423163248673,0.44,2.0,6.0,1151.0,
1423163253674,0.44,11.0,0.0,478.0,
1423163258673,0.44,5.0,6.0,1080.0,
1423163263675,0.44,3.0,5.0,785.0,
1423163268675,0.44,10.0,0.0,465.0,
1423163273674,0.44,4.0,6.0,1138.0,
1423163278681,0.44,9.0,1.0,468.0,
1423163283679,0.44,7.0,5.0,915.0,EventProcessingUnit,ScaleOut,
1423163288679,0.44,7.0,5.0,915.0,EventProcessingUnit,ScaleOut,
1423163293679,0.44,2.0,7.0,1027.0,EventProcessingUnit,ScaleOut,
1423163298680,0.44,2.0,7.0,1027.0,EventProcessingUnit,ScaleOut,
1423163303680,0.44,9.0,1.0,517.0,EventProcessingUnit,ScaleOut,
1423163308680,0.44,4.0,5.0,1093.0,EventProcessingUnit,ScaleOut,
1423163313681,0.44,10.0,1.0,472.0,EventProcessingUnit,ScaleOut,
1423163318681,0.44,10.0,1.0,472.0,EventProcessingUnit,ScaleOut,
1423163323681,0.44,7.0,7.0,851.0,EventProcessingUnit,ScaleOut,
1423163328681,0.44,1.0,11.0,923.0,EventProcessingUnit,ScaleOut,
1423163333682,0.44,11.0,2.0,517.0,EventProcessingUnit,ScaleOut,
1423163338682,0.44,7.0,6.0,934.0,EventProcessingUnit,ScaleOut,
1423163343682,0.44,1.0,9.0,1108.0,EventProcessingUnit,ScaleOut,
1423163348683,0.44,10.0,2.0,565.0,EventProcessingUnit,ScaleOut,
1423163353683,0.44,8.0,6.0,807.0,EventProcessingUnit,ScaleOut,
1423163358684,0.44,0.0,9.0,1333.0,EventProcessingUnit,ScaleOut,
1423163363683,0.44,10.0,3.0,504.0,EventProcessingUnit,ScaleOut,
1423163368684,0.44,9.0,4.0,832.0,EventProcessingUnit,ScaleOut,
1423163373684,0.44,0.0,11.0,1182.0,EventProcessingUnit,ScaleOut,
1423163378685,0.44,9.0,2.0,573.0,EventProcessingUnit,ScaleOut,
1423163383685,0.44,9.0,4.0,834.0,EventProcessingUnit,ScaleOut,
1423163388686,0.44,8.0,4.0,1041.0,EventProcessingUnit,ScaleOut,
1423163393687,0.44,2.0,10.0,931.0,EventProcessingUnit,ScaleOut,
1423163398686,0.44,10.0,2.0,525.0,EventProcessingUnit,ScaleOut,
1423163403689,0.44,8.0,7.0,839.0,EventProcessingUnit,ScaleOut,
1423163408688,0.44,1.0,10.0,1007.0,EventProcessingUnit,ScaleOut,
1423163413688,0.44,10.0,3.0,514.0,EventProcessingUnit,ScaleOut,
1423163418689,0.44,8.0,4.0,1028.0,EventProcessingUnit,ScaleOut,
1423163423688,0.44,2.0,9.0,1014.0,EventProcessingUnit,ScaleOut,
1423163428698,0.44,10.0,1.0,583.0,EventProcessingUnit,ScaleOut,
1423163433689,0.44,7.0,6.0,999.0,EventProcessingUnit,ScaleOut,
1423163438693,0.44,2.0,7.0,1132.0,EventProcessingUnit,ScaleOut,
1423163443692,0.44,11.0,1.0,558.0,EventProcessingUnit,ScaleOut,
1423163448692,0.44,6.0,6.0,1118.0,EventProcessingUnit,ScaleOut,
1423163453693,0.44,3.0,6.0,1043.0,EventProcessingUnit,ScaleOut,
1423163458693,0.44,12.0,1.0,484.0,EventProcessingUnit,ScaleOut,
1423163463703,0.44,6.0,8.0,958.0,EventProcessingUnit,ScaleOut,
1423163468693,0.44,3.0,7.0,944.0,EventProcessingUnit,ScaleOut,
1423163473694,0.44,12.0,1.0,483.0,EventProcessingUnit,ScaleOut,
1423163478697,0.44,6.0,9.0,908.0,EventProcessingUnit,ScaleOut,
1423163483697,0.44,6.0,8.0,901.0,EventProcessingUnit,ScaleOut,
1423163488697,0.44,2.0,10.0,847.0,EventProcessingUnit,ScaleOut,
1423163493697,0.44,6.0,8.0,881.0,EventProcessingUnit,ScaleOut,
1423163498698,0.44,6.0,8.0,881.0,EventProcessingUnit,ScaleOut,
1423163503696,0.44,2.0,8.0,1017.0,EventProcessingUnit,ScaleOut,
1423163508699,0.44,7.0,5.0,1007.0,EventProcessingUnit,ScaleOut,
1423163513699,0.44,7.0,5.0,1007.0,EventProcessingUnit,ScaleOut,
1423163518699,0.44,11.0,1.0,491.0,EventProcessingUnit,ScaleOut,
1423163523702,0.44,7.0,5.0,1014.0,EventProcessingUnit,ScaleOut,
1423163528703,0.44,2.0,7.0,1235.0,EventProcessingUnit,ScaleOut,
1423163533701,0.44,2.0,7.0,1235.0,EventProcessingUnit,ScaleOut,
1423163538703,0.56,11.0,1.0,482.0,EventProcessingUnit,ScaleOut,
1423163543713,0.56,7.0,6.0,930.0,EventProcessingUnit,ScaleOut,
1423163548707,0.56,2.0,9.0,917.0,EventProcessingUnit,ScaleOut,
1423163553705,0.56,7.0,5.0,817.0,EventProcessingUnit,ScaleOut,
1423163558706,0.56,7.0,5.0,817.0,EventProcessingUnit,ScaleOut,
1423163563706,0.56,8.0,2.0,521.0,EventProcessingUnit,ScaleOut,
1423163568707,0.56,8.0,2.0,521.0,EventProcessingUnit,ScaleOut,
1423163573714,0.56,3.0,4.0,789.0,EventProcessingUnit,ScaleOut,
1423163578709,0.56,3.0,4.0,914.0,EventProcessingUnit,ScaleOut,
1423163583708,0.56,0.0,6.0,1000.0,EventProcessingUnit,ScaleOut,
1423163588708,0.56,6.0,1.0,639.0,EventProcessingUnit,ScaleOut,
1423163593740,0.56,8.0,4.0,742.0,EventProcessingUnit,ScaleOut,
1423163598711,0.56,0.0,9.0,1222.0,
1423163603709,0.56,7.0,2.0,720.0,
1423163608708,0.56,6.0,3.0,1011.0,
1423163613709,0.56,0.0,8.0,1125.0,
1423163618710,0.56,4.0,3.0,955.0,
1423163623710,0.56,4.0,3.0,955.0,
1423163628711,0.56,0.0,6.0,1500.0,
1423163633713,0.56,9.0,2.0,750.0,
1423163638710,0.56,9.0,2.0,750.0,
1423163643710,0.56,1.0,5.0,1996.0,
1423163648712,0.56,7.0,3.0,758.0,
1423163653719,0.56,0.0,6.0,1667.0,
1423163658721,0.56,0.0,6.0,1667.0,
1423163663723,0.56,0.0,5.0,1600.0,
1423163668727,0.56,6.0,3.0,597.0,EventProcessingUnit,ScaleIn,
1423163673728,0.56,6.0,3.0,892.0,EventProcessingUnit,ScaleIn,
1423163678734,0.56,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163683734,0.56,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163688735,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163693744,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163698749,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163703758,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163708760,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163713761,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163718777,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163723772,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163728777,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163733782,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163738786,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163743786,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163748798,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163753797,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163758806,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163763817,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163768823,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163773821,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163778827,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163783835,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163788837,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163793837,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163798844,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163803851,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163808854,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163813854,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163818854,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163823859,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163828864,0.44,-1.0,-1.0,-1.0,EventProcessingUnit,ScaleIn,
1423163833861,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163838861,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163843866,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163848867,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163853873,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163858874,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163863874,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163868874,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163873874,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163878874,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163883875,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163888875,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163893875,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163898882,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163903890,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163908891,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163913895,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163918896,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163923897,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163928897,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163933900,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163938908,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163943917,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163948924,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163953929,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163958932,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163963935,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163968942,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163973935,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423163978933,0.44,-1.0,-1.0,0.0,EventProcessingUnit,ScaleIn,
1423164038183,0.44,
1423164043234,0.44,
1423164048197,0.44,
1423164053267,0.44,
1423164058277,0.44,
1423164063255,0.44,
1423164068257,0.44,
1423164073261,0.44,
1423164078267,0.44,
