Time ,pendingRequests ,throughput ,responseTime , ongoingAction, targetedNodeID
1423147188277,38.0,47.0,847.1818,EventProcessingUnit,ScaleOut,
1423147193274,62.0,31.0,708.2727,EventProcessingUnit,ScaleOut,
1423147198284,32.0,49.0,1016.2727,EventProcessingUnit,ScaleOut,
1423147203276,55.0,36.0,699.0909,EventProcessingUnit,ScaleOut,
1423147208282,51.0,38.0,878.5455,EventProcessingUnit,ScaleOut,
1423147213282,42.0,41.0,898.1818,EventProcessingUnit,ScaleOut,
1423147218280,59.0,32.0,752.4545,EventProcessingUnit,ScaleOut,
1423147223280,37.0,53.0,893.9091,EventProcessingUnit,ScaleOut,
1423147228286,51.0,35.0,760.4545,EventProcessingUnit,ScaleOut,
1423147233288,51.0,33.0,882.0909,EventProcessingUnit,ScaleOut,
1423147238296,42.0,35.0,1007.2727,EventProcessingUnit,ScaleOut,
1423147243299,45.0,39.0,835.5455,EventProcessingUnit,ScaleOut,
1423147248297,54.0,31.0,883.0909,EventProcessingUnit,ScaleOut,
1423147253298,39.0,46.0,911.4545,EventProcessingUnit,ScaleOut,
1423147258301,57.0,31.0,725.0,EventProcessingUnit,ScaleOut,
1423147263338,44.0,39.0,945.0,EventProcessingUnit,ScaleOut,
1423147268301,40.0,42.0,916.1818,EventProcessingUnit,ScaleOut,
1423147273308,53.0,30.0,880.2727,EventProcessingUnit,ScaleOut,
1423147278316,38.0,41.0,1094.6364,EventProcessingUnit,ScaleOut,
1423147283318,54.0,32.0,741.2727,EventProcessingUnit,ScaleOut,
1423147288320,51.0,38.0,843.6364,EventProcessingUnit,ScaleOut,
1423147293317,40.0,44.0,1043.9091,EventProcessingUnit,ScaleOut,
1423147298323,55.0,29.0,768.1818,EventProcessingUnit,ScaleOut,
1423147303332,57.0,29.0,831.2727,EventProcessingUnit,ScaleOut,
1423147308329,32.0,50.0,977.3636,EventProcessingUnit,ScaleOut,
1423147313328,63.0,23.0,736.9091,EventProcessingUnit,ScaleOut,
1423147318334,36.0,50.0,1005.2727,EventProcessingUnit,ScaleOut,
1423147323339,47.0,36.0,803.1818,EventProcessingUnit,ScaleOut,
1423147328336,60.0,29.0,802.4545,EventProcessingUnit,ScaleOut,
1423147333337,34.0,52.0,957.7273,
1423147338337,55.0,28.0,705.5455,
1423147343338,39.0,44.0,924.1818,
1423147348339,43.0,38.0,789.2727,
1423147353337,56.0,25.0,814.6364,
1423147358340,29.0,41.0,1047.5455,
1423147363339,31.0,26.0,864.0,
1423147368347,56.0,25.0,766.0909,
1423147373351,30.0,47.0,970.5455,
1423147378359,52.0,30.0,678.5455,
1423147383361,45.0,38.0,789.6667,
1423147388369,38.0,48.0,1035.3333,
1423147393373,56.0,26.0,870.3333,
1423147398378,37.0,46.0,1005.6667,
1423147403382,48.0,34.0,800.5,
1423147408387,54.0,30.0,921.5,
1423147413396,39.0,50.0,912.5,
1423147418396,57.0,30.0,743.25,
1423147423401,44.0,37.0,1017.25,
1423147428401,46.0,35.0,957.0833,
1423147433403,53.0,27.0,741.4167,
1423147438404,49.0,39.0,907.1667,
1423147443405,39.0,43.0,920.4167,
1423147448411,57.0,27.0,820.75,
1423147453420,36.0,51.0,916.0833,
1423147458429,53.0,27.0,864.4167,
1423147463433,52.0,39.0,853.1667,
1423147468436,36.0,50.0,877.9167,
1423147473443,59.0,24.0,801.9167,
1423147478444,39.0,44.0,948.3333,
1423147483453,48.0,37.0,817.6667,
1423147488452,58.0,32.0,802.25,
1423147493452,38.0,48.0,909.8333,
1423147498460,28.0,46.0,926.5833,
1423147503465,55.0,27.0,863.25,
1423147508474,39.0,49.0,933.6667,
1423147513483,53.0,34.0,782.8333,
1423147516103,53.0,34.0,782.8333,
1423147521112,57.0,31.0,868.0833,EventProcessingUnit,ScaleIn,
1423147526118,35.0,47.0,956.1667,EventProcessingUnit,ScaleIn,
1423147531115,58.0,34.0,742.3333,EventProcessingUnit,ScaleIn,
1423147536116,37.0,43.0,941.3636,EventProcessingUnit,ScaleIn,
1423147541116,47.0,31.0,777.8182,EventProcessingUnit,ScaleIn,
1423147546118,51.0,25.0,827.6364,
1423147551119,35.0,35.0,996.8182,
1423147556119,50.0,30.0,758.2727,
1423147561120,42.0,36.0,985.0,
1423147566119,27.0,33.0,916.9091,
1423147571122,48.0,29.0,809.1818,
1423147576119,46.0,36.0,836.0,
1423147581121,37.0,44.0,854.7273,
1423147586122,51.0,30.0,807.7273,
1423147591121,36.0,39.0,994.9091,
1423147596122,45.0,32.0,822.3636,
1423147601122,49.0,28.0,923.3636,
1423147606122,39.0,38.0,942.0,
1423147611143,52.0,25.0,826.0909,
1423147616129,40.0,43.0,858.5455,
1423147621130,41.0,37.0,783.7273,
1423147626132,51.0,25.0,864.7273,
1423147631140,45.0,25.0,928.4545,
1423147636132,38.0,39.0,909.7273,
1423147641132,52.0,28.0,789.8182,
1423147646143,38.0,36.0,1031.2727,
1423147651150,46.0,33.0,816.3636,
1423147656155,51.0,30.0,832.3636,
1423147661160,38.0,37.0,943.9091,EventProcessingUnit,ScaleIn,
1423147666163,52.0,26.0,780.3636,EventProcessingUnit,ScaleIn,
1423147671174,40.0,33.0,1027.0909,EventProcessingUnit,ScaleIn,
1423147676203,35.0,39.0,778.9,EventProcessingUnit,ScaleIn,
1423147681185,50.0,24.0,792.4,
1423147686185,30.0,38.0,974.6,
1423147691185,45.0,25.0,773.4,
1423147696188,44.0,25.0,949.7,
1423147701197,29.0,40.0,953.8,
1423147706203,39.0,32.0,805.3,
1423147711224,49.0,27.0,759.2,
1423147716231,28.0,37.0,985.5,
1423147721254,48.0,19.0,794.8,
1423147726251,39.0,33.0,975.9,
1423147731244,34.0,37.0,869.3,
1423147736262,50.0,25.0,739.9,
1423147741244,28.0,42.0,1053.7,
1423147746245,35.0,32.0,821.0,
1423147751246,50.0,26.0,772.3,
1423147756248,29.0,38.0,996.2,
1423147761253,47.0,25.0,777.0,
1423147766259,40.0,37.0,847.4,
1423147771265,25.0,36.0,1193.6,
1423147776264,44.0,33.0,825.4,
1423147781279,48.0,19.0,776.7,
1423147786283,29.0,41.0,1016.2,
1423147791281,47.0,26.0,732.1,
1423147796281,38.0,26.0,960.1,
1423147801286,29.0,42.0,913.5,
1423147806298,51.0,23.0,690.8,
1423147811284,32.0,37.0,1017.7,EventProcessingUnit,ScaleIn,
1423147816288,36.0,33.0,816.7,EventProcessingUnit,ScaleIn,
1423147821291,50.0,23.0,859.1,EventProcessingUnit,ScaleIn,
1423147826294,30.0,38.0,966.1111,EventProcessingUnit,ScaleIn,
1423147831305,48.0,22.0,769.2222,
1423147836292,38.0,30.0,1003.7778,
1423147841292,44.0,28.0,739.4444,
1423147846292,45.0,32.0,793.4444,
1423147851292,45.0,32.0,793.4444,
1423147856293,51.0,21.0,699.3333,
1423147861294,51.0,21.0,699.3333,
1423147866318,31.0,35.0,1073.6667,
1423147871301,48.0,25.0,828.3333,
1423147876303,48.0,25.0,828.3333,
1423147881303,28.0,41.0,929.6667,
1423147886302,48.0,23.0,728.3333,
1423147891305,36.0,35.0,820.4444,
1423147896303,50.0,26.0,737.6667,
1423147901326,50.0,26.0,737.6667,
1423147906311,26.0,45.0,949.5556,
1423147911323,29.0,22.0,813.3333,
1423147916310,49.0,19.0,871.3333,
1423147921309,29.0,41.0,924.6667,
1423147926312,50.0,25.0,740.7778,
1423147931318,50.0,25.0,740.7778,
1423147936330,28.0,37.0,1011.4444,
1423147941330,49.0,24.0,710.4444,EventProcessingUnit,ScaleIn,
1423147946337,38.0,30.0,994.0,EventProcessingUnit,ScaleIn,
1423147951337,29.0,40.0,855.7778,EventProcessingUnit,ScaleIn,
1423147956341,45.0,17.0,778.375,EventProcessingUnit,ScaleIn,
1423147961342,23.0,36.0,991.0,
1423147966339,41.0,18.0,837.5,
1423147971343,39.0,28.0,825.875,
1423147976345,39.0,21.0,797.75,
1423147981339,34.0,27.0,827.0,
1423147986344,29.0,32.0,1004.5,
1423147991341,28.0,28.0,984.875,
1423147996341,46.0,14.0,753.0,
1423148001341,46.0,14.0,753.0,
1423148006342,37.0,22.0,832.5,
1423148011341,43.0,20.0,875.75,
1423148016343,24.0,33.0,1079.5,
1423148021342,44.0,17.0,751.875,
1423148026342,33.0,27.0,981.25,
1423148031345,29.0,34.0,820.375,
1423148036342,46.0,16.0,745.375,
1423148041344,46.0,16.0,745.375,
1423148046343,31.0,28.0,810.0,
1423148051344,31.0,28.0,810.0,
1423148056351,42.0,19.0,857.375,
1423148061353,24.0,33.0,1022.875,
1423148066345,44.0,13.0,671.375,
1423148071345,34.0,29.0,953.5,
1423148076346,27.0,28.0,1018.625,
1423148081348,46.0,20.0,717.375,
1423148086348,46.0,20.0,717.375,
1423148091345,32.0,25.0,838.0,
1423148096353,42.0,22.0,812.0,
1423148101346,27.0,37.0,906.125,
1423148106346,43.0,16.0,787.625,
1423148111348,42.0,23.0,826.25,EventProcessingUnit,ScaleIn,
1423148116347,23.0,32.0,1058.875,EventProcessingUnit,ScaleIn,
1423148121347,43.0,19.0,724.5,EventProcessingUnit,ScaleIn,
1423148126353,28.0,25.0,1035.1429,EventProcessingUnit,ScaleIn,
1423148131356,31.0,28.0,795.1429,EventProcessingUnit,ScaleIn,
1423148136357,42.0,21.0,765.5714,EventProcessingUnit,ScaleIn,
1423148141361,23.0,35.0,999.0,
1423148146359,17.0,36.0,1003.1429,
1423148151360,43.0,16.0,754.2857,
1423148156363,43.0,16.0,754.2857,
1423148161359,24.0,25.0,972.8571,
1423148166362,24.0,25.0,972.8571,
1423148171361,45.0,16.0,776.1429,
1423148176361,28.0,32.0,969.7143,
1423148181365,30.0,28.0,817.5714,
1423148186370,21.0,38.0,983.5714,
1423148191365,36.0,25.0,740.5714,
1423148196361,37.0,22.0,905.4286,
1423148201363,23.0,33.0,994.2857,
1423148206384,42.0,17.0,762.8571,
1423148211362,31.0,26.0,1005.1429,
1423148216364,28.0,28.0,857.0,EventProcessingUnit,ScaleIn,
1423148221364,45.0,14.0,740.2857,EventProcessingUnit,ScaleIn,
1423148226362,41.0,14.0,748.1667,EventProcessingUnit,ScaleIn,
1423148231367,18.0,33.0,966.6667,EventProcessingUnit,ScaleIn,
1423148236370,32.0,17.0,740.0,
1423148241368,37.0,15.0,813.3333,
1423148246369,17.0,33.0,980.5,
1423148251370,29.0,18.0,909.8333,
1423148256372,29.0,18.0,909.8333,
1423148261370,19.0,31.0,967.1667,
1423148266372,35.0,15.0,705.3333,
1423148271370,32.0,17.0,981.6667,
1423148276371,20.0,25.0,1001.5,
1423148281371,38.0,17.0,674.0,
1423148286373,27.0,23.0,999.0,
1423148291373,22.0,24.0,923.5,
1423148296374,39.0,13.0,712.3333,
1423148301372,23.0,31.0,913.3333,
1423148306373,17.0,28.0,1204.8333,
1423148311375,31.0,22.0,669.0,
1423148316374,33.0,22.0,801.1667,
1423148321373,19.0,28.0,1054.6667,
1423148326373,36.0,13.0,719.3333,
1423148331376,31.0,19.0,914.6667,
1423148336377,21.0,29.0,882.6667,EventProcessingUnit,ScaleIn,
1423148341377,37.0,17.0,673.0,EventProcessingUnit,ScaleIn,
1423148346377,25.0,22.0,829.2,EventProcessingUnit,ScaleIn,
1423148351376,20.0,23.0,926.8,EventProcessingUnit,ScaleIn,
1423148356377,34.0,13.0,765.6,
1423148361399,21.0,22.0,1054.8,
1423148366376,21.0,23.0,852.4,
1423148371377,35.0,12.0,776.0,
1423148376388,19.0,26.0,1030.8,
1423148381378,26.0,18.0,818.2,
1423148386378,27.0,8.0,767.0,
1423148391378,31.0,17.0,821.0,
1423148396381,18.0,25.0,994.2,
1423148401382,30.0,19.0,700.6,
1423148406379,30.0,20.0,832.6,
1423148411379,18.0,30.0,900.2,
1423148416379,31.0,13.0,875.2,
1423148421380,30.0,24.0,793.2,
1423148426382,19.0,26.0,949.4,
1423148431380,33.0,15.0,715.2,
1423148436383,25.0,20.0,1223.0,
1423148441382,18.0,26.0,906.8,
1423148446384,35.0,15.0,700.2,
1423148451384,19.0,24.0,1097.6,
1423148456385,23.0,26.0,752.0,
1423148461385,35.0,13.0,753.6,
1423148466384,29.0,19.0,951.6,
1423148471384,18.0,30.0,900.0,
1423148476385,32.0,14.0,756.8,EventProcessingUnit,ScaleIn,
1423148481385,29.0,22.0,844.8,EventProcessingUnit,ScaleIn,
1423148486384,18.0,19.0,907.75,EventProcessingUnit,ScaleIn,
1423148491398,28.0,16.0,702.0,EventProcessingUnit,ScaleIn,
1423148496385,21.0,20.0,944.5,EventProcessingUnit,ScaleIn,
1423148501386,18.0,21.0,931.25,
1423148506388,29.0,15.0,753.5,
1423148511387,21.0,23.0,899.75,
1423148516387,19.0,25.0,816.25,
1423148521386,26.0,19.0,750.5,
1423148526403,18.0,19.0,1042.25,
1423148531389,20.0,20.0,871.0,
1423148536387,29.0,17.0,709.5,
1423148541389,20.0,21.0,987.0,
1423148546390,15.0,20.0,852.5,
1423148551388,28.0,17.0,717.75,
1423148556388,23.0,20.0,899.75,
1423148561389,20.0,24.0,787.5,
1423148566389,29.0,15.0,718.5,
1423148571389,21.0,22.0,941.0,
1423148576390,19.0,20.0,969.25,
1423148581391,28.0,16.0,764.75,
1423148586390,18.0,21.0,1059.25,
1423148591390,22.0,20.0,797.75,
1423148596392,27.0,14.0,747.75,EventProcessingUnit,ScaleIn,
1423148601393,19.0,12.0,1015.0,EventProcessingUnit,ScaleIn,
1423148606402,16.0,16.0,1020.0,EventProcessingUnit,ScaleIn,
1423148611403,22.0,13.0,784.6667,
1423148616401,19.0,16.0,844.6667,
1423148621402,13.0,16.0,1048.3333,
1423148626402,18.0,13.0,720.6667,
1423148631402,24.0,12.0,686.0,
1423148636405,16.0,12.0,1020.6667,
1423148641403,16.0,15.0,837.0,
1423148646403,24.0,10.0,764.6667,
1423148651403,19.0,19.0,820.0,
1423148656404,17.0,19.0,797.3333,
1423148661404,22.0,8.0,817.6667,
1423148666404,16.0,18.0,826.6667,
1423148671404,17.0,16.0,812.6667,
1423148676405,23.0,10.0,696.3333,
1423148681420,15.0,17.0,903.3333,
1423148686405,15.0,17.0,835.3333,
1423148691406,23.0,10.0,777.6667,
1423148696406,19.0,14.0,988.6667,
1423148701406,16.0,15.0,899.3333,
1423148706406,27.0,7.0,598.3333,
1423148711408,22.0,15.0,753.3333,
1423148716407,15.0,15.0,1023.6667,
1423148721407,19.0,12.0,807.3333,
1423148726408,22.0,9.0,1006.3333,
1423148731408,14.0,21.0,914.6667,
1423148736408,19.0,14.0,846.3333,
1423148741408,21.0,11.0,886.6667,
1423148746415,14.0,21.0,852.3333,
1423148751410,18.0,13.0,874.6667,
1423148756434,20.0,13.0,842.0,EventProcessingUnit,ScaleIn,
1423148761416,13.0,22.0,871.3333,EventProcessingUnit,ScaleIn,
1423148766417,9.0,8.0,856.0,EventProcessingUnit,ScaleIn,
1423148771417,20.0,5.0,609.0,EventProcessingUnit,ScaleIn,
1423148776416,5.0,16.0,1131.0,
1423148781427,10.0,9.0,973.0,
1423148786418,12.0,7.0,639.0,
1423148791417,13.0,5.0,790.0,
1423148796417,4.0,14.0,1159.5,
1423148801420,10.0,9.0,640.5,
1423148806420,15.0,5.0,672.0,
1423148811418,4.0,14.0,1008.0,
1423148816419,10.0,8.0,737.0,
1423148821419,17.0,4.0,633.0,
1423148826419,4.0,12.0,1144.0,
1423148831421,10.0,8.0,586.0,
1423148836423,17.0,2.0,748.5,
1423148841426,3.0,15.0,1107.0,EventProcessingUnit,ScaleIn,
1423148846428,2.0,7.0,797.0,EventProcessingUnit,ScaleIn,
1423148851427,8.0,1.0,585.0,EventProcessingUnit,ScaleIn,
1423148856428,3.0,5.0,1306.0,
1423148861433,2.0,5.0,893.0,
1423148866442,8.0,0.0,616.0,
1423148871429,7.0,1.0,740.0,
1423148876439,2.0,7.0,951.0,
1423148881429,5.0,2.0,422.0,
1423148886431,8.0,1.0,646.0,
1423148891432,2.0,6.0,938.0,
1423148896432,4.0,2.0,470.0,
1423148901430,8.0,0.0,620.0,
1423148906430,3.0,2.0,1864.0,
1423148911431,4.0,2.0,591.0,
1423148916431,9.0,0.0,669.0,
1423148921434,0.0,9.0,1000.0,
1423148926432,4.0,3.0,782.0,
1423148931432,8.0,0.0,680.0,
1423148936432,0.0,7.0,1143.0,
1423148941433,3.0,1.0,1116.0,
1423148946434,5.0,4.0,564.0,
1423148951437,6.0,1.0,608.0,
1423148956441,2.0,6.0,964.0,
1423148961434,6.0,2.0,536.0,
1423148966440,8.0,2.0,632.0,
1423148971512,3.0,5.0,1194.0,
1423148976435,5.0,3.0,538.0,
1423148981440,6.0,2.0,849.0,
1423148986435,0.0,8.0,1250.0,
1423148991435,7.0,0.0,264.0,
1423148996438,5.0,2.0,981.0,
1423149001447,1.0,6.0,1268.0,
1423149006446,7.0,0.0,281.0,
1423149011453,6.0,2.0,949.0,
1423149016457,0.0,3.0,2668.0,
1423149021458,0.0,0.0,0.0,
1423149026468,1.0,4.0,1221.0,
1423149031477,6.0,1.0,598.0,
1423149036487,0.0,6.0,1166.0,
1423149041485,5.0,1.0,509.0,
1423149046487,2.0,4.0,1117.0,
1423149051501,4.0,3.0,616.0,
1423149056490,4.0,2.0,936.0,
1423149061499,2.0,4.0,878.0,
1423149066499,6.0,1.0,663.0,
1423149071503,0.0,7.0,1000.0,
1423149076503,6.0,0.0,588.0,
1423149081511,2.0,4.0,1131.0,
1423149086513,3.0,2.0,769.0,
1423149091515,4.0,1.0,1145.0,
1423149096517,2.0,5.0,759.0,
1423149101521,6.0,0.0,655.0,
1423149106519,0.0,5.0,1400.0,
1423149111524,6.0,1.0,518.0,
1423149116535,3.0,3.0,1092.0,
1423149121527,4.0,3.0,572.0,
1423149126527,5.0,2.0,902.0,
1423149131531,1.0,4.0,1029.0,
1423149136534,6.0,1.0,593.0,
1423149141536,1.0,5.0,1322.0,
1423149146539,5.0,2.0,566.0,
1423149151543,2.0,4.0,1101.0,
1423149156545,3.0,2.0,922.0,
1423149161545,5.0,2.0,783.0,
1423149166553,2.0,3.0,1032.0,
1423149171554,7.0,0.0,451.0,
1423149176554,1.0,5.0,1152.0,
1423149181556,5.0,2.0,570.0,
1423149186559,3.0,3.0,1022.0,
1423149191558,3.0,3.0,760.0,
1423149196563,5.0,1.0,883.0,
1423149201570,1.0,5.0,1001.0,
1423149206572,7.0,0.0,454.0,
1423149211572,1.0,5.0,1152.0,
1423149216570,4.0,3.0,601.0,
1423149221575,3.0,4.0,877.0,
1423149226577,3.0,4.0,646.0,
1423149231577,6.0,1.0,618.0,
1423149236581,0.0,4.0,1500.0,
1423149241579,6.0,0.0,503.0,
1423149246580,2.0,5.0,949.0,
1423149249760,2.0,5.0,949.0,
1423149254762,4.0,3.0,591.0,
1423149259766,5.0,2.0,920.0,
1423149264770,1.0,4.0,1029.0,EventProcessingUnit,ScaleOut,
1423149269779,6.0,1.0,589.0,EventProcessingUnit,ScaleOut,
1423149274779,1.0,6.0,1129.0,EventProcessingUnit,ScaleOut,
1423149279786,5.0,2.0,545.0,EventProcessingUnit,ScaleOut,
1423149284801,3.0,3.0,1082.0,EventProcessingUnit,ScaleOut,
1423149289800,3.0,4.0,642.0,EventProcessingUnit,ScaleOut,
1423149294801,5.0,1.0,862.0,EventProcessingUnit,ScaleOut,
1423149299801,1.0,5.0,1013.0,EventProcessingUnit,ScaleOut,
1423149304801,6.0,1.0,551.0,EventProcessingUnit,ScaleOut,
1423149309804,1.0,6.0,982.0,EventProcessingUnit,ScaleOut,
1423149314805,5.0,1.0,614.0,EventProcessingUnit,ScaleOut,
1423149319808,4.0,3.0,853.0,EventProcessingUnit,ScaleOut,
1423149324812,2.0,4.0,734.0,EventProcessingUnit,ScaleOut,
1423149329813,5.0,2.0,713.0,EventProcessingUnit,ScaleOut,
1423149334821,0.0,4.0,1750.0,EventProcessingUnit,ScaleOut,
1423149339822,6.0,1.0,542.0,EventProcessingUnit,ScaleOut,
1423149344822,1.0,4.0,1371.0,EventProcessingUnit,ScaleOut,
1423149349826,4.0,3.0,568.0,EventProcessingUnit,ScaleOut,
1423149354829,4.0,2.0,980.0,EventProcessingUnit,ScaleOut,
1423149359836,2.0,3.0,879.0,EventProcessingUnit,ScaleOut,
1423149364846,6.0,1.0,592.0,EventProcessingUnit,ScaleOut,
1423149369851,0.0,6.0,1166.0,EventProcessingUnit,ScaleOut,
1423149374848,6.0,0.0,490.0,EventProcessingUnit,ScaleOut,
1423149379856,2.0,4.0,1107.0,EventProcessingUnit,ScaleOut,
1423149384852,4.0,3.0,584.0,EventProcessingUnit,ScaleOut,
1423149389857,5.0,2.0,899.0,EventProcessingUnit,ScaleOut,
1423149394857,1.0,5.0,854.0,EventProcessingUnit,ScaleOut,
1423149399859,6.0,1.0,575.0,EventProcessingUnit,ScaleOut,
1423149404865,1.0,5.0,1319.0,EventProcessingUnit,ScaleOut,
1423149409873,5.0,1.0,668.0,EventProcessingUnit,ScaleOut,
1423149414881,2.0,4.0,1098.0,EventProcessingUnit,ScaleOut,
1423149419881,3.0,3.0,759.0,EventProcessingUnit,ScaleOut,
1423149424884,5.0,1.0,881.0,EventProcessingUnit,ScaleOut,
1423149429893,1.0,4.0,1024.0,EventProcessingUnit,ScaleOut,
1423149434893,6.0,0.0,512.0,EventProcessingUnit,ScaleOut,
1423149439893,1.0,6.0,990.0,EventProcessingUnit,ScaleOut,
1423149444893,5.0,2.0,565.0,EventProcessingUnit,ScaleOut,
1423149449899,3.0,2.0,1235.0,EventProcessingUnit,ScaleOut,
1423149454909,3.0,4.0,652.0,EventProcessingUnit,ScaleOut,
1423149459911,5.0,1.0,865.0,EventProcessingUnit,ScaleOut,
1423149464913,0.0,6.0,1000.0,EventProcessingUnit,ScaleOut,
1423149469914,6.0,0.0,493.0,EventProcessingUnit,ScaleOut,
1423149474914,1.0,6.0,983.0,EventProcessingUnit,ScaleOut,
1423149479917,4.0,2.0,679.0,EventProcessingUnit,ScaleOut,
1423149484918,4.0,3.0,856.0,EventProcessingUnit,ScaleOut,
1423149489925,2.0,3.0,888.0,EventProcessingUnit,ScaleOut,
1423149494927,6.0,1.0,604.0,EventProcessingUnit,ScaleOut,
1423149499929,0.0,7.0,1000.0,EventProcessingUnit,ScaleOut,
1423149504932,6.0,0.0,619.0,EventProcessingUnit,ScaleOut,
1423149509937,3.0,2.0,1292.0,EventProcessingUnit,ScaleOut,
1423149514945,3.0,2.0,771.0,EventProcessingUnit,ScaleOut,
1423149519945,5.0,1.0,996.0,EventProcessingUnit,ScaleOut,
1423149524950,1.0,4.0,1212.0,EventProcessingUnit,ScaleOut,
1423149529955,7.0,0.0,531.0,EventProcessingUnit,ScaleOut,
1423149534954,2.0,3.0,1567.0,EventProcessingUnit,ScaleOut,
1423149539959,5.0,2.0,518.0,EventProcessingUnit,ScaleOut,
1423149544963,3.0,3.0,1070.0,EventProcessingUnit,ScaleOut,
1423149549967,2.0,2.0,1103.0,EventProcessingUnit,ScaleOut,
1423149554965,5.0,1.0,821.0,
1423149559972,0.0,4.0,1500.0,
1423149564967,6.0,0.0,482.0,
1423149569977,2.0,3.0,1166.0,
1423149574969,3.0,2.0,770.0,
1423149579968,3.0,3.0,869.0,
1423149584970,2.0,4.0,698.0,
1423149589968,6.0,1.0,608.0,
1423149594969,0.0,5.0,1200.0,
1423149599969,4.0,1.0,530.0,
1423149604969,51.0,16.0,2305.0,
1423149609971,9.0,8.0,770.0,
1423149614970,9.0,8.0,764.0,
1423149619971,10.0,6.0,900.5,
1423149624972,6.0,10.0,842.0,
1423149629974,12.0,3.0,1244.5,
1423149634973,7.0,7.0,1027.5,
1423149639974,10.0,8.0,777.0,
1423149644976,9.0,6.0,921.5,
1423149649974,7.0,6.0,1011.5,
1423149654976,12.0,6.0,761.5,
1423149659976,6.0,10.0,814.0,
1423149664977,12.0,5.0,937.0,
1423149669976,8.0,7.0,924.0,EventProcessingUnit,ScaleOut,
1423149675011,9.0,9.0,744.5,EventProcessingUnit,ScaleOut,
1423149679980,10.0,5.0,927.5,EventProcessingUnit,ScaleOut,
1423149684979,7.0,6.0,982.0,EventProcessingUnit,ScaleOut,
1423149689981,12.0,6.0,866.5,EventProcessingUnit,ScaleOut,
1423149694981,5.0,10.0,950.0,EventProcessingUnit,ScaleOut,
1423149699982,11.0,5.0,797.0,EventProcessingUnit,ScaleOut,
1423149704984,9.0,9.0,785.0,EventProcessingUnit,ScaleOut,
1423149709983,9.0,6.0,876.0,EventProcessingUnit,ScaleOut,
1423149714981,10.0,7.0,915.5,EventProcessingUnit,ScaleOut,
1423149719985,7.0,8.0,891.0,EventProcessingUnit,ScaleOut,
1423149724988,12.0,4.0,990.0,EventProcessingUnit,ScaleOut,
1423149729991,7.0,10.0,865.0,EventProcessingUnit,ScaleOut,
1423149734996,10.0,6.0,863.0,EventProcessingUnit,ScaleOut,
1423149739997,8.0,9.0,814.5,EventProcessingUnit,ScaleOut,
1423149745010,9.0,7.0,797.5,EventProcessingUnit,ScaleOut,
1423149750002,11.0,6.0,848.5,EventProcessingUnit,ScaleOut,
1423149755001,7.0,11.0,764.0,EventProcessingUnit,ScaleOut,
1423149760002,12.0,5.0,739.0,EventProcessingUnit,ScaleOut,
1423149765002,8.0,7.0,968.0,EventProcessingUnit,ScaleOut,
1423149770003,10.0,5.0,1001.0,EventProcessingUnit,ScaleOut,
1423149775011,8.0,8.0,819.0,EventProcessingUnit,ScaleOut,
1423149780010,10.0,8.0,727.0,EventProcessingUnit,ScaleOut,
1423149785015,10.0,5.0,1018.0,EventProcessingUnit,ScaleOut,
1423149790021,6.0,9.0,896.5,EventProcessingUnit,ScaleOut,
1423149795022,11.0,4.0,991.5,EventProcessingUnit,ScaleOut,
1423149800022,8.0,9.0,820.5,EventProcessingUnit,ScaleOut,
1423149805030,10.0,8.0,791.0,EventProcessingUnit,ScaleOut,
1423149810037,9.0,9.0,781.5,EventProcessingUnit,ScaleOut,
1423149815046,7.0,9.0,821.0,EventProcessingUnit,ScaleOut,
1423149820049,11.0,6.0,800.5,EventProcessingUnit,ScaleOut,
1423149825054,7.0,9.0,859.0,EventProcessingUnit,ScaleOut,
1423149830056,11.0,6.0,909.0,EventProcessingUnit,ScaleOut,
1423149835061,8.0,9.0,818.0,EventProcessingUnit,ScaleOut,
1423149840068,8.0,7.0,863.5,EventProcessingUnit,ScaleOut,
1423149845073,11.0,6.0,799.0,EventProcessingUnit,ScaleOut,
1423149850073,6.0,8.0,954.5,EventProcessingUnit,ScaleOut,
1423149855077,12.0,6.0,827.5,EventProcessingUnit,ScaleOut,
1423149860083,6.0,9.0,869.5,EventProcessingUnit,ScaleOut,
1423149865086,10.0,7.0,729.5,EventProcessingUnit,ScaleOut,
1423149870089,10.0,8.0,781.5,EventProcessingUnit,ScaleOut,
1423149875087,8.0,7.0,948.5,EventProcessingUnit,ScaleOut,
1423149880087,11.0,7.0,904.5,EventProcessingUnit,ScaleOut,
1423149885088,6.0,11.0,796.0,EventProcessingUnit,ScaleOut,
1423149890094,11.0,4.0,870.0,EventProcessingUnit,ScaleOut,
1423149895102,8.0,10.0,802.5,EventProcessingUnit,ScaleOut,
1423149900106,9.0,6.0,900.5,EventProcessingUnit,ScaleOut,
1423149905115,10.0,8.0,770.5,EventProcessingUnit,ScaleOut,
1423149910104,8.0,9.0,769.0,EventProcessingUnit,ScaleOut,
1423149915106,12.0,5.0,875.0,EventProcessingUnit,ScaleOut,
1423149920106,7.0,10.0,822.0,EventProcessingUnit,ScaleOut,
1423149925111,11.0,5.0,965.5,EventProcessingUnit,ScaleOut,
1423149930121,8.0,10.0,816.0,EventProcessingUnit,ScaleOut,
1423149935123,9.0,9.0,749.0,EventProcessingUnit,ScaleOut,
1423149940125,10.0,5.0,928.0,EventProcessingUnit,ScaleOut,
