Time ,cpu_idle ,connectionRate ,instance , ongoingAction, targetedNodeID
1423147243299,95.0,79.0,1.0,EventProcessingUnit,ScaleOut,
1423147248297,95.1,33.0,1.0,EventProcessingUnit,ScaleOut,
1423147253298,95.1,41.0,1.0,EventProcessingUnit,ScaleOut,
1423147258301,93.7,72.0,1.0,EventProcessingUnit,ScaleOut,
1423147263338,93.7,10.0,1.0,EventProcessingUnit,ScaleOut,
1423147268301,94.8,69.0,1.0,EventProcessingUnit,ScaleOut,
1423147273308,94.8,47.0,1.0,EventProcessingUnit,ScaleOut,
1423147278316,93.0,31.0,1.0,EventProcessingUnit,ScaleOut,
1423147283318,93.0,83.0,1.0,EventProcessingUnit,ScaleOut,
1423147288320,94.3,15.0,1.0,EventProcessingUnit,ScaleOut,
1423147293317,94.3,60.0,1.0,EventProcessingUnit,ScaleOut,
1423147298323,94.5,53.0,1.0,EventProcessingUnit,ScaleOut,
1423147303332,94.5,22.0,1.0,EventProcessingUnit,ScaleOut,
1423147308329,92.1,56.0,1.0,EventProcessingUnit,ScaleOut,
1423147313328,92.1,59.0,1.0,EventProcessingUnit,ScaleOut,
1423147318334,92.2,20.0,1.0,EventProcessingUnit,ScaleOut,
1423147323339,92.2,86.0,1.0,EventProcessingUnit,ScaleOut,
1423147328336,95.1,28.0,1.0,EventProcessingUnit,ScaleOut,
1423147333337,95.1,48.0,1.0,
1423147338337,93.8,64.0,1.0,
1423147343338,93.8,12.0,1.0,
1423147348339,93.7,81.0,1.0,
1423147353337,93.7,30.0,1.0,
1423147358340,95.0,45.0,1.0,
1423147363339,95.0,71.0,1.0,
1423147368347,91.9,42.0,1.0,
1423147373351,91.9,34.0,1.0,
1423147378359,95.4,78.0,1.0,
1423147383361,95.4,13.0,1.0,
1423147388369,94.6,63.0,1.0,
1423147393373,94.6,50.0,1.0,
1423147398378,94.2,26.0,1.0,
1423147403382,94.2,86.0,1.0,
1423147408387,95.0,22.0,1.0,
1423147413396,95.0,55.0,1.0,
1423147418396,94.9,63.0,1.0,
1423147423401,94.9,13.0,1.0,
1423147428401,94.3,69.0,1.0,
1423147433403,94.3,77.0,1.0,
1423147438404,95.3,13.0,1.0,
1423147443405,95.3,65.0,1.0,
1423147448411,95.8,47.0,1.0,
1423147453420,95.8,28.0,1.0,
1423147458429,93.4,82.0,1.0,
1423147463433,93.4,15.0,1.0,
1423147468436,92.3,61.0,1.0,
1423147473443,92.3,52.0,1.0,
1423147478444,95.6,22.0,1.0,
1423147483453,95.6,86.0,1.0,
1423147488452,94.3,29.0,1.0,
1423147493452,94.3,46.0,1.0,
1423147498460,92.2,65.0,1.0,
1423147503465,92.2,50.0,1.0,
1423147508474,95.4,23.0,1.0,
1423147513483,95.4,87.0,1.0,
1423147516103,95.4,87.0,1.0,
1423147521112,92.3,23.0,1.0,EventProcessingUnit,ScaleIn,
1423147526118,92.3,51.0,1.0,EventProcessingUnit,ScaleIn,
1423147531115,94.8,60.0,1.0,EventProcessingUnit,ScaleIn,
1423147536116,94.8,17.0,1.0,EventProcessingUnit,ScaleIn,
1423147541116,94.9,82.0,1.0,EventProcessingUnit,ScaleIn,
1423147546118,94.9,34.0,1.0,
1423147551119,95.0,43.0,1.0,
1423147556119,95.0,70.0,1.0,
1423147561120,94.3,8.0,1.0,
1423147566119,94.3,26.0,1.0,
1423147571122,96.0,87.0,1.0,
1423147576119,96.0,20.0,1.0,
1423147581121,94.7,56.0,1.0,
1423147586122,94.7,56.0,1.0,
1423147591121,94.3,17.0,1.0,
1423147596122,94.3,85.0,1.0,
1423147601122,94.3,27.0,1.0,
1423147606122,94.3,48.0,1.0,
1423147611143,96.1,67.0,1.0,
1423147616129,96.1,9.0,1.0,
1423147621130,94.9,73.0,1.0,
1423147626132,94.9,41.0,1.0,
1423147631140,95.5,20.0,1.0,
1423147636132,95.5,55.0,1.0,
1423147641132,93.7,59.0,1.0,
1423147646143,93.7,14.0,1.0,
1423147651150,93.7,81.0,1.0,
1423147656155,93.7,33.0,1.0,
1423147661160,93.4,42.0,1.0,EventProcessingUnit,ScaleIn,
1423147666163,93.4,71.0,1.0,EventProcessingUnit,ScaleIn,
1423147671174,95.8,10.0,1.0,EventProcessingUnit,ScaleIn,
1423147676203,95.8,70.0,1.0,EventProcessingUnit,ScaleIn,
1423147681185,94.0,45.0,1.0,
1423147686185,94.0,31.0,1.0,
1423147691185,95.0,84.0,1.0,
1423147696188,95.0,22.0,1.0,
1423147701197,95.4,10.0,1.0,
1423147706203,95.4,75.0,1.0,
1423147711224,94.9,37.0,1.0,
1423147716231,94.9,38.0,1.0,
1423147721254,94.9,75.0,1.0,
1423147726251,94.9,12.0,1.0,
1423147731244,95.9,62.0,1.0,
1423147736262,95.9,52.0,1.0,
1423147741244,93.5,25.0,1.0,
1423147746245,93.5,66.0,1.0,
1423147751246,94.9,38.0,1.0,
1423147756248,94.9,42.0,1.0,
1423147761253,94.6,67.0,1.0,
1423147766259,94.6,22.0,1.0,
1423147771265,95.1,33.0,1.0,
1423147776264,95.1,71.0,1.0,
1423147781279,94.5,28.0,1.0,
1423147786283,94.5,48.0,1.0,
1423147791281,94.7,64.0,1.0,
1423147796281,94.7,21.0,1.0,
1423147801286,94.8,63.0,1.0,
1423147806298,94.8,45.0,1.0,
1423147811284,94.2,33.0,1.0,EventProcessingUnit,ScaleIn,
1423147816288,94.2,72.0,1.0,EventProcessingUnit,ScaleIn,
1423147821291,94.2,28.0,1.0,EventProcessingUnit,ScaleIn,
1423147826294,94.2,47.0,1.0,EventProcessingUnit,ScaleIn,
1423147831305,94.5,67.0,1.0,
1423147836292,94.5,9.0,1.0,
1423147841292,94.6,85.0,1.0,
1423147846292,95.7,19.0,1.0,
1423147851292,95.7,19.0,1.0,
1423147856293,94.5,59.0,1.0,
1423147861294,94.5,59.0,1.0,
1423147866318,94.5,18.0,1.0,
1423147871301,94.2,29.0,1.0,
1423147876303,94.2,29.0,1.0,
1423147881303,94.5,46.0,1.0,
1423147886302,94.5,67.0,1.0,
1423147891305,93.4,75.0,1.0,
1423147896303,93.1,38.0,1.0,
1423147901326,93.1,38.0,1.0,
1423147906311,93.1,38.0,1.0,
1423147911323,95.3,55.0,1.0,
1423147916310,95.3,49.0,1.0,
1423147921309,94.7,21.0,1.0,
1423147926312,93.4,31.0,1.0,
1423147931318,93.4,31.0,1.0,
1423147936330,93.4,41.0,1.0,
1423147941330,95.3,73.0,1.0,EventProcessingUnit,ScaleIn,
1423147946337,95.3,10.0,1.0,EventProcessingUnit,ScaleIn,
1423147951337,91.2,64.0,1.0,EventProcessingUnit,ScaleIn,
1423147956341,91.2,50.0,1.0,EventProcessingUnit,ScaleIn,
1423147961342,93.5,24.0,1.0,
1423147966339,93.5,88.0,1.0,
1423147971343,93.6,27.0,1.0,
1423147976345,94.1,88.0,1.0,
1423147981339,94.1,26.0,1.0,
1423147986344,94.3,9.0,1.0,
1423147991341,94.3,61.0,1.0,
1423147996341,94.8,59.0,1.0,
1423148001341,94.8,59.0,1.0,
1423148006342,94.2,75.0,1.0,
1423148011341,94.2,39.0,1.0,
1423148016343,95.1,32.0,1.0,
1423148021342,95.1,81.0,1.0,
1423148026342,95.4,18.0,1.0,
1423148031345,95.4,55.0,1.0,
1423148036342,93.5,62.0,1.0,
1423148041344,93.5,62.0,1.0,
1423148046343,94.1,70.0,1.0,
1423148051344,94.1,70.0,1.0,
1423148056351,94.1,44.0,1.0,
1423148061353,95.8,27.0,1.0,
1423148066345,94.5,75.0,1.0,
1423148071345,94.5,16.0,1.0,
1423148076346,94.5,54.0,1.0,
1423148081348,94.5,60.0,1.0,
1423148086348,94.5,60.0,1.0,
1423148091345,95.1,72.0,1.0,
1423148096353,93.7,42.0,1.0,
1423148101346,93.7,30.0,1.0,
1423148106346,93.4,81.0,1.0,
1423148111348,93.4,31.0,1.0,EventProcessingUnit,ScaleIn,
1423148116347,94.4,42.0,1.0,EventProcessingUnit,ScaleIn,
1423148121347,94.4,75.0,1.0,EventProcessingUnit,ScaleIn,
1423148126353,92.0,18.0,1.0,EventProcessingUnit,ScaleIn,
1423148131356,92.0,55.0,1.0,EventProcessingUnit,ScaleIn,
1423148136357,94.1,60.0,1.0,EventProcessingUnit,ScaleIn,
1423148141361,94.1,14.0,1.0,
1423148146359,94.7,33.0,1.0,
1423148151360,94.7,83.0,1.0,
1423148156363,94.7,83.0,1.0,
1423148161359,93.4,39.0,1.0,
1423148166362,93.4,39.0,1.0,
1423148171361,94.9,77.0,1.0,
1423148176361,94.9,15.0,1.0,
1423148181365,95.8,56.0,1.0,
1423148186370,94.6,12.0,1.0,
1423148191365,94.6,73.0,1.0,
1423148196361,95.3,42.0,1.0,
1423148201363,95.3,28.0,1.0,
1423148206384,95.6,87.0,1.0,
1423148211362,95.6,26.0,1.0,
1423148216364,94.8,46.0,1.0,EventProcessingUnit,ScaleIn,
1423148221364,94.8,68.0,1.0,EventProcessingUnit,ScaleIn,
1423148226362,95.2,47.0,1.0,EventProcessingUnit,ScaleIn,
1423148231367,95.2,21.0,1.0,EventProcessingUnit,ScaleIn,
1423148236370,95.4,80.0,1.0,
1423148241368,95.4,43.0,1.0,
1423148246369,95.2,15.0,1.0,
1423148251370,95.2,76.0,1.0,
1423148256372,95.2,76.0,1.0,
1423148261370,95.3,31.0,1.0,
1423148266372,95.9,86.0,1.0,
1423148271370,95.9,27.0,1.0,
1423148276371,94.5,44.0,1.0,
1423148281371,94.5,73.0,1.0,
1423148286373,94.7,15.0,1.0,
1423148291373,94.7,55.0,1.0,
1423148296374,94.0,61.0,1.0,
1423148301372,94.0,9.0,1.0,
1423148306373,94.0,18.0,1.0,
1423148311375,94.0,77.0,1.0,
1423148316374,94.1,38.0,1.0,
1423148321373,94.1,31.0,1.0,
1423148326373,94.4,86.0,1.0,
1423148331376,94.4,28.0,1.0,
1423148336377,94.2,42.0,1.0,EventProcessingUnit,ScaleIn,
1423148341377,94.2,74.0,1.0,EventProcessingUnit,ScaleIn,
1423148346377,94.0,17.0,1.0,EventProcessingUnit,ScaleIn,
1423148351376,94.0,55.0,1.0,EventProcessingUnit,ScaleIn,
1423148356377,94.3,60.0,1.0,
1423148361399,94.3,9.0,1.0,
1423148366376,94.0,62.0,1.0,
1423148371377,94.0,55.0,1.0,
1423148376388,94.8,14.0,1.0,
1423148381378,94.8,72.0,1.0,
1423148386378,94.8,82.0,1.0,
1423148391378,94.8,35.0,1.0,
1423148396381,94.1,34.0,1.0,
1423148401382,94.1,84.0,1.0,
1423148406379,94.0,28.0,1.0,
1423148411379,94.0,36.0,1.0,
1423148416379,95.5,80.0,1.0,
1423148421380,95.5,21.0,1.0,
1423148426382,94.3,49.0,1.0,
1423148431380,94.3,68.0,1.0,
1423148436383,94.9,12.0,1.0,
1423148441382,94.9,58.0,1.0,
1423148446384,94.3,59.0,1.0,
1423148451384,94.3,11.0,1.0,
1423148456385,94.5,66.0,1.0,
1423148461385,94.5,50.0,1.0,
1423148466384,94.8,31.0,1.0,
1423148471384,94.8,38.0,1.0,
1423148476385,94.4,79.0,1.0,EventProcessingUnit,ScaleIn,
1423148481385,94.4,22.0,1.0,EventProcessingUnit,ScaleIn,
1423148486384,94.0,50.0,1.0,EventProcessingUnit,ScaleIn,
1423148491398,94.0,68.0,1.0,EventProcessingUnit,ScaleIn,
1423148496385,94.3,10.0,1.0,EventProcessingUnit,ScaleIn,
1423148501386,94.3,56.0,1.0,
1423148506388,93.7,64.0,1.0,
1423148511387,93.7,10.0,1.0,
1423148516387,93.8,62.0,1.0,
1423148521386,93.8,56.0,1.0,
1423148526403,94.8,9.0,1.0,
1423148531389,94.8,62.0,1.0,
1423148536387,95.9,56.0,1.0,
1423148541389,95.9,11.0,1.0,
1423148546390,94.7,42.0,1.0,
1423148551388,94.7,74.0,1.0,
1423148556388,94.4,19.0,1.0,
1423148561389,94.4,53.0,1.0,
1423148566389,96.1,64.0,1.0,
1423148571389,96.1,9.0,1.0,
1423148576390,94.6,60.0,1.0,
1423148581391,94.6,57.0,1.0,
1423148586390,94.9,11.0,1.0,
1423148591390,94.9,60.0,1.0,
1423148596392,95.8,61.0,1.0,EventProcessingUnit,ScaleIn,
1423148601393,95.8,12.0,1.0,EventProcessingUnit,ScaleIn,
1423148606402,93.0,62.0,1.0,EventProcessingUnit,ScaleIn,
1423148611403,93.0,51.0,1.0,
1423148616401,94.5,10.0,1.0,
1423148621402,94.5,54.0,1.0,
1423148626402,95.8,47.0,1.0,
1423148631402,95.8,42.0,1.0,
1423148636405,92.9,16.0,1.0,
1423148641403,92.9,68.0,1.0,
1423148646403,94.8,44.0,1.0,
1423148651403,94.8,23.0,1.0,
1423148656404,95.2,70.0,1.0,
1423148661404,95.2,29.0,1.0,
1423148666404,92.9,25.0,1.0,
1423148671404,92.9,76.0,1.0,
1423148676405,95.1,31.0,1.0,
1423148681420,95.1,23.0,1.0,
1423148686405,94.5,72.0,1.0,
1423148691406,94.5,40.0,1.0,
1423148696406,95.1,21.0,1.0,
1423148701406,95.1,71.0,1.0,
1423148706406,95.3,68.0,1.0,
1423148711408,95.3,18.0,1.0,
1423148716407,95.8,41.0,1.0,
1423148721407,95.8,72.0,1.0,
1423148726408,95.5,17.0,1.0,
1423148731408,95.5,39.0,1.0,
1423148736408,95.1,77.0,1.0,
1423148741408,95.1,18.0,1.0,
1423148746415,95.8,39.0,1.0,
1423148751410,95.8,70.0,1.0,
1423148756434,94.9,14.0,1.0,EventProcessingUnit,ScaleIn,
1423148761416,94.9,42.0,1.0,EventProcessingUnit,ScaleIn,
1423148766417,95.0,64.0,1.0,EventProcessingUnit,ScaleIn,
1423148771417,95.0,4.0,1.0,EventProcessingUnit,ScaleIn,
1423148776416,96.2,44.0,1.0,
1423148781427,96.2,44.0,1.0,
1423148786418,95.6,44.0,1.0,
1423148791417,95.6,12.0,1.0,
1423148796417,95.0,47.0,1.0,
1423148801420,95.0,53.0,1.0,
1423148806420,96.3,15.0,1.0,
1423148811418,96.3,42.0,1.0,
1423148816419,95.5,51.0,1.0,
1423148821419,95.5,15.0,1.0,
1423148826419,95.5,45.0,1.0,
1423148831421,95.5,47.0,1.0,
1423148836423,96.1,1.0,1.0,
1423148841426,96.1,48.0,1.0,EventProcessingUnit,ScaleIn,
1423148846428,96.1,46.0,1.0,EventProcessingUnit,ScaleIn,
1423148851427,96.1,3.0,1.0,EventProcessingUnit,ScaleIn,
1423148856428,93.0,47.0,1.0,
1423148861433,93.0,48.0,1.0,
1423148866442,96.0,20.0,1.0,
1423148871429,96.0,13.0,1.0,
1423148876439,96.7,43.0,1.0,
1423148881429,96.7,33.0,1.0,
1423148886431,95.6,11.0,1.0,
1423148891432,95.6,34.0,1.0,
1423148896432,96.2,25.0,1.0,
1423148901430,96.2,11.0,1.0,
1423148906430,96.4,47.0,1.0,
1423148911431,96.4,29.0,1.0,
1423148916431,96.6,1.0,1.0,
1423148921434,96.6,54.0,1.0,
1423148926432,95.2,33.0,1.0,
1423148931432,95.2,2.0,1.0,
1423148936432,96.9,48.0,1.0,
1423148941433,96.9,34.0,1.0,
1423148946434,95.9,21.0,1.0,
1423148951437,95.9,15.0,1.0,
1423148956441,96.4,36.0,1.0,
1423148961434,96.4,22.0,1.0,
1423148966440,96.1,15.0,1.0,
1423148971512,96.1,27.0,1.0,
1423148976435,95.7,21.0,1.0,
1423148981440,95.7,16.0,1.0,
1423148986435,96.1,43.0,1.0,
1423148991435,96.1,13.0,1.0,
1423148996438,96.2,20.0,1.0,
1423149001447,96.2,51.0,1.0,
1423149006446,95.7,20.0,1.0,
1423149011453,95.7,22.0,1.0,
1423149016457,95.7,0.0,1.0,
1423149021458,95.7,23.0,1.0,
1423149026468,95.6,30.0,1.0,
1423149031477,95.6,13.0,1.0,
1423149036487,93.8,41.0,1.0,
1423149041485,93.8,7.0,1.0,
1423149046487,95.4,36.0,1.0,
1423149051501,95.4,17.0,1.0,
1423149056490,95.2,25.0,1.0,
1423149061499,95.2,28.0,1.0,
1423149066499,95.3,13.0,1.0,
1423149071503,95.3,40.0,1.0,
1423149076503,97.0,8.0,1.0,
1423149081511,97.0,34.0,1.0,
1423149086513,93.4,19.0,1.0,
1423149091515,93.4,23.0,1.0,
1423149096517,96.7,30.0,1.0,
1423149101521,96.7,11.0,1.0,
1423149106519,96.5,41.0,1.0,
1423149111524,96.5,8.0,1.0,
1423149116535,96.8,33.0,1.0,
1423149121527,96.8,19.0,1.0,
1423149126527,93.8,22.0,1.0,
1423149131531,93.8,30.0,1.0,
1423149136534,97.4,10.0,1.0,
1423149141536,97.4,40.0,1.0,
1423149146539,96.5,10.0,1.0,
1423149151543,96.5,32.0,1.0,
1423149156545,96.4,21.0,1.0,
1423149161545,96.4,21.0,1.0,
1423149166553,96.7,33.0,1.0,
1423149171554,96.7,9.0,1.0,
1423149176554,96.6,40.0,1.0,
1423149181556,96.6,12.0,1.0,
1423149186559,96.1,29.0,1.0,
1423149191558,96.1,24.0,1.0,
1423149196563,96.4,18.0,1.0,
1423149201570,96.4,35.0,1.0,
1423149206572,97.1,8.0,1.0,
1423149211572,97.1,38.0,1.0,
1423149216570,96.3,15.0,1.0,
1423149221575,96.3,26.0,1.0,
1423149226577,97.2,27.0,1.0,
1423149231577,97.2,14.0,1.0,
1423149236581,96.3,39.0,1.0,
1423149241579,96.3,8.0,1.0,
1423149246580,96.1,35.0,1.0,
1423149249760,96.1,35.0,1.0,
1423149254762,96.1,19.0,1.0,
1423149259766,97.3,22.0,1.0,
1423149264770,97.3,31.0,1.0,EventProcessingUnit,ScaleOut,
1423149269779,96.2,10.0,1.0,EventProcessingUnit,ScaleOut,
1423149274779,96.2,41.0,1.0,EventProcessingUnit,ScaleOut,
1423149279786,96.6,12.0,1.0,EventProcessingUnit,ScaleOut,
1423149284801,96.6,30.0,1.0,EventProcessingUnit,ScaleOut,
1423149289800,96.8,23.0,1.0,EventProcessingUnit,ScaleOut,
1423149294801,96.8,17.0,1.0,EventProcessingUnit,ScaleOut,
1423149299801,96.3,35.0,1.0,EventProcessingUnit,ScaleOut,
1423149304801,96.3,9.0,1.0,EventProcessingUnit,ScaleOut,
1423149309804,96.2,38.0,1.0,EventProcessingUnit,ScaleOut,
1423149314805,96.2,16.0,1.0,EventProcessingUnit,ScaleOut,
1423149319808,96.5,26.0,1.0,EventProcessingUnit,ScaleOut,
1423149324812,96.5,27.0,1.0,EventProcessingUnit,ScaleOut,
1423149329813,96.8,13.0,1.0,EventProcessingUnit,ScaleOut,
1423149334821,96.8,39.0,1.0,EventProcessingUnit,ScaleOut,
1423149339822,96.5,8.0,1.0,EventProcessingUnit,ScaleOut,
1423149344822,96.5,34.0,1.0,EventProcessingUnit,ScaleOut,
1423149349826,96.8,19.0,1.0,EventProcessingUnit,ScaleOut,
1423149354829,96.8,24.0,1.0,EventProcessingUnit,ScaleOut,
1423149359836,95.6,29.0,1.0,EventProcessingUnit,ScaleOut,
1423149364846,95.6,12.0,1.0,EventProcessingUnit,ScaleOut,
1423149369851,96.7,39.0,1.0,EventProcessingUnit,ScaleOut,
1423149374848,96.7,8.0,1.0,EventProcessingUnit,ScaleOut,
1423149379856,94.5,33.0,1.0,EventProcessingUnit,ScaleOut,
1423149384852,94.5,20.0,1.0,EventProcessingUnit,ScaleOut,
1423149389857,94.5,21.0,1.0,EventProcessingUnit,ScaleOut,
1423149394857,94.5,32.0,1.0,EventProcessingUnit,ScaleOut,
1423149399859,96.6,10.0,1.0,EventProcessingUnit,ScaleOut,
1423149404865,96.6,40.0,1.0,EventProcessingUnit,ScaleOut,
1423149409873,96.3,12.0,1.0,EventProcessingUnit,ScaleOut,
1423149414881,96.3,30.0,1.0,EventProcessingUnit,ScaleOut,
1423149419881,96.1,23.0,1.0,EventProcessingUnit,ScaleOut,
1423149424884,96.1,18.0,1.0,EventProcessingUnit,ScaleOut,
1423149429893,96.5,35.0,1.0,EventProcessingUnit,ScaleOut,
1423149434893,96.5,10.0,1.0,EventProcessingUnit,ScaleOut,
1423149439893,96.2,38.0,1.0,EventProcessingUnit,ScaleOut,
1423149444893,96.2,15.0,1.0,EventProcessingUnit,ScaleOut,
1423149449899,96.0,26.0,1.0,EventProcessingUnit,ScaleOut,
1423149454909,96.0,27.0,1.0,EventProcessingUnit,ScaleOut,
1423149459911,95.7,15.0,1.0,EventProcessingUnit,ScaleOut,
1423149464913,95.7,38.0,1.0,EventProcessingUnit,ScaleOut,
1423149469914,93.8,8.0,1.0,EventProcessingUnit,ScaleOut,
1423149474914,93.8,34.0,1.0,EventProcessingUnit,ScaleOut,
1423149479917,95.6,18.0,1.0,EventProcessingUnit,ScaleOut,
1423149484918,95.6,23.0,1.0,EventProcessingUnit,ScaleOut,
1423149489925,96.0,29.0,1.0,EventProcessingUnit,ScaleOut,
1423149494927,96.0,12.0,1.0,EventProcessingUnit,ScaleOut,
1423149499929,94.5,39.0,1.0,EventProcessingUnit,ScaleOut,
1423149504932,94.5,11.0,1.0,EventProcessingUnit,ScaleOut,
1423149509937,96.0,29.0,1.0,EventProcessingUnit,ScaleOut,
1423149514945,96.0,23.0,1.0,EventProcessingUnit,ScaleOut,
1423149519945,96.9,18.0,1.0,EventProcessingUnit,ScaleOut,
1423149524950,96.9,35.0,1.0,EventProcessingUnit,ScaleOut,
1423149529955,96.8,10.0,1.0,EventProcessingUnit,ScaleOut,
1423149534954,96.8,38.0,1.0,EventProcessingUnit,ScaleOut,
1423149539959,96.3,14.0,1.0,EventProcessingUnit,ScaleOut,
1423149544963,96.3,27.0,1.0,EventProcessingUnit,ScaleOut,
1423149549967,96.4,26.0,1.0,EventProcessingUnit,ScaleOut,
1423149554965,96.4,15.0,1.0,
1423149559972,96.2,38.0,1.0,
1423149564967,96.2,9.0,1.0,
1423149569977,96.9,34.0,1.0,
1423149574969,96.9,19.0,1.0,
1423149579968,96.2,23.0,1.0,
1423149584970,96.2,30.0,1.0,
1423149589968,95.1,13.0,1.0,
1423149594969,95.1,39.0,1.0,
1423149599969,96.4,12.0,1.0,
1423149604969,96.4,29.0,1.0,
1423149609971,95.7,24.0,1.0,
1423149614970,95.7,18.0,1.0,
1423149619971,96.9,33.0,1.0,
1423149624972,96.9,10.0,1.0,
1423149629974,96.6,40.0,1.0,
1423149634973,96.6,14.0,1.0,
1423149639974,97.4,27.0,1.0,
1423149644976,97.4,25.0,1.0,
1423149649974,96.3,15.0,1.0,
1423149654976,96.3,37.0,1.0,
1423149659976,96.3,9.0,1.0,
1423149664977,96.3,35.0,1.0,
1423149669976,96.6,17.0,1.0,EventProcessingUnit,ScaleOut,
1423149675011,96.6,25.0,1.0,EventProcessingUnit,ScaleOut,
1423149679980,96.8,27.0,1.0,EventProcessingUnit,ScaleOut,
1423149684979,96.8,13.0,1.0,EventProcessingUnit,ScaleOut,
1423149689981,96.2,38.0,1.0,EventProcessingUnit,ScaleOut,
1423149694981,96.2,9.0,1.0,EventProcessingUnit,ScaleOut,
1423149699982,96.8,34.0,1.0,EventProcessingUnit,ScaleOut,
1423149704984,96.8,19.0,1.0,EventProcessingUnit,ScaleOut,
1423149709983,96.8,22.0,1.0,EventProcessingUnit,ScaleOut,
1423149714981,96.8,30.0,1.0,EventProcessingUnit,ScaleOut,
1423149719985,96.4,12.0,1.0,EventProcessingUnit,ScaleOut,
1423149724988,96.4,39.0,1.0,EventProcessingUnit,ScaleOut,
1423149729991,97.2,12.0,1.0,EventProcessingUnit,ScaleOut,
1423149734996,97.2,29.0,1.0,EventProcessingUnit,ScaleOut,
1423149739997,93.6,24.0,1.0,EventProcessingUnit,ScaleOut,
1423149745010,93.6,17.0,1.0,EventProcessingUnit,ScaleOut,
1423149750002,94.0,35.0,1.0,EventProcessingUnit,ScaleOut,
1423149755001,94.0,11.0,1.0,EventProcessingUnit,ScaleOut,
1423149760002,96.5,38.0,1.0,EventProcessingUnit,ScaleOut,
1423149765002,96.5,15.0,1.0,EventProcessingUnit,ScaleOut,
1423149770003,96.3,26.0,1.0,EventProcessingUnit,ScaleOut,
1423149775011,96.3,25.0,1.0,EventProcessingUnit,ScaleOut,
1423149780010,96.4,18.0,1.0,EventProcessingUnit,ScaleOut,
1423149785015,96.4,35.0,1.0,EventProcessingUnit,ScaleOut,
1423149790021,96.9,9.0,1.0,EventProcessingUnit,ScaleOut,
1423149795022,96.9,36.0,1.0,EventProcessingUnit,ScaleOut,
1423149800022,96.1,17.0,1.0,EventProcessingUnit,ScaleOut,
1423149805030,96.1,24.0,1.0,EventProcessingUnit,ScaleOut,
1423149810037,96.2,29.0,1.0,EventProcessingUnit,ScaleOut,
1423149815046,96.2,12.0,1.0,EventProcessingUnit,ScaleOut,
1423149820049,96.9,39.0,1.0,EventProcessingUnit,ScaleOut,
1423149825054,96.9,11.0,1.0,EventProcessingUnit,ScaleOut,
1423149830056,96.2,29.0,1.0,EventProcessingUnit,ScaleOut,
1423149835061,96.2,24.0,1.0,EventProcessingUnit,ScaleOut,
1423149840068,96.8,18.0,1.0,EventProcessingUnit,ScaleOut,
1423149845073,96.8,35.0,1.0,EventProcessingUnit,ScaleOut,
1423149850073,95.9,10.0,1.0,EventProcessingUnit,ScaleOut,
1423149855077,95.9,37.0,1.0,EventProcessingUnit,ScaleOut,
1423149860083,96.0,16.0,1.0,EventProcessingUnit,ScaleOut,
1423149865086,96.0,26.0,1.0,EventProcessingUnit,ScaleOut,
1423149870089,96.3,27.0,1.0,EventProcessingUnit,ScaleOut,
1423149875087,96.3,15.0,1.0,EventProcessingUnit,ScaleOut,
1423149880087,96.3,38.0,1.0,EventProcessingUnit,ScaleOut,
1423149885088,96.3,9.0,1.0,EventProcessingUnit,ScaleOut,
1423149890094,96.5,33.0,1.0,EventProcessingUnit,ScaleOut,
1423149895102,96.5,20.0,1.0,EventProcessingUnit,ScaleOut,
1423149900106,96.5,23.0,1.0,EventProcessingUnit,ScaleOut,
1423149905115,96.5,30.0,1.0,EventProcessingUnit,ScaleOut,
1423149910104,96.5,11.0,1.0,EventProcessingUnit,ScaleOut,
1423149915106,96.5,39.0,1.0,EventProcessingUnit,ScaleOut,
1423149920106,97.1,11.0,1.0,EventProcessingUnit,ScaleOut,
1423149925111,97.1,32.0,1.0,EventProcessingUnit,ScaleOut,
1423149930121,96.0,22.0,1.0,EventProcessingUnit,ScaleOut,
1423149935123,96.0,21.0,1.0,EventProcessingUnit,ScaleOut,
1423149940125,96.7,33.0,1.0,EventProcessingUnit,ScaleOut,
1423149945125,96.7,10.0,1.0,EventProcessingUnit,ScaleOut,
1423149950126,95.9,39.0,1.0,EventProcessingUnit,ScaleOut,
1423149955127,95.9,0.0,1.0,
1423149960128,93.1,29.0,1.0,
1423149965128,93.1,24.0,1.0,
1423149970128,97.0,17.0,1.0,
1423149975130,97.0,36.0,1.0,
1423149980131,95.8,10.0,1.0,
1423149985131,95.8,37.0,1.0,
1423149990129,96.4,16.0,1.0,
1423149995140,96.4,26.0,1.0,
1423150000140,97.0,26.0,1.0,
1423150005141,97.0,15.0,1.0,
1423150010141,96.4,38.0,1.0,
1423150015141,96.4,9.0,1.0,EventProcessingUnit,ScaleOut,
1423150020150,95.8,33.0,1.0,EventProcessingUnit,ScaleOut,
1423150025148,95.8,19.0,1.0,EventProcessingUnit,ScaleOut,
1423150030149,97.1,22.0,1.0,EventProcessingUnit,ScaleOut,
1423150035168,97.1,31.0,1.0,EventProcessingUnit,ScaleOut,
1423150040167,96.4,12.0,1.0,EventProcessingUnit,ScaleOut,
1423150045167,96.4,38.0,1.0,EventProcessingUnit,ScaleOut,
1423150050174,96.5,10.0,1.0,EventProcessingUnit,ScaleOut,
1423150055170,96.5,32.0,1.0,EventProcessingUnit,ScaleOut,
1423150060171,96.7,21.0,1.0,EventProcessingUnit,ScaleOut,
