Time ,cost , ongoingAction, targetedNodeID
1423149329813,0.6111,EventProcessingUnit,ScaleOut,
1423149334821,0.3056,EventProcessingUnit,ScaleOut,
1423149339822,1.2222,EventProcessingUnit,ScaleOut,
1423149344822,0.3056,EventProcessingUnit,ScaleOut,
1423149349826,0.4074,EventProcessingUnit,ScaleOut,
1423149354829,0.6111,EventProcessingUnit,ScaleOut,
1423149359836,0.4074,EventProcessingUnit,ScaleOut,
1423149364846,1.2222,EventProcessingUnit,ScaleOut,
1423149369851,0.2037,EventProcessingUnit,ScaleOut,
1423149374848,1.2222,EventProcessingUnit,ScaleOut,
1423149379856,0.3056,EventProcessingUnit,ScaleOut,
1423149384852,0.4074,EventProcessingUnit,ScaleOut,
1423149389857,0.6111,EventProcessingUnit,ScaleOut,
1423149394857,0.2444,EventProcessingUnit,ScaleOut,
1423149399859,1.2222,EventProcessingUnit,ScaleOut,
1423149404865,0.2444,EventProcessingUnit,ScaleOut,
1423149409873,1.2222,EventProcessingUnit,ScaleOut,
1423149414881,0.3056,EventProcessingUnit,ScaleOut,
1423149419881,0.4074,EventProcessingUnit,ScaleOut,
1423149424884,1.2222,EventProcessingUnit,ScaleOut,
1423149429893,0.3056,EventProcessingUnit,ScaleOut,
1423149434893,1.2222,EventProcessingUnit,ScaleOut,
1423149439893,0.2037,EventProcessingUnit,ScaleOut,
1423149444893,0.6111,EventProcessingUnit,ScaleOut,
1423149449899,0.6111,EventProcessingUnit,ScaleOut,
1423149454909,0.3056,EventProcessingUnit,ScaleOut,
1423149459911,1.2222,EventProcessingUnit,ScaleOut,
1423149464913,0.2037,EventProcessingUnit,ScaleOut,
1423149469914,1.2222,EventProcessingUnit,ScaleOut,
1423149474914,0.2037,EventProcessingUnit,ScaleOut,
1423149479917,0.6111,EventProcessingUnit,ScaleOut,
1423149484918,0.4074,EventProcessingUnit,ScaleOut,
1423149489925,0.4074,EventProcessingUnit,ScaleOut,
1423149494927,1.2222,EventProcessingUnit,ScaleOut,
1423149499929,0.1746,EventProcessingUnit,ScaleOut,
1423149504932,1.2222,EventProcessingUnit,ScaleOut,
1423149509937,0.6111,EventProcessingUnit,ScaleOut,
1423149514945,0.6111,EventProcessingUnit,ScaleOut,
1423149519945,1.2222,EventProcessingUnit,ScaleOut,
1423149524950,0.3056,EventProcessingUnit,ScaleOut,
1423149529955,1.2222,EventProcessingUnit,ScaleOut,
1423149534954,0.4074,EventProcessingUnit,ScaleOut,
1423149539959,0.6111,EventProcessingUnit,ScaleOut,
1423149544963,0.4074,EventProcessingUnit,ScaleOut,
1423149549967,0.6111,EventProcessingUnit,ScaleOut,
1423149554965,1.5556,
1423149559972,0.3889,
1423149564967,1.5556,
1423149569977,0.5185,
1423149574969,0.7778,
1423149579968,0.5185,
1423149584970,0.3889,
1423149589968,1.5556,
1423149594969,0.3111,
1423149599969,1.5556,
1423149604969,0.0972,
1423149609971,0.1944,
1423149614970,0.1944,
1423149619971,0.2593,
1423149624972,0.1556,
1423149629974,0.5185,
1423149634973,0.2222,
1423149639974,0.1944,
1423149644976,0.2593,
1423149649974,0.2593,
1423149654976,0.2593,
1423149659976,0.1556,
1423149664977,0.3111,
1423149669976,0.2222,EventProcessingUnit,ScaleOut,
1423149675011,0.1728,EventProcessingUnit,ScaleOut,
1423149679980,0.3111,EventProcessingUnit,ScaleOut,
1423149684979,0.2593,EventProcessingUnit,ScaleOut,
1423149689981,0.2593,EventProcessingUnit,ScaleOut,
1423149694981,0.1556,EventProcessingUnit,ScaleOut,
1423149699982,0.3111,EventProcessingUnit,ScaleOut,
1423149704984,0.1728,EventProcessingUnit,ScaleOut,
1423149709983,0.2593,EventProcessingUnit,ScaleOut,
1423149714981,0.2222,EventProcessingUnit,ScaleOut,
1423149719985,0.1944,EventProcessingUnit,ScaleOut,
1423149724988,0.3889,EventProcessingUnit,ScaleOut,
1423149729991,0.1556,EventProcessingUnit,ScaleOut,
1423149734996,0.2593,EventProcessingUnit,ScaleOut,
1423149739997,0.1728,EventProcessingUnit,ScaleOut,
1423149745010,0.2222,EventProcessingUnit,ScaleOut,
1423149750002,0.2593,EventProcessingUnit,ScaleOut,
1423149755001,0.1414,EventProcessingUnit,ScaleOut,
1423149760002,0.3111,EventProcessingUnit,ScaleOut,
1423149765002,0.2222,EventProcessingUnit,ScaleOut,
1423149770003,0.3111,EventProcessingUnit,ScaleOut,
1423149775011,0.1944,EventProcessingUnit,ScaleOut,
1423149780010,0.1944,EventProcessingUnit,ScaleOut,
1423149785015,0.3111,EventProcessingUnit,ScaleOut,
1423149790021,0.1728,EventProcessingUnit,ScaleOut,
1423149795022,0.3889,EventProcessingUnit,ScaleOut,
1423149800022,0.1728,EventProcessingUnit,ScaleOut,
1423149805030,0.1944,EventProcessingUnit,ScaleOut,
1423149810037,0.1728,EventProcessingUnit,ScaleOut,
1423149815046,0.1728,EventProcessingUnit,ScaleOut,
1423149820049,0.2593,EventProcessingUnit,ScaleOut,
1423149825054,0.1728,EventProcessingUnit,ScaleOut,
1423149830056,0.2593,EventProcessingUnit,ScaleOut,
1423149835061,0.1728,EventProcessingUnit,ScaleOut,
1423149840068,0.2222,EventProcessingUnit,ScaleOut,
1423149845073,0.2593,EventProcessingUnit,ScaleOut,
1423149850073,0.1944,EventProcessingUnit,ScaleOut,
1423149855077,0.2593,EventProcessingUnit,ScaleOut,
1423149860083,0.1728,EventProcessingUnit,ScaleOut,
1423149865086,0.2222,EventProcessingUnit,ScaleOut,
1423149870089,0.1944,EventProcessingUnit,ScaleOut,
1423149875087,0.2222,EventProcessingUnit,ScaleOut,
1423149880087,0.2222,EventProcessingUnit,ScaleOut,
1423149885088,0.1414,EventProcessingUnit,ScaleOut,
1423149890094,0.3889,EventProcessingUnit,ScaleOut,
1423149895102,0.1556,EventProcessingUnit,ScaleOut,
1423149900106,0.2593,EventProcessingUnit,ScaleOut,
1423149905115,0.1944,EventProcessingUnit,ScaleOut,
1423149910104,0.1728,EventProcessingUnit,ScaleOut,
1423149915106,0.3111,EventProcessingUnit,ScaleOut,
1423149920106,0.1556,EventProcessingUnit,ScaleOut,
1423149925111,0.3111,EventProcessingUnit,ScaleOut,
1423149930121,0.1556,EventProcessingUnit,ScaleOut,
1423149935123,0.1728,EventProcessingUnit,ScaleOut,
1423149940125,0.3111,EventProcessingUnit,ScaleOut,
1423149945125,0.1556,EventProcessingUnit,ScaleOut,
1423149950126,0.2593,EventProcessingUnit,ScaleOut,
1423149955127,0.2099,
1423149960128,0.3778,
1423149965128,0.2698,
1423149970128,0.2698,
1423149975130,0.3778,
1423149980131,0.2361,
1423149985131,0.6296,
1423149990129,0.2698,
1423149995140,0.2698,
1423150000140,0.2361,
1423150005141,0.1889,
1423150010141,0.3778,
1423150015141,0.1574,EventProcessingUnit,ScaleOut,
1423150020150,0.3778,EventProcessingUnit,ScaleOut,
1423150025148,0.1889,EventProcessingUnit,ScaleOut,
1423150030149,0.1889,EventProcessingUnit,ScaleOut,
1423150035168,0.2099,EventProcessingUnit,ScaleOut,
1423150040167,0.1889,EventProcessingUnit,ScaleOut,
1423150045167,0.9444,EventProcessingUnit,ScaleOut,
1423150050174,0.1349,EventProcessingUnit,ScaleOut,
1423150055170,0.2698,EventProcessingUnit,ScaleOut,
1423150060171,0.1889,EventProcessingUnit,ScaleOut,
1423150065173,0.2099,EventProcessingUnit,ScaleOut,
1423150070174,0.1889,EventProcessingUnit,ScaleOut,
1423150075176,0.2099,EventProcessingUnit,ScaleOut,
1423150080180,0.1453,EventProcessingUnit,ScaleOut,
1423150085181,0.3778,EventProcessingUnit,ScaleOut,
1423150090182,0.1574,EventProcessingUnit,ScaleOut,
1423150095183,0.3148,EventProcessingUnit,ScaleOut,
1423150100187,0.2698,EventProcessingUnit,ScaleOut,
1423150105188,0.3148,EventProcessingUnit,ScaleOut,
1423150110187,0.2099,EventProcessingUnit,ScaleOut,
1423150115187,0.1574,EventProcessingUnit,ScaleOut,
1423150120193,1.8889,EventProcessingUnit,ScaleOut,
1423150125199,0.1453,EventProcessingUnit,ScaleOut,
1423150130203,0.3778,EventProcessingUnit,ScaleOut,
1423150135205,0.2099,EventProcessingUnit,ScaleOut,
1423150140209,0.1717,EventProcessingUnit,ScaleOut,
1423150145210,0.2698,EventProcessingUnit,ScaleOut,
1423150150215,0.1574,EventProcessingUnit,ScaleOut,
1423150155215,0.3778,EventProcessingUnit,ScaleOut,
1423150160222,0.1889,EventProcessingUnit,ScaleOut,
1423150165224,0.3148,EventProcessingUnit,ScaleOut,
1423150170224,0.2698,EventProcessingUnit,ScaleOut,
1423150175225,0.1717,EventProcessingUnit,ScaleOut,
1423150180226,0.2698,EventProcessingUnit,ScaleOut,
1423150185234,0.1574,EventProcessingUnit,ScaleOut,
1423150190242,0.4722,EventProcessingUnit,ScaleOut,
1423150195243,0.2099,EventProcessingUnit,ScaleOut,
1423150200244,0.2361,EventProcessingUnit,ScaleOut,
1423150205244,0.2361,EventProcessingUnit,ScaleOut,
1423150210247,0.2361,EventProcessingUnit,ScaleOut,
1423150215255,0.3148,EventProcessingUnit,ScaleOut,
1423150220255,0.1453,EventProcessingUnit,ScaleOut,
1423150225255,0.3778,EventProcessingUnit,ScaleOut,
1423150230259,0.1717,EventProcessingUnit,ScaleOut,
1423150235268,0.3148,EventProcessingUnit,ScaleOut,
1423150240270,0.2099,EventProcessingUnit,ScaleOut,
1423150245274,0.2099,EventProcessingUnit,ScaleOut,
1423150250275,0.3148,EventProcessingUnit,ScaleOut,
1423150255279,0.1453,EventProcessingUnit,ScaleOut,
1423150260282,0.4722,EventProcessingUnit,ScaleOut,
1423150265289,0.1717,EventProcessingUnit,ScaleOut,
1423150270290,0.2361,EventProcessingUnit,ScaleOut,
1423150275295,0.2698,EventProcessingUnit,ScaleOut,
1423150280300,0.1453,EventProcessingUnit,ScaleOut,
1423150285300,0.6296,EventProcessingUnit,ScaleOut,
1423150290317,0.1574,EventProcessingUnit,ScaleOut,
1423150295351,0.4722,EventProcessingUnit,ScaleOut,
1423150300315,0.2778,
1423150305313,0.3175,
1423150310331,0.3175,
1423150315324,0.1587,
1423150320325,0.7407,
1423150325390,0.1852,
1423150330362,0.3704,
1423150335365,0.2778,
1423150340369,0.3175,
1423150345377,0.2778,
1423150350387,0.0517,
1423150355388,0.2469,
1423150360384,0.1481,EventProcessingUnit,ScaleOut,
1423150365390,0.2222,EventProcessingUnit,ScaleOut,
1423150370392,0.2469,EventProcessingUnit,ScaleOut,
1423150375391,0.1307,EventProcessingUnit,ScaleOut,
1423150380392,0.2778,EventProcessingUnit,ScaleOut,
1423150385392,0.1307,EventProcessingUnit,ScaleOut,
1423150390392,0.2469,EventProcessingUnit,ScaleOut,
1423150395391,0.2222,EventProcessingUnit,ScaleOut,
1423150400392,0.202,EventProcessingUnit,ScaleOut,
1423150405394,0.2222,EventProcessingUnit,ScaleOut,
1423150410392,0.1709,EventProcessingUnit,ScaleOut,
1423150415393,0.2778,EventProcessingUnit,ScaleOut,
1423150420393,0.1587,EventProcessingUnit,ScaleOut,
1423150425393,0.3175,EventProcessingUnit,ScaleOut,
1423150430394,0.1481,EventProcessingUnit,ScaleOut,
1423150435393,0.202,EventProcessingUnit,ScaleOut,
1423150440401,0.3175,EventProcessingUnit,ScaleOut,
1423150445401,0.1587,EventProcessingUnit,ScaleOut,
1423150450403,0.2778,EventProcessingUnit,ScaleOut,
1423150455411,0.1587,EventProcessingUnit,ScaleOut,
1423150460419,0.4444,EventProcessingUnit,ScaleOut,
1423150465423,0.1587,EventProcessingUnit,ScaleOut,
1423150470420,0.1709,EventProcessingUnit,ScaleOut,
1423150475425,0.1709,EventProcessingUnit,ScaleOut,
1423150480430,0.1852,EventProcessingUnit,ScaleOut,
1423150485436,0.3704,EventProcessingUnit,ScaleOut,
1423150490439,0.1481,EventProcessingUnit,ScaleOut,
1423150495446,0.3704,EventProcessingUnit,ScaleOut,
1423150500450,0.1481,EventProcessingUnit,ScaleOut,
1423150505453,0.2778,EventProcessingUnit,ScaleOut,
1423150510456,0.1587,EventProcessingUnit,ScaleOut,
1423150515459,0.1481,EventProcessingUnit,ScaleOut,
1423150520461,0.3175,EventProcessingUnit,ScaleOut,
1423150525463,0.1307,EventProcessingUnit,ScaleOut,
1423150530463,0.3704,EventProcessingUnit,ScaleOut,
1423150535466,0.1587,EventProcessingUnit,ScaleOut,
1423150540475,0.3704,EventProcessingUnit,ScaleOut,
1423150545480,0.1852,EventProcessingUnit,ScaleOut,
1423150550482,0.1709,EventProcessingUnit,ScaleOut,
1423150555486,0.2469,EventProcessingUnit,ScaleOut,
1423150560490,0.117,EventProcessingUnit,ScaleOut,
1423150565497,0.3175,EventProcessingUnit,ScaleOut,
1423150570498,0.1481,EventProcessingUnit,ScaleOut,
1423150575499,0.3175,EventProcessingUnit,ScaleOut,
1423150580499,0.2222,EventProcessingUnit,ScaleOut,
1423150585500,0.1709,EventProcessingUnit,ScaleOut,
1423150590501,0.2778,EventProcessingUnit,ScaleOut,
1423150595503,0.1587,EventProcessingUnit,ScaleOut,
1423150600503,0.2469,EventProcessingUnit,ScaleOut,
1423150605521,0.1481,EventProcessingUnit,ScaleOut,
1423150610512,0.2469,EventProcessingUnit,ScaleOut,
1423150615519,0.1587,EventProcessingUnit,ScaleOut,
1423150620523,0.1852,EventProcessingUnit,ScaleOut,
1423150625529,0.2222,EventProcessingUnit,ScaleOut,
1423150630535,0.1389,EventProcessingUnit,ScaleOut,
1423150635540,0.2469,EventProcessingUnit,ScaleOut,
1423150640545,0.1307,EventProcessingUnit,ScaleOut,
1423150645550,0.3175,EventProcessingUnit,ScaleOut,
1423150650553,0.1481,EventProcessingUnit,ScaleOut,
1423150655571,0.1825,
1423150660572,0.2323,
1423150665571,0.1704,
1423150670572,0.4259,
1423150675571,0.1704,
1423150680571,0.6389,
1423150685573,0.2323,
1423150690572,0.3651,
1423150695573,0.2323,
1423150700573,0.0824,
1423150705575,0.3194,
1423150710577,0.1597,
1423150715576,0.284,
1423150720576,0.1162,
1423150725581,0.1966,
1423150730587,0.2556,
1423150735624,0.1704,
1423150740592,0.3194,
1423150745595,0.1503,EventProcessingUnit,ScaleOut,
1423150750598,0.284,EventProcessingUnit,ScaleOut,
1423150755600,0.1217,EventProcessingUnit,ScaleOut,
1423150760601,0.1966,EventProcessingUnit,ScaleOut,
1423150765601,0.213,EventProcessingUnit,ScaleOut,
1423150770610,0.1704,EventProcessingUnit,ScaleOut,
1423150775619,0.213,EventProcessingUnit,ScaleOut,
1423150780625,0.1065,EventProcessingUnit,ScaleOut,
1423150785627,0.3651,EventProcessingUnit,ScaleOut,
1423150790633,0.1503,EventProcessingUnit,ScaleOut,
1423150795642,0.3194,EventProcessingUnit,ScaleOut,
1423150800663,0.1704,EventProcessingUnit,ScaleOut,
1423150805646,0.2323,EventProcessingUnit,ScaleOut,
1423150810653,0.5111,EventProcessingUnit,ScaleOut,
1423150815657,0.142,EventProcessingUnit,ScaleOut,
1423150820660,0.284,EventProcessingUnit,ScaleOut,
1423150825663,0.1345,EventProcessingUnit,ScaleOut,
1423150830672,0.5111,EventProcessingUnit,ScaleOut,
1423150835672,0.1278,EventProcessingUnit,ScaleOut,
1423150840671,0.1704,EventProcessingUnit,ScaleOut,
1423150845680,0.213,EventProcessingUnit,ScaleOut,
1423150850682,0.1278,EventProcessingUnit,ScaleOut,
1423150855684,0.6389,EventProcessingUnit,ScaleOut,
1423150860691,0.1345,EventProcessingUnit,ScaleOut,
1423150865693,0.3194,EventProcessingUnit,ScaleOut,
1423150870694,0.1345,EventProcessingUnit,ScaleOut,
1423150875712,0.284,EventProcessingUnit,ScaleOut,
1423150880716,0.1825,EventProcessingUnit,ScaleOut,
1423150885722,0.1966,EventProcessingUnit,ScaleOut,
1423150890728,0.3651,EventProcessingUnit,ScaleOut,
1423150895733,0.1345,EventProcessingUnit,ScaleOut,
1423150900738,0.3651,EventProcessingUnit,ScaleOut,
1423150905737,0.1278,EventProcessingUnit,ScaleOut,
1423150910737,0.284,EventProcessingUnit,ScaleOut,
1423150915738,0.1704,EventProcessingUnit,ScaleOut,
1423150920824,0.1825,EventProcessingUnit,ScaleOut,
1423150925828,0.284,EventProcessingUnit,ScaleOut,
1423150930844,0.1217,EventProcessingUnit,ScaleOut,
1423150935839,0.3194,EventProcessingUnit,ScaleOut,
1423150940841,0.1217,EventProcessingUnit,ScaleOut,
1423150945843,0.3651,EventProcessingUnit,ScaleOut,
1423150950849,0.1278,EventProcessingUnit,ScaleOut,
1423150955865,0.1597,EventProcessingUnit,ScaleOut,
1423150960858,0.2323,EventProcessingUnit,ScaleOut,
1423150965859,0.1825,EventProcessingUnit,ScaleOut,
1423150970867,0.284,EventProcessingUnit,ScaleOut,
1423150975869,0.1278,EventProcessingUnit,ScaleOut,
1423150980959,0.284,EventProcessingUnit,ScaleOut,
1423150985966,0.1825,EventProcessingUnit,ScaleOut,
1423150990973,0.1825,EventProcessingUnit,ScaleOut,
1423150995974,0.142,EventProcessingUnit,ScaleOut,
1423151000976,0.3194,EventProcessingUnit,ScaleOut,
1423151005979,0.142,EventProcessingUnit,ScaleOut,
1423151010981,0.284,EventProcessingUnit,ScaleOut,
1423151015989,0.1597,EventProcessingUnit,ScaleOut,
1423151020990,0.321,
1423151025990,0.2222,
1423151030991,0.2063,
1423151035991,0.3611,
1423151040993,0.152,
1423151045994,0.3611,
1423151050993,0.3611,
1423151055992,0.3611,
1423151060995,0.1699,
1423151065997,0.1699,
1423151071001,0.2407,
1423151075998,0.1699,
1423151081001,0.1699,
1423151085998,0.1376,
1423151091064,0.4815,
1423151096045,0.4815,EventProcessingUnit,ScaleOut,
1423151101050,0.152,EventProcessingUnit,ScaleOut,
1423151106053,0.2889,EventProcessingUnit,ScaleOut,
1423151111057,0.1806,EventProcessingUnit,ScaleOut,
1423151116061,0.1806,EventProcessingUnit,ScaleOut,
1423151121060,0.152,EventProcessingUnit,ScaleOut,
1423151126061,0.4127,EventProcessingUnit,ScaleOut,
1423151131063,0.1806,EventProcessingUnit,ScaleOut,
1423151136072,0.3611,EventProcessingUnit,ScaleOut,
1423151141072,0.4127,EventProcessingUnit,ScaleOut,
1423151146073,0.1806,EventProcessingUnit,ScaleOut,
1423151151074,0.3611,EventProcessingUnit,ScaleOut,
1423151156075,0.3611,EventProcessingUnit,ScaleOut,
1423151161075,0.3611,EventProcessingUnit,ScaleOut,
1423151166080,0.1926,EventProcessingUnit,ScaleOut,
1423151171080,0.3611,EventProcessingUnit,ScaleOut,
1423151176083,0.1926,EventProcessingUnit,ScaleOut,
1423151181090,0.2063,EventProcessingUnit,ScaleOut,
1423151186092,0.2889,EventProcessingUnit,ScaleOut,
1423151191111,0.1444,EventProcessingUnit,ScaleOut,
1423151196107,0.3611,EventProcessingUnit,ScaleOut,
1423151201110,0.152,EventProcessingUnit,ScaleOut,
1423151206110,0.4127,EventProcessingUnit,ScaleOut,
1423151211116,0.1699,EventProcessingUnit,ScaleOut,
1423151216118,0.2626,EventProcessingUnit,ScaleOut,
1423151221156,0.2407,EventProcessingUnit,ScaleOut,
1423151226165,0.152,EventProcessingUnit,ScaleOut,
1423151231167,0.3611,EventProcessingUnit,ScaleOut,
1423151236190,0.3611,EventProcessingUnit,ScaleOut,
1423151241196,0.321,EventProcessingUnit,ScaleOut,
1423151246197,0.1926,EventProcessingUnit,ScaleOut,
1423151251200,0.2222,EventProcessingUnit,ScaleOut,
1423151256208,0.1926,EventProcessingUnit,ScaleOut,
1423151261208,0.1444,EventProcessingUnit,ScaleOut,
1423151266216,0.2626,EventProcessingUnit,ScaleOut,
1423151271221,0.152,EventProcessingUnit,ScaleOut,
1423151276222,0.321,EventProcessingUnit,ScaleOut,
1423151281232,0.152,EventProcessingUnit,ScaleOut,
1423151286225,0.1926,EventProcessingUnit,ScaleOut,
1423151291256,0.1806,EventProcessingUnit,ScaleOut,
1423151296230,0.1806,EventProcessingUnit,ScaleOut,
1423151301227,0.2407,EventProcessingUnit,ScaleOut,
1423151306227,0.152,EventProcessingUnit,ScaleOut,
1423151311275,0.152,EventProcessingUnit,ScaleOut,
1423151316233,0.1605,EventProcessingUnit,ScaleOut,
1423151321238,0.2222,EventProcessingUnit,ScaleOut,
1423151326238,0.1699,EventProcessingUnit,ScaleOut,
1423151331243,0.2063,EventProcessingUnit,ScaleOut,
1423151336268,0.2063,EventProcessingUnit,ScaleOut,
1423151341269,0.2626,EventProcessingUnit,ScaleOut,
1423151346266,0.321,EventProcessingUnit,ScaleOut,
1423151351270,0.1605,EventProcessingUnit,ScaleOut,
1423151356270,0.321,EventProcessingUnit,ScaleOut,
1423151361273,0.1376,EventProcessingUnit,ScaleOut,
1423151366278,0.2407,EventProcessingUnit,ScaleOut,
1423151371285,0.2222,EventProcessingUnit,ScaleOut,
1423151376291,0.2063,EventProcessingUnit,ScaleOut,
1423151381297,0.321,EventProcessingUnit,ScaleOut,
1423151386304,0.1256,EventProcessingUnit,ScaleOut,
1423151391310,0.3611,EventProcessingUnit,ScaleOut,
1423151396310,0.152,EventProcessingUnit,ScaleOut,
1423151401312,0.2626,EventProcessingUnit,ScaleOut,
1423151406314,0.1699,EventProcessingUnit,ScaleOut,
1423151411313,0.1926,EventProcessingUnit,ScaleOut,
1423151416322,0.2063,EventProcessingUnit,ScaleOut,
1423151421331,0.152,EventProcessingUnit,ScaleOut,
1423151426338,0.321,EventProcessingUnit,ScaleOut,
1423151431342,0.1605,EventProcessingUnit,ScaleOut,
1423151436371,0.3611,EventProcessingUnit,ScaleOut,
1423151441358,0.1444,EventProcessingUnit,ScaleOut,
1423151446362,0.2148,
1423151451361,0.2929,
1423151456360,0.1895,
1423151461360,0.3222,
1423151466366,0.1696,
1423151471363,0.2929,
1423151476363,0.2148,
1423151481363,0.2929,
1423151486363,0.2014,
1423151491387,0.2302,
1423151496363,0.2479,
1423151501365,0.2302,
1423151506366,0.3222,
1423151511365,0.2302,
1423151516365,0.2929,
1423151521365,0.1696,
1423151526372,0.2479,
1423151531368,0.2685,
1423151536370,0.1895,
1423151541371,0.2148,
1423151546370,0.1534,
1423151551370,0.2929,
1423151556370,0.1343,
1423151561372,0.3222,EventProcessingUnit,ScaleOut,
1423151566371,0.2014,EventProcessingUnit,ScaleOut,
1423151571371,0.2302,EventProcessingUnit,ScaleOut,
1423151576371,0.179,EventProcessingUnit,ScaleOut,
1423151581373,0.1534,EventProcessingUnit,ScaleOut,
1423151586374,0.2929,EventProcessingUnit,ScaleOut,
1423151591379,0.179,EventProcessingUnit,ScaleOut,
1423151596386,0.3222,EventProcessingUnit,ScaleOut,
1423151601407,0.179,EventProcessingUnit,ScaleOut,
1423151606392,0.2479,EventProcessingUnit,ScaleOut,
1423151611393,0.179,EventProcessingUnit,ScaleOut,
1423151616413,0.179,EventProcessingUnit,ScaleOut,
1423151621396,0.2929,EventProcessingUnit,ScaleOut,
1423151626399,0.1611,EventProcessingUnit,ScaleOut,
1423151631405,0.2929,EventProcessingUnit,ScaleOut,
1423151636410,0.1343,EventProcessingUnit,ScaleOut,
1423151641412,0.2302,EventProcessingUnit,ScaleOut,
1423151646413,0.179,EventProcessingUnit,ScaleOut,
1423151651415,0.2685,EventProcessingUnit,ScaleOut,
1423151656424,0.2302,EventProcessingUnit,ScaleOut,
1423151661423,0.2302,EventProcessingUnit,ScaleOut,
1423151666449,0.1611,EventProcessingUnit,ScaleOut,
1423151671470,0.2929,EventProcessingUnit,ScaleOut,
1423151676492,0.1401,EventProcessingUnit,ScaleOut,
1423151681472,0.179,EventProcessingUnit,ScaleOut,
1423151686470,0.2479,EventProcessingUnit,ScaleOut,
1423151691479,0.2479,EventProcessingUnit,ScaleOut,
1423151696484,0.2148,EventProcessingUnit,ScaleOut,
1423151701477,0.1895,EventProcessingUnit,ScaleOut,
1423151706490,0.1895,EventProcessingUnit,ScaleOut,
1423151711476,0.2302,EventProcessingUnit,ScaleOut,
1423151716476,0.1401,EventProcessingUnit,ScaleOut,
1423151721476,0.2479,EventProcessingUnit,ScaleOut,
1423151726476,0.1895,EventProcessingUnit,ScaleOut,
1423151731476,0.2479,EventProcessingUnit,ScaleOut,
1423151736507,0.2479,EventProcessingUnit,ScaleOut,
1423151741502,0.2929,EventProcessingUnit,ScaleOut,
1423151746548,0.1696,EventProcessingUnit,ScaleOut,
1423151751526,0.1895,EventProcessingUnit,ScaleOut,
1423151756529,0.2685,EventProcessingUnit,ScaleOut,
1423151761541,0.1534,EventProcessingUnit,ScaleOut,
1423151766540,0.2302,EventProcessingUnit,ScaleOut,
1423151771547,0.2685,EventProcessingUnit,ScaleOut,
1423151776544,0.1696,EventProcessingUnit,ScaleOut,
1423151781546,0.2479,EventProcessingUnit,ScaleOut,
1423151786549,0.2222,
1423151791549,0.3232,
1423151796548,0.1975,
1423151801548,0.3232,
1423151806549,0.3556,
1423151811550,0.2963,
1423151816549,0.3232,
1423151821552,0.1778,
1423151826550,0.254,
1423151831550,0.1546,
1423151836552,0.2735,
1423151841555,0.1546,
1423151846578,0.1546,
1423151851565,0.1975,
1423151856569,0.1975,
1423151861567,0.254,
1423151866577,0.1368,EventProcessingUnit,ScaleOut,
1423151871565,0.254,EventProcessingUnit,ScaleOut,
1423151876567,0.1546,EventProcessingUnit,ScaleOut,
1423151881567,0.254,EventProcessingUnit,ScaleOut,
1423151886568,0.2222,EventProcessingUnit,ScaleOut,
1423151891567,0.3951,EventProcessingUnit,ScaleOut,
1423151896567,0.3232,EventProcessingUnit,ScaleOut,
1423151901589,0.1616,EventProcessingUnit,ScaleOut,
1423151906571,0.2735,EventProcessingUnit,ScaleOut,
1423151911576,0.2092,EventProcessingUnit,ScaleOut,
1423151916570,0.3556,EventProcessingUnit,ScaleOut,
1423151921569,0.237,EventProcessingUnit,ScaleOut,
1423151926568,0.2222,EventProcessingUnit,ScaleOut,
1423151931571,0.2735,EventProcessingUnit,ScaleOut,
1423151936570,0.1778,EventProcessingUnit,ScaleOut,
1423151941572,0.3232,EventProcessingUnit,ScaleOut,
1423151946573,0.1481,EventProcessingUnit,ScaleOut,
1423151951572,0.254,EventProcessingUnit,ScaleOut,
1423151956573,0.2092,EventProcessingUnit,ScaleOut,
1423151961573,0.254,EventProcessingUnit,ScaleOut,
1423151966574,0.1871,EventProcessingUnit,ScaleOut,
1423151971577,0.1616,EventProcessingUnit,ScaleOut,
1423151976573,0.254,EventProcessingUnit,ScaleOut,
1423151981576,0.1616,EventProcessingUnit,ScaleOut,
1423151986575,0.3556,EventProcessingUnit,ScaleOut,
1423151991575,0.1481,EventProcessingUnit,ScaleOut,
1423151996583,0.237,EventProcessingUnit,ScaleOut,
1423152001582,0.237,EventProcessingUnit,ScaleOut,
1423152006577,0.237,EventProcessingUnit,ScaleOut,
1423152011587,0.237,EventProcessingUnit,ScaleOut,
1423152016584,0.1871,EventProcessingUnit,ScaleOut,
1423152021593,0.5079,EventProcessingUnit,ScaleOut,
1423152026596,0.1778,EventProcessingUnit,ScaleOut,
1423152031596,0.237,EventProcessingUnit,ScaleOut,
1423152036597,0.1871,EventProcessingUnit,ScaleOut,
1423152041598,0.1871,EventProcessingUnit,ScaleOut,
1423152046646,0.2735,EventProcessingUnit,ScaleOut,
1423152051644,0.1616,EventProcessingUnit,ScaleOut,
1423152056644,0.2963,EventProcessingUnit,ScaleOut,
1423152061648,0.1975,EventProcessingUnit,ScaleOut,
1423152066652,0.2735,EventProcessingUnit,ScaleOut,
1423152071654,0.2092,EventProcessingUnit,ScaleOut,
1423152076654,0.2735,EventProcessingUnit,ScaleOut,
1423152081657,0.2593,
1423152086655,0.2593,
1423152091660,0.3535,
1423152096662,0.1852,
1423152101660,0.3889,
1423152106660,0.2047,
1423152111661,0.5556,
1423152116660,0.2991,
