Time ,cost , ongoingAction, targetedNodeID
1423163063646,0.2444,
1423163068647,0.1222,
1423163073647,0.6111,
1423163078647,0.6111,
1423163083648,0.1528,
1423163088648,0.6111,
1423163093649,0.2037,
1423163098648,0.1746,
1423163103657,0.6111,
1423163108649,0.4074,
1423163113650,0.1746,
1423163118650,0.1746,
1423163123651,0.4074,
1423163128650,0.6111,
1423163133651,0.1111,
1423163138651,1.2222,
1423163143651,0.1111,
1423163148651,0.1111,
1423163153652,0.3056,
1423163158652,0.4074,
1423163163652,0.2444,
1423163168655,1.2222,
1423163173653,0.4074,
1423163178656,0.1528,
1423163183655,1.2222,
1423163188657,0.3056,
1423163193655,0.1222,
1423163198657,0.4074,
1423163203657,0.2037,
1423163208665,0.6111,
1423163213667,0.1222,
1423163218675,0.2444,
1423163223671,1.2222,
1423163228672,0.2037,
1423163233672,0.2037,
1423163238673,1.2222,
1423163243674,0.1528,
1423163248673,0.2037,
1423163253674,1.2222,
1423163258673,0.2037,
1423163263675,0.2444,
1423163268675,1.2222,
1423163273674,0.2037,
1423163278681,1.2222,
1423163283679,0.2444,EventProcessingUnit,ScaleOut,
1423163288679,0.2444,EventProcessingUnit,ScaleOut,
1423163293679,0.1746,EventProcessingUnit,ScaleOut,
1423163298680,0.1746,EventProcessingUnit,ScaleOut,
1423163303680,1.2222,EventProcessingUnit,ScaleOut,
1423163308680,0.2444,EventProcessingUnit,ScaleOut,
1423163313681,1.2222,EventProcessingUnit,ScaleOut,
1423163318681,1.2222,EventProcessingUnit,ScaleOut,
1423163323681,0.1746,EventProcessingUnit,ScaleOut,
1423163328681,0.1111,EventProcessingUnit,ScaleOut,
1423163333682,0.6111,EventProcessingUnit,ScaleOut,
1423163338682,0.2037,EventProcessingUnit,ScaleOut,
1423163343682,0.1358,EventProcessingUnit,ScaleOut,
1423163348683,0.6111,EventProcessingUnit,ScaleOut,
1423163353683,0.2037,EventProcessingUnit,ScaleOut,
1423163358684,0.1358,EventProcessingUnit,ScaleOut,
1423163363683,0.4074,EventProcessingUnit,ScaleOut,
1423163368684,0.3056,EventProcessingUnit,ScaleOut,
1423163373684,0.1111,EventProcessingUnit,ScaleOut,
1423163378685,0.6111,EventProcessingUnit,ScaleOut,
1423163383685,0.3056,EventProcessingUnit,ScaleOut,
1423163388686,0.3056,EventProcessingUnit,ScaleOut,
1423163393687,0.1222,EventProcessingUnit,ScaleOut,
1423163398686,0.6111,EventProcessingUnit,ScaleOut,
1423163403689,0.1746,EventProcessingUnit,ScaleOut,
1423163408688,0.1222,EventProcessingUnit,ScaleOut,
1423163413688,0.4074,EventProcessingUnit,ScaleOut,
1423163418689,0.3056,EventProcessingUnit,ScaleOut,
1423163423688,0.1358,EventProcessingUnit,ScaleOut,
1423163428698,1.2222,EventProcessingUnit,ScaleOut,
1423163433689,0.2037,EventProcessingUnit,ScaleOut,
1423163438693,0.1746,EventProcessingUnit,ScaleOut,
1423163443692,1.2222,EventProcessingUnit,ScaleOut,
1423163448692,0.2037,EventProcessingUnit,ScaleOut,
1423163453693,0.2037,EventProcessingUnit,ScaleOut,
1423163458693,1.2222,EventProcessingUnit,ScaleOut,
1423163463703,0.1528,EventProcessingUnit,ScaleOut,
1423163468693,0.1746,EventProcessingUnit,ScaleOut,
1423163473694,1.2222,EventProcessingUnit,ScaleOut,
1423163478697,0.1358,EventProcessingUnit,ScaleOut,
1423163483697,0.1528,EventProcessingUnit,ScaleOut,
1423163488697,0.1222,EventProcessingUnit,ScaleOut,
1423163493697,0.1528,EventProcessingUnit,ScaleOut,
1423163498698,0.1528,EventProcessingUnit,ScaleOut,
1423163503696,0.1528,EventProcessingUnit,ScaleOut,
1423163508699,0.2444,EventProcessingUnit,ScaleOut,
1423163513699,0.2444,EventProcessingUnit,ScaleOut,
1423163518699,1.2222,EventProcessingUnit,ScaleOut,
1423163523702,0.2444,EventProcessingUnit,ScaleOut,
1423163528703,0.1746,EventProcessingUnit,ScaleOut,
1423163533701,0.1746,EventProcessingUnit,ScaleOut,
1423163538703,1.5556,EventProcessingUnit,ScaleOut,
1423163543713,0.2593,EventProcessingUnit,ScaleOut,
1423163548707,0.1728,EventProcessingUnit,ScaleOut,
1423163553705,0.3111,EventProcessingUnit,ScaleOut,
1423163558706,0.3111,EventProcessingUnit,ScaleOut,
1423163563706,0.7778,EventProcessingUnit,ScaleOut,
1423163568707,0.7778,EventProcessingUnit,ScaleOut,
1423163573714,0.3889,EventProcessingUnit,ScaleOut,
1423163578709,0.3889,EventProcessingUnit,ScaleOut,
1423163583708,0.2593,EventProcessingUnit,ScaleOut,
1423163588708,1.5556,EventProcessingUnit,ScaleOut,
1423163593740,0.3889,EventProcessingUnit,ScaleOut,
1423163598711,0.1728,
1423163603709,0.7778,
1423163608708,0.5185,
1423163613709,0.1944,
1423163618710,0.5185,
1423163623710,0.5185,
1423163628711,0.2593,
1423163633713,0.7778,
1423163638710,0.7778,
1423163643710,0.3111,
1423163648712,0.5185,
1423163653719,0.2593,
1423163658721,0.2593,
1423163663723,0.3111,
1423163668727,0.5185,EventProcessingUnit,ScaleIn,
1423163673728,0.5185,EventProcessingUnit,ScaleIn,
1423163678734,-1.5556,EventProcessingUnit,ScaleIn,
1423163683734,-1.5556,EventProcessingUnit,ScaleIn,
1423163688735,-1.2222,EventProcessingUnit,ScaleIn,
1423163693744,-1.2222,EventProcessingUnit,ScaleIn,
1423163698749,-1.2222,EventProcessingUnit,ScaleIn,
1423163703758,-1.2222,EventProcessingUnit,ScaleIn,
1423163708760,-1.2222,EventProcessingUnit,ScaleIn,
1423163713761,-1.2222,EventProcessingUnit,ScaleIn,
1423163718777,-1.2222,EventProcessingUnit,ScaleIn,
1423163723772,-1.2222,EventProcessingUnit,ScaleIn,
1423163728777,-1.2222,EventProcessingUnit,ScaleIn,
1423163733782,-1.2222,EventProcessingUnit,ScaleIn,
1423163738786,-1.2222,EventProcessingUnit,ScaleIn,
1423163743786,-1.2222,EventProcessingUnit,ScaleIn,
1423163748798,-1.2222,EventProcessingUnit,ScaleIn,
1423163753797,-1.2222,EventProcessingUnit,ScaleIn,
1423163758806,-1.2222,EventProcessingUnit,ScaleIn,
1423163763817,-1.2222,EventProcessingUnit,ScaleIn,
1423163768823,-1.2222,EventProcessingUnit,ScaleIn,
1423163773821,-1.2222,EventProcessingUnit,ScaleIn,
1423163778827,-1.2222,EventProcessingUnit,ScaleIn,
1423163783835,-1.2222,EventProcessingUnit,ScaleIn,
1423163788837,-1.2222,EventProcessingUnit,ScaleIn,
1423163793837,-1.2222,EventProcessingUnit,ScaleIn,
1423163798844,-1.2222,EventProcessingUnit,ScaleIn,
1423163803851,-1.2222,EventProcessingUnit,ScaleIn,
1423163808854,-1.2222,EventProcessingUnit,ScaleIn,
1423163813854,-1.2222,EventProcessingUnit,ScaleIn,
1423163818854,-1.2222,EventProcessingUnit,ScaleIn,
1423163823859,-1.2222,EventProcessingUnit,ScaleIn,
1423163828864,-1.2222,EventProcessingUnit,ScaleIn,
1423163833861,-1.2222,EventProcessingUnit,ScaleIn,
1423163838861,-1.2222,EventProcessingUnit,ScaleIn,
1423163843866,-1.2222,EventProcessingUnit,ScaleIn,
1423163848867,-1.2222,EventProcessingUnit,ScaleIn,
1423163853873,-1.2222,EventProcessingUnit,ScaleIn,
1423163858874,-1.2222,EventProcessingUnit,ScaleIn,
1423163863874,-1.2222,EventProcessingUnit,ScaleIn,
1423163868874,-1.2222,EventProcessingUnit,ScaleIn,
1423163873874,-1.2222,EventProcessingUnit,ScaleIn,
1423163878874,-1.2222,EventProcessingUnit,ScaleIn,
1423163883875,-1.2222,EventProcessingUnit,ScaleIn,
1423163888875,-1.2222,EventProcessingUnit,ScaleIn,
1423163893875,-1.2222,EventProcessingUnit,ScaleIn,
1423163898882,-1.2222,EventProcessingUnit,ScaleIn,
1423163903890,-1.2222,EventProcessingUnit,ScaleIn,
1423163908891,-1.2222,EventProcessingUnit,ScaleIn,
1423163913895,-1.2222,EventProcessingUnit,ScaleIn,
1423163918896,-1.2222,EventProcessingUnit,ScaleIn,
1423163923897,-1.2222,EventProcessingUnit,ScaleIn,
1423163928897,-1.2222,EventProcessingUnit,ScaleIn,
1423163933900,-1.2222,EventProcessingUnit,ScaleIn,
1423163938908,-1.2222,EventProcessingUnit,ScaleIn,
1423163943917,-1.2222,EventProcessingUnit,ScaleIn,
1423163948924,-1.2222,EventProcessingUnit,ScaleIn,
1423163953929,-1.2222,EventProcessingUnit,ScaleIn,
1423163958932,-1.2222,EventProcessingUnit,ScaleIn,
1423163963935,-1.2222,EventProcessingUnit,ScaleIn,
1423163968942,-1.2222,EventProcessingUnit,ScaleIn,
1423163973935,-1.2222,EventProcessingUnit,ScaleIn,
1423163978933,-1.2222,EventProcessingUnit,ScaleIn,
1423164038183,1.2222,
1423164043234,1.2222,
1423164048197,1.2222,
1423164053267,1.2222,
1423164058277,1.2222,
1423164063255,1.2222,
1423164068257,1.2222,
1423164073261,1.2222,
1423164078267,1.2222,
1423164083266,1.2222,
1423164088267,1.2222,
1423164093270,1.2222,
1423164098274,1.2222,
1423164103298,1.2222,
