Time ,connectionRate ,cpuUsage ,instances ,cost , ongoingAction, targetedNodeID
1423146753102,75.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146758103,10.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146763108,69.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146768110,43.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146773113,34.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146778114,77.0,6.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146783115,18.0,6.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146788118,25.0,5.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146793116,89.0,5.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146798117,23.0,4.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146803129,54.0,4.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146808148,59.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146813125,18.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146818125,86.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146823129,25.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146828127,52.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146833134,60.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146838133,14.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146843147,80.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146848138,33.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146853142,19.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146858147,88.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146863150,24.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146868150,54.0,7.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146873159,59.0,7.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146878152,19.0,5.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146883151,87.0,5.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146888162,26.0,5.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423146893165,48.0,5.2,1.0,0.32,
1423146898164,64.0,5.3,1.0,0.32,
1423146903163,12.0,5.3,1.0,0.32,
1423146908162,75.0,5.6,1.0,0.32,
1423146913163,69.0,5.6,1.0,0.32,
1423146918163,9.0,3.9,1.0,0.32,
1423146923164,75.0,3.9,1.0,0.32,
1423146928183,37.0,4.9,1.0,0.32,
1423146933165,41.0,4.9,1.0,0.32,
1423146938168,71.0,5.7,1.0,0.32,
1423146943167,9.0,5.7,1.0,0.32,
1423146948169,76.0,4.7,1.0,0.32,
1423146953174,37.0,4.7,1.0,0.32,
1423146958171,41.0,5.4,1.0,0.32,
1423146963171,73.0,5.4,1.0,0.32,
1423146968173,8.0,5.2,1.0,0.32,
1423146973190,69.0,5.2,1.0,0.32,
1423146978186,76.0,4.2,1.0,0.32,
1423146983185,11.0,4.2,1.0,0.32,
1423146988185,64.0,5.2,1.0,0.32,
1423146993185,46.0,5.2,1.0,0.32,
1423146998185,28.0,5.9,1.0,0.32,
1423147003186,85.0,5.9,1.0,0.32,
1423147008197,19.0,6.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147013203,56.0,6.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147018205,57.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147023207,20.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147028212,87.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147033215,26.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147038214,49.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147043220,78.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147048241,38.0,5.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147053231,36.0,5.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147058235,76.0,7.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147063233,10.0,7.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147068235,68.0,4.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147073234,45.0,4.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147078233,30.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147083238,83.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147088235,15.0,6.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147093244,59.0,6.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147098247,52.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147103252,24.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147108253,55.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147113255,56.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147118261,18.0,7.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147123268,86.0,7.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147128268,27.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147133272,48.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147138271,65.0,8.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147143269,11.0,8.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147148271,77.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147153303,35.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147158270,42.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147163271,68.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147168272,10.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147173274,33.0,5.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147178271,78.0,5.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147183273,10.0,5.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147188277,66.0,6.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147193274,45.0,6.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147198284,30.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147203276,84.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147208282,15.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147213282,61.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147218280,53.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147223280,23.0,4.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147228286,89.0,6.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147233288,24.0,6.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147238296,13.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147243299,79.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147248297,33.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147253298,41.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147258301,72.0,6.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147263338,10.0,6.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147268301,69.0,5.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147273308,47.0,5.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147278316,31.0,7.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147283318,83.0,7.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147288320,15.0,5.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147293317,60.0,5.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147298323,53.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147303332,22.0,5.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147308329,56.0,7.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147313328,59.0,7.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147318334,20.0,7.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147323339,86.0,7.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147328336,28.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423147333337,48.0,4.9,1.0,0.32,
1423147338337,64.0,6.2,1.0,0.32,
1423147343338,12.0,6.2,1.0,0.32,
1423147348339,81.0,6.3,1.0,0.32,
1423147353337,30.0,6.3,1.0,0.32,
1423147358340,45.0,5.0,1.0,0.32,
1423147363339,71.0,5.0,1.0,0.32,
1423147368347,42.0,8.1,1.0,0.32,
1423147373351,34.0,8.1,1.0,0.32,
1423147378359,78.0,4.6,1.0,0.32,
1423147383361,13.0,4.6,1.0,0.32,
1423147388369,63.0,5.4,1.0,0.32,
1423147393373,50.0,5.4,1.0,0.32,
1423147398378,26.0,5.8,1.0,0.32,
1423147403382,86.0,5.8,1.0,0.32,
1423147408387,22.0,5.0,1.0,0.32,
1423147413396,55.0,5.0,1.0,0.32,
1423147418396,63.0,5.1,1.0,0.32,
1423147423401,13.0,5.1,1.0,0.32,
1423147428401,69.0,5.7,1.0,0.32,
1423147433403,77.0,5.7,1.0,0.32,
1423147438404,13.0,4.7,1.0,0.32,
1423147443405,65.0,4.7,1.0,0.32,
1423147448411,47.0,4.2,1.0,0.32,
1423147453420,28.0,4.2,1.0,0.32,
1423147458429,82.0,6.6,1.0,0.32,
1423147463433,15.0,6.6,1.0,0.32,
1423147468436,61.0,7.7,1.0,0.32,
1423147473443,52.0,7.7,1.0,0.32,
1423147478444,22.0,4.4,1.0,0.32,
1423147483453,86.0,4.4,1.0,0.32,
1423147488452,29.0,5.7,1.0,0.32,
1423147493452,46.0,5.7,1.0,0.32,
1423147498460,65.0,7.8,1.0,0.32,
1423147503465,50.0,7.8,1.0,0.32,
1423147508474,23.0,4.6,1.0,0.32,
1423147513483,87.0,4.6,1.0,0.32,
1423147516103,87.0,4.6,1.0,0.32,
1423147521112,23.0,7.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147526118,51.0,7.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147531115,60.0,5.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147536116,17.0,5.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147541116,82.0,5.1,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147546118,34.0,5.1,1.0,0.32,
1423147551119,43.0,5.0,1.0,0.32,
1423147556119,70.0,5.0,1.0,0.32,
1423147561120,8.0,5.7,1.0,0.32,
1423147566119,26.0,5.7,1.0,0.32,
1423147571122,87.0,4.0,1.0,0.32,
1423147576119,20.0,4.0,1.0,0.32,
1423147581121,56.0,5.3,1.0,0.32,
1423147586122,56.0,5.3,1.0,0.32,
1423147591121,17.0,5.7,1.0,0.32,
1423147596122,85.0,5.7,1.0,0.32,
1423147601122,27.0,5.7,1.0,0.32,
1423147606122,48.0,5.7,1.0,0.32,
1423147611143,67.0,3.9,1.0,0.32,
1423147616129,9.0,3.9,1.0,0.32,
1423147621130,73.0,5.1,1.0,0.32,
1423147626132,41.0,5.1,1.0,0.32,
1423147631140,20.0,4.5,1.0,0.32,
1423147636132,55.0,4.5,1.0,0.32,
1423147641132,59.0,6.3,1.0,0.32,
1423147646143,14.0,6.3,1.0,0.32,
1423147651150,81.0,6.3,1.0,0.32,
1423147656155,33.0,6.3,1.0,0.32,
1423147661160,42.0,6.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147666163,71.0,6.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147671174,10.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147676203,70.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147681185,45.0,6.0,1.0,0.32,
1423147686185,31.0,6.0,1.0,0.32,
1423147691185,84.0,5.0,1.0,0.32,
1423147696188,22.0,5.0,1.0,0.32,
1423147701197,10.0,4.6,1.0,0.32,
1423147706203,75.0,4.6,1.0,0.32,
1423147711224,37.0,5.1,1.0,0.32,
1423147716231,38.0,5.1,1.0,0.32,
1423147721254,75.0,5.1,1.0,0.32,
1423147726251,12.0,5.1,1.0,0.32,
1423147731244,62.0,4.1,1.0,0.32,
1423147736262,52.0,4.1,1.0,0.32,
1423147741244,25.0,6.5,1.0,0.32,
1423147746245,66.0,6.5,1.0,0.32,
1423147751246,38.0,5.1,1.0,0.32,
1423147756248,42.0,5.1,1.0,0.32,
1423147761253,67.0,5.4,1.0,0.32,
1423147766259,22.0,5.4,1.0,0.32,
1423147771265,33.0,4.9,1.0,0.32,
1423147776264,71.0,4.9,1.0,0.32,
1423147781279,28.0,5.5,1.0,0.32,
1423147786283,48.0,5.5,1.0,0.32,
1423147791281,64.0,5.3,1.0,0.32,
1423147796281,21.0,5.3,1.0,0.32,
1423147801286,63.0,5.2,1.0,0.32,
1423147806298,45.0,5.2,1.0,0.32,
1423147811284,33.0,5.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147816288,72.0,5.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147821291,28.0,5.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147826294,47.0,5.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147831305,67.0,5.5,1.0,0.32,
1423147836292,9.0,5.5,1.0,0.32,
1423147841292,85.0,5.4,1.0,0.32,
1423147846292,19.0,4.3,1.0,0.32,
1423147851292,19.0,4.3,1.0,0.32,
1423147856293,59.0,5.5,1.0,0.32,
1423147861294,59.0,5.5,1.0,0.32,
1423147866318,18.0,5.5,1.0,0.32,
1423147871301,29.0,5.8,1.0,0.32,
1423147876303,29.0,5.8,1.0,0.32,
1423147881303,46.0,5.5,1.0,0.32,
1423147886302,67.0,5.5,1.0,0.32,
1423147891305,75.0,6.6,1.0,0.32,
1423147896303,38.0,6.9,1.0,0.32,
1423147901326,38.0,6.9,1.0,0.32,
1423147906311,38.0,6.9,1.0,0.32,
1423147911323,55.0,4.7,1.0,0.32,
1423147916310,49.0,4.7,1.0,0.32,
1423147921309,21.0,5.3,1.0,0.32,
1423147926312,31.0,6.6,1.0,0.32,
1423147931318,31.0,6.6,1.0,0.32,
1423147936330,41.0,6.6,1.0,0.32,
1423147941330,73.0,4.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147946337,10.0,4.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147951337,64.0,8.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147956341,50.0,8.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423147961342,24.0,6.5,1.0,0.32,
1423147966339,88.0,6.5,1.0,0.32,
1423147971343,27.0,6.4,1.0,0.32,
1423147976345,88.0,5.9,1.0,0.32,
1423147981339,26.0,5.9,1.0,0.32,
1423147986344,9.0,5.7,1.0,0.32,
1423147991341,61.0,5.7,1.0,0.32,
1423147996341,59.0,5.2,1.0,0.32,
1423148001341,59.0,5.2,1.0,0.32,
1423148006342,75.0,5.8,1.0,0.32,
1423148011341,39.0,5.8,1.0,0.32,
1423148016343,32.0,4.9,1.0,0.32,
1423148021342,81.0,4.9,1.0,0.32,
1423148026342,18.0,4.6,1.0,0.32,
1423148031345,55.0,4.6,1.0,0.32,
1423148036342,62.0,6.5,1.0,0.32,
1423148041344,62.0,6.5,1.0,0.32,
1423148046343,70.0,5.9,1.0,0.32,
1423148051344,70.0,5.9,1.0,0.32,
1423148056351,44.0,5.9,1.0,0.32,
1423148061353,27.0,4.2,1.0,0.32,
1423148066345,75.0,5.5,1.0,0.32,
1423148071345,16.0,5.5,1.0,0.32,
1423148076346,54.0,5.5,1.0,0.32,
1423148081348,60.0,5.5,1.0,0.32,
1423148086348,60.0,5.5,1.0,0.32,
1423148091345,72.0,4.9,1.0,0.32,
1423148096353,42.0,6.3,1.0,0.32,
1423148101346,30.0,6.3,1.0,0.32,
1423148106346,81.0,6.6,1.0,0.32,
1423148111348,31.0,6.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148116347,42.0,5.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148121347,75.0,5.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148126353,18.0,8.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148131356,55.0,8.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148136357,60.0,5.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148141361,14.0,5.9,1.0,0.32,
1423148146359,33.0,5.3,1.0,0.32,
1423148151360,83.0,5.3,1.0,0.32,
1423148156363,83.0,5.3,1.0,0.32,
1423148161359,39.0,6.6,1.0,0.32,
1423148166362,39.0,6.6,1.0,0.32,
1423148171361,77.0,5.1,1.0,0.32,
1423148176361,15.0,5.1,1.0,0.32,
1423148181365,56.0,4.2,1.0,0.32,
1423148186370,12.0,5.4,1.0,0.32,
1423148191365,73.0,5.4,1.0,0.32,
1423148196361,42.0,4.7,1.0,0.32,
1423148201363,28.0,4.7,1.0,0.32,
1423148206384,87.0,4.4,1.0,0.32,
1423148211362,26.0,4.4,1.0,0.32,
1423148216364,46.0,5.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148221364,68.0,5.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148226362,47.0,4.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148231367,21.0,4.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148236370,80.0,4.6,1.0,0.32,
1423148241368,43.0,4.6,1.0,0.32,
1423148246369,15.0,4.8,1.0,0.32,
1423148251370,76.0,4.8,1.0,0.32,
1423148256372,76.0,4.8,1.0,0.32,
1423148261370,31.0,4.7,1.0,0.32,
1423148266372,86.0,4.1,1.0,0.32,
1423148271370,27.0,4.1,1.0,0.32,
1423148276371,44.0,5.5,1.0,0.32,
1423148281371,73.0,5.5,1.0,0.32,
1423148286373,15.0,5.3,1.0,0.32,
1423148291373,55.0,5.3,1.0,0.32,
1423148296374,61.0,6.0,1.0,0.32,
1423148301372,9.0,6.0,1.0,0.32,
1423148306373,18.0,6.0,1.0,0.32,
1423148311375,77.0,6.0,1.0,0.32,
1423148316374,38.0,5.9,1.0,0.32,
1423148321373,31.0,5.9,1.0,0.32,
1423148326373,86.0,5.6,1.0,0.32,
1423148331376,28.0,5.6,1.0,0.32,
1423148336377,42.0,5.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148341377,74.0,5.8,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148346377,17.0,6.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148351376,55.0,6.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148356377,60.0,5.7,1.0,0.32,
1423148361399,9.0,5.7,1.0,0.32,
1423148366376,62.0,6.0,1.0,0.32,
1423148371377,55.0,6.0,1.0,0.32,
1423148376388,14.0,5.2,1.0,0.32,
1423148381378,72.0,5.2,1.0,0.32,
1423148386378,82.0,5.2,1.0,0.32,
1423148391378,35.0,5.2,1.0,0.32,
1423148396381,34.0,5.9,1.0,0.32,
1423148401382,84.0,5.9,1.0,0.32,
1423148406379,28.0,6.0,1.0,0.32,
1423148411379,36.0,6.0,1.0,0.32,
1423148416379,80.0,4.5,1.0,0.32,
1423148421380,21.0,4.5,1.0,0.32,
1423148426382,49.0,5.7,1.0,0.32,
1423148431380,68.0,5.7,1.0,0.32,
1423148436383,12.0,5.1,1.0,0.32,
1423148441382,58.0,5.1,1.0,0.32,
1423148446384,59.0,5.7,1.0,0.32,
1423148451384,11.0,5.7,1.0,0.32,
1423148456385,66.0,5.5,1.0,0.32,
1423148461385,50.0,5.5,1.0,0.32,
1423148466384,31.0,5.2,1.0,0.32,
1423148471384,38.0,5.2,1.0,0.32,
1423148476385,79.0,5.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148481385,22.0,5.6,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148486384,50.0,6.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148491398,68.0,6.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148496385,10.0,5.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148501386,56.0,5.7,1.0,0.32,
1423148506388,64.0,6.3,1.0,0.32,
1423148511387,10.0,6.3,1.0,0.32,
1423148516387,62.0,6.2,1.0,0.32,
1423148521386,56.0,6.2,1.0,0.32,
1423148526403,9.0,5.2,1.0,0.32,
1423148531389,62.0,5.2,1.0,0.32,
1423148536387,56.0,4.1,1.0,0.32,
1423148541389,11.0,4.1,1.0,0.32,
1423148546390,42.0,5.3,1.0,0.32,
1423148551388,74.0,5.3,1.0,0.32,
1423148556388,19.0,5.6,1.0,0.32,
1423148561389,53.0,5.6,1.0,0.32,
1423148566389,64.0,3.9,1.0,0.32,
1423148571389,9.0,3.9,1.0,0.32,
1423148576390,60.0,5.4,1.0,0.32,
1423148581391,57.0,5.4,1.0,0.32,
1423148586390,11.0,5.1,1.0,0.32,
1423148591390,60.0,5.1,1.0,0.32,
1423148596392,61.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148601393,12.0,4.2,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148606402,62.0,7.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148611403,51.0,7.0,1.0,0.32,
1423148616401,10.0,5.5,1.0,0.32,
1423148621402,54.0,5.5,1.0,0.32,
1423148626402,47.0,4.2,1.0,0.32,
1423148631402,42.0,4.2,1.0,0.32,
1423148636405,16.0,7.1,1.0,0.32,
1423148641403,68.0,7.1,1.0,0.32,
1423148646403,44.0,5.2,1.0,0.32,
1423148651403,23.0,5.2,1.0,0.32,
1423148656404,70.0,4.8,1.0,0.32,
1423148661404,29.0,4.8,1.0,0.32,
1423148666404,25.0,7.1,1.0,0.32,
1423148671404,76.0,7.1,1.0,0.32,
1423148676405,31.0,4.9,1.0,0.32,
1423148681420,23.0,4.9,1.0,0.32,
1423148686405,72.0,5.5,1.0,0.32,
1423148691406,40.0,5.5,1.0,0.32,
1423148696406,21.0,4.9,1.0,0.32,
1423148701406,71.0,4.9,1.0,0.32,
1423148706406,68.0,4.7,1.0,0.32,
1423148711408,18.0,4.7,1.0,0.32,
1423148716407,41.0,4.2,1.0,0.32,
1423148721407,72.0,4.2,1.0,0.32,
1423148726408,17.0,4.5,1.0,0.32,
1423148731408,39.0,4.5,1.0,0.32,
1423148736408,77.0,4.9,1.0,0.32,
1423148741408,18.0,4.9,1.0,0.32,
1423148746415,39.0,4.2,1.0,0.32,
1423148751410,70.0,4.2,1.0,0.32,
1423148756434,14.0,5.1,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148761416,42.0,5.1,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148766417,64.0,5.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148771417,4.0,5.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148776416,44.0,3.8,1.0,0.32,
1423148781427,44.0,3.8,1.0,0.32,
1423148786418,44.0,4.4,1.0,0.32,
1423148791417,12.0,4.4,1.0,0.32,
1423148796417,47.0,5.0,1.0,0.32,
1423148801420,53.0,5.0,1.0,0.32,
1423148806420,15.0,3.7,1.0,0.32,
1423148811418,42.0,3.7,1.0,0.32,
1423148816419,51.0,4.5,1.0,0.32,
1423148821419,15.0,4.5,1.0,0.32,
1423148826419,45.0,4.5,1.0,0.32,
1423148831421,47.0,4.5,1.0,0.32,
1423148836423,1.0,3.9,1.0,0.32,
1423148841426,48.0,3.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148846428,46.0,3.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148851427,3.0,3.9,1.0,0.32,EventProcessingUnit,ScaleIn,
1423148856428,47.0,7.0,1.0,0.32,
1423148861433,48.0,7.0,1.0,0.32,
1423148866442,20.0,4.0,1.0,0.32,
1423148871429,13.0,4.0,1.0,0.32,
1423148876439,43.0,3.3,1.0,0.32,
1423148881429,33.0,3.3,1.0,0.32,
1423148886431,11.0,4.4,1.0,0.32,
1423148891432,34.0,4.4,1.0,0.32,
1423148896432,25.0,3.8,1.0,0.32,
1423148901430,11.0,3.8,1.0,0.32,
1423148906430,47.0,3.6,1.0,0.32,
1423148911431,29.0,3.6,1.0,0.32,
1423148916431,1.0,3.4,1.0,0.32,
1423148921434,54.0,3.4,1.0,0.32,
1423148926432,33.0,4.8,1.0,0.32,
1423148931432,2.0,4.8,1.0,0.32,
1423148936432,48.0,3.1,1.0,0.32,
1423148941433,34.0,3.1,1.0,0.32,
1423148946434,21.0,4.1,1.0,0.32,
1423148951437,15.0,4.1,1.0,0.32,
1423148956441,36.0,3.6,1.0,0.32,
1423148961434,22.0,3.6,1.0,0.32,
1423148966440,15.0,3.9,1.0,0.32,
1423148971512,27.0,3.9,1.0,0.32,
1423148976435,21.0,4.3,1.0,0.32,
1423148981440,16.0,4.3,1.0,0.32,
1423148986435,43.0,3.9,1.0,0.32,
1423148991435,13.0,3.9,1.0,0.32,
1423148996438,20.0,3.8,1.0,0.32,
1423149001447,51.0,3.8,1.0,0.32,
1423149006446,20.0,4.3,1.0,0.32,
1423149011453,22.0,4.3,1.0,0.32,
1423149016457,0.0,4.3,1.0,0.32,
1423149021458,23.0,4.3,1.0,0.32,
1423149026468,30.0,4.4,1.0,0.32,
1423149031477,13.0,4.4,1.0,0.32,
1423149036487,41.0,6.2,1.0,0.32,
1423149041485,7.0,6.2,1.0,0.32,
1423149046487,36.0,4.6,1.0,0.32,
1423149051501,17.0,4.6,1.0,0.32,
1423149056490,25.0,4.8,1.0,0.32,
1423149061499,28.0,4.8,1.0,0.32,
1423149066499,13.0,4.7,1.0,0.32,
1423149071503,40.0,4.7,1.0,0.32,
1423149076503,8.0,3.0,1.0,0.32,
1423149081511,34.0,3.0,1.0,0.32,
1423149086513,19.0,6.6,1.0,0.32,
1423149091515,23.0,6.6,1.0,0.32,
1423149096517,30.0,3.3,1.0,0.32,
1423149101521,11.0,3.3,1.0,0.32,
1423149106519,41.0,3.5,1.0,0.32,
1423149111524,8.0,3.5,1.0,0.32,
1423149116535,33.0,3.2,1.0,0.32,
1423149121527,19.0,3.2,1.0,0.32,
1423149126527,22.0,6.2,1.0,0.32,
1423149131531,30.0,6.2,1.0,0.32,
1423149136534,10.0,2.6,1.0,0.32,
1423149141536,40.0,2.6,1.0,0.32,
1423149146539,10.0,3.5,1.0,0.32,
1423149151543,32.0,3.5,1.0,0.32,
1423149156545,21.0,3.6,1.0,0.32,
1423149161545,21.0,3.6,1.0,0.32,
1423149166553,33.0,3.3,1.0,0.32,
1423149171554,9.0,3.3,1.0,0.32,
1423149176554,40.0,3.4,1.0,0.32,
1423149181556,12.0,3.4,1.0,0.32,
1423149186559,29.0,3.9,1.0,0.32,
1423149191558,24.0,3.9,1.0,0.32,
1423149196563,18.0,3.6,1.0,0.32,
1423149201570,35.0,3.6,1.0,0.32,
1423149206572,8.0,2.9,1.0,0.32,
1423149211572,38.0,2.9,1.0,0.32,
1423149216570,15.0,3.7,1.0,0.32,
1423149221575,26.0,3.7,1.0,0.32,
1423149226577,27.0,2.8,1.0,0.32,
1423149231577,14.0,2.8,1.0,0.32,
1423149236581,39.0,3.7,1.0,0.32,
1423149241579,8.0,3.7,1.0,0.32,
1423149246580,35.0,3.9,1.0,0.32,
1423149249760,35.0,3.9,1.0,0.32,
1423149254762,19.0,3.9,1.0,0.32,
1423149259766,22.0,2.7,1.0,0.32,
