Time ,connectionRate ,cpuUsage ,instances ,cost , ongoingAction, targetedNodeID
1423151176083,23.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151181090,29.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151186092,14.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151191111,37.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151196107,10.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151201110,33.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151206110,18.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151211116,25.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151216118,27.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151221156,17.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151226165,36.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151231167,10.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151236190,10.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151241196,15.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151246197,28.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151251200,23.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151256208,20.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151261208,32.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151266216,13.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151271221,38.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151276222,10.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151281232,32.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151286225,23.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151291256,20.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151296230,20.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151301227,13.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151306227,37.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151311275,37.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151316233,33.0,2.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151321238,18.0,2.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151326238,26.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151331243,27.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151336268,27.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151341269,17.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151346266,11.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151351270,39.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151356270,12.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151361273,30.0,4.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151366278,22.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151371285,21.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151376291,30.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151381297,14.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151386304,37.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151391310,11.0,5.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151396310,34.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151401312,17.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151406314,26.0,2.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151411313,27.0,2.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151416322,17.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151421331,36.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151426338,11.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151431342,35.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151436371,16.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151441358,26.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151446362,25.0,4.2,1.0,0.32,
1423151451361,19.0,4.2,1.0,0.32,
1423151456360,33.0,3.6,1.0,0.32,
1423151461360,13.0,3.6,1.0,0.32,
1423151466366,38.0,3.1,1.0,0.32,
1423151471363,10.0,3.1,1.0,0.32,
1423151476363,33.0,3.5,1.0,0.32,
1423151481363,18.0,3.5,1.0,0.32,
1423151486363,25.0,4.1,1.0,0.32,
1423151491387,27.0,4.1,1.0,0.32,
1423151496363,16.0,2.7,1.0,0.32,
1423151501365,36.0,2.7,1.0,0.32,
1423151506366,11.0,3.5,1.0,0.32,
1423151511365,38.0,3.5,1.0,0.32,
1423151516365,16.0,3.9,1.0,0.32,
1423151521365,27.0,3.9,1.0,0.32,
1423151526372,25.0,3.2,1.0,0.32,
1423151531368,18.0,3.2,1.0,0.32,
1423151536370,34.0,5.8,1.0,0.32,
1423151541371,12.0,5.8,1.0,0.32,
1423151546370,39.0,3.5,1.0,0.32,
1423151551370,12.0,3.5,1.0,0.32,
1423151556370,31.0,3.5,1.0,0.32,
1423151561372,20.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151566371,23.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151571371,29.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151576371,15.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151581373,37.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151586374,9.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151591379,33.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151596386,18.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151601407,25.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151606392,27.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151611393,17.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151616413,17.0,5.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151621396,11.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151626399,37.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151631405,14.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151636410,28.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151641412,23.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151646413,20.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151651415,31.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151656424,14.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151661423,14.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151666449,37.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151671470,9.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151676492,34.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151681472,26.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151686470,26.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151691479,26.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151696484,17.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151701477,11.0,2.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151706490,38.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151711476,13.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151716476,29.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151721476,26.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151726476,17.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151731476,35.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151736507,35.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151741502,12.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151746548,39.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151751526,30.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151756529,22.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151761541,22.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151766540,30.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151771547,13.0,5.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151776544,37.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151781546,1.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151786549,35.0,3.8,1.0,0.32,
1423151791549,17.0,3.8,1.0,0.32,
1423151796548,26.0,2.9,1.0,0.32,
1423151801548,25.0,2.9,1.0,0.32,
1423151806549,18.0,3.1,1.0,0.32,
1423151811550,33.0,3.1,1.0,0.32,
1423151816549,13.0,2.6,1.0,0.32,
1423151821552,38.0,2.6,1.0,0.32,
1423151826550,12.0,3.6,1.0,0.32,
1423151831550,32.0,3.6,1.0,0.32,
1423151836552,20.0,3.4,1.0,0.32,
1423151841555,24.0,3.4,1.0,0.32,
1423151846578,24.0,3.4,1.0,0.32,
1423151851565,15.0,2.6,1.0,0.32,
1423151856569,36.0,3.2,1.0,0.32,
1423151861567,10.0,3.2,1.0,0.32,
1423151866577,36.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151871565,21.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151876567,20.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151881567,30.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151886568,14.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151891567,37.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151896567,9.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151901589,34.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151906571,18.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151911576,26.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151916570,27.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151921569,16.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151926568,35.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151931571,12.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151936570,38.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151941572,13.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151946573,29.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151951572,22.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151956573,20.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151961573,31.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151966574,14.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151971577,37.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151976573,11.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151981576,34.0,4.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151986575,17.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151991575,26.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423151996583,25.0,2.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152001582,25.0,2.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152006577,35.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152011587,35.0,4.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152016584,35.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152021593,17.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152026596,26.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152031596,25.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152036597,19.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152041598,19.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152046646,33.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152051644,38.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152056644,11.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152061648,33.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152066652,19.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152071654,24.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152076654,27.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152081657,16.0,3.8,1.0,0.32,
1423152086655,36.0,3.1,1.0,0.32,
1423152091660,10.0,3.1,1.0,0.32,
1423152096662,37.0,3.1,1.0,0.32,
1423152101660,15.0,3.1,1.0,0.32,
1423152106660,28.0,5.1,1.0,0.32,
1423152111661,23.0,5.1,1.0,0.32,
1423152116660,20.0,3.6,1.0,0.32,
1423152121660,31.0,3.6,1.0,0.32,
1423152126670,31.0,3.6,1.0,0.32,
1423152131664,37.0,5.9,1.0,0.32,
1423152136706,37.0,5.9,1.0,0.32,
1423152141714,34.0,3.5,1.0,0.32,
1423152146695,18.0,2.5,1.0,0.32,
1423152151695,25.0,2.5,1.0,0.32,
1423152156696,25.0,2.5,1.0,0.32,
1423152161695,14.0,3.5,1.0,0.32,
1423152166697,37.0,3.5,1.0,0.32,
1423152171701,9.0,3.5,1.0,0.32,
1423152176703,35.0,3.0,1.0,0.32,
1423152181700,18.0,3.0,1.0,0.32,
1423152186699,25.0,4.4,1.0,0.32,
1423152191698,25.0,4.4,1.0,0.32,
1423152196698,17.0,3.5,1.0,0.32,
1423152201699,35.0,3.5,1.0,0.32,
1423152206699,12.0,2.7,1.0,0.32,
1423152211699,38.0,2.7,1.0,0.32,
1423152216701,13.0,2.7,1.0,0.32,
1423152221699,31.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152226700,20.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152231701,24.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152236743,28.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152241728,14.0,4.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152246730,36.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152251734,10.0,5.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152256736,36.0,5.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152261736,15.0,5.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152266739,28.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152271745,23.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152276754,20.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152281752,31.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152286755,13.0,7.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152291773,34.0,7.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152296766,17.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152301771,17.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152306762,26.0,6.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152311765,18.0,6.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152316765,34.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152321765,12.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152326791,38.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152331783,13.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152336780,31.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152341781,21.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152346779,23.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152351797,29.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152356779,14.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152361786,37.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152366785,37.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152371780,34.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152376781,18.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152381781,25.0,3.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152386782,26.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152391785,17.0,2.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152396784,35.0,7.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152401784,11.0,7.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152406792,39.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152411788,39.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152416782,31.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152421785,20.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152426786,20.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152431786,32.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152436788,14.0,9.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152441798,14.0,9.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152446819,37.0,9.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152451794,10.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152456793,18.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152461797,26.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152466800,26.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152471795,19.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152476795,33.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152481798,13.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152486794,38.0,2.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152491796,12.0,2.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152496795,32.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152501799,19.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152506804,24.0,3.9,1.0,0.32,
1423152511802,28.0,3.9,1.0,0.32,
1423152516802,16.0,2.8,1.0,0.32,
1423152521803,35.0,2.8,1.0,0.32,
1423152526809,11.0,3.3,1.0,0.32,
1423152531812,38.0,3.3,1.0,0.32,
1423152536812,13.0,3.5,1.0,0.32,
1423152541809,31.0,3.5,1.0,0.32,
1423152546809,20.0,2.5,1.0,0.32,
1423152551809,23.0,2.5,1.0,0.32,
1423152556811,28.0,5.9,1.0,0.32,
1423152561812,15.0,5.9,1.0,0.32,
1423152566812,35.0,4.1,1.0,0.32,
1423152571809,10.0,4.1,1.0,0.32,
1423152576813,33.0,2.8,1.0,0.32,
1423152581813,18.0,2.8,1.0,0.32,
1423152586811,25.0,3.4,1.0,0.32,
1423152591810,26.0,3.4,1.0,0.32,
1423152596811,19.0,3.7,1.0,0.32,
1423152601810,34.0,3.7,1.0,0.32,
1423152606813,13.0,3.2,1.0,0.32,
1423152611813,38.0,3.2,1.0,0.32,
1423152616815,10.0,3.4,1.0,0.32,
1423152621815,33.0,3.4,1.0,0.32,
1423152626817,18.0,3.8,1.0,0.32,
1423152631816,25.0,3.8,1.0,0.32,
1423152636813,26.0,2.6,1.0,0.32,
1423152641813,17.0,2.6,1.0,0.32,
1423152646820,35.0,3.0,1.0,0.32,
1423152651815,12.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152656816,37.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152661816,14.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152666848,30.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152671822,21.0,3.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152676824,22.0,6.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152681820,30.0,6.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152686821,14.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152691826,36.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152696823,10.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152701832,35.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152706836,16.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152711846,23.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152716852,28.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152721860,14.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152726865,36.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152731864,11.0,2.8,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152736866,37.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152741873,15.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152746873,30.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152751874,21.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152756873,23.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152761920,23.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152766907,15.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152771921,36.0,3.3,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152776912,12.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152781911,36.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152786913,15.0,6.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152791916,30.0,6.2,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152796919,21.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152801918,22.0,3.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152806917,29.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152811918,15.0,3.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152816921,36.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152821923,11.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152826968,11.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152831951,13.0,3.4,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152836944,32.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152841946,19.0,3.5,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152846949,24.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152851963,34.0,2.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152856961,13.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152861964,37.0,4.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152866963,11.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152871961,33.0,3.0,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152876968,18.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152881969,26.0,3.6,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152886969,25.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152891970,19.0,4.1,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152896970,32.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152901970,14.0,2.9,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152906979,37.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152911981,9.0,3.7,1.0,0.32,EventProcessingUnit,ScaleOut,
1423152916985,34.0,5.7,1.0,0.32,
1423152921989,17.0,5.7,1.0,0.32,
1423152926998,27.0,2.4,1.0,0.32,
1423152931999,25.0,2.4,1.0,0.32,
1423152936999,19.0,4.0,1.0,0.32,
1423152941999,32.0,4.0,1.0,0.32,
1423152946999,14.0,3.9,1.0,0.32,
1423152952000,37.0,3.9,1.0,0.32,
1423152957002,10.0,2.8,1.0,0.32,
1423152962002,35.0,2.8,1.0,0.32,
1423152967011,16.0,3.4,1.0,0.32,
1423152972012,28.0,3.4,1.0,0.32,
1423152977018,23.0,3.6,1.0,0.32,
1423152982018,21.0,3.6,1.0,0.32,
1423152987025,31.0,2.5,1.0,0.32,
1423152992029,15.0,2.5,1.0,0.32,
1423152997034,37.0,4.1,1.0,0.32,
1423153002037,10.0,4.1,1.0,0.32,
1423153007046,27.0,3.6,1.0,0.32,
1423153012050,25.0,3.6,1.0,0.32,
1423153017056,20.0,3.2,1.0,0.32,
1423153022065,32.0,3.2,1.0,0.32,
1423153027070,13.0,3.3,1.0,0.32,
1423153032073,37.0,3.3,1.0,0.32,
1423153037079,10.0,3.2,1.0,0.32,
1423153042086,34.0,3.2,1.0,0.32,
1423153047086,18.0,2.9,1.0,0.32,
1423153052088,26.0,2.9,1.0,0.32,
1423153057092,25.0,3.8,1.0,0.32,
1423153062099,18.0,3.8,1.0,0.32,
1423153067107,34.0,4.1,1.0,0.32,
1423153072113,13.0,4.1,1.0,0.32,
1423153077117,38.0,4.7,1.0,0.32,
1423153077587,38.0,4.7,1.0,0.32,
1423153082591,12.0,4.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153087597,33.0,5.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153092602,19.0,5.5,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153097603,25.0,7.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153102604,26.0,7.7,1.0,0.32,
1423153107611,17.0,3.0,1.0,0.32,
1423153112609,35.0,3.0,1.0,0.32,
1423153117609,13.0,3.7,1.0,0.32,
1423153122609,38.0,3.7,1.0,0.32,
1423153127702,11.0,3.4,1.0,0.32,
1423153132699,33.0,3.4,1.0,0.32,
1423153137699,19.0,2.8,1.0,0.32,
1423153142713,25.0,2.8,1.0,0.32,
1423153147710,25.0,3.1,1.0,0.32,
1423153152711,19.0,3.1,1.0,0.32,
1423153157711,37.0,3.2,1.0,0.32,
1423153162711,10.0,3.2,1.0,0.32,
1423153167712,34.0,3.2,1.0,0.32,
1423153172712,17.0,3.2,1.0,0.32,
1423153177712,28.0,5.5,1.0,0.32,
1423153182712,23.0,5.5,1.0,0.32,
1423153187713,21.0,3.9,1.0,0.32,
1423153192713,31.0,3.9,1.0,0.32,
1423153197718,14.0,2.6,1.0,0.32,
1423153202718,37.0,2.6,1.0,0.32,
1423153207722,10.0,7.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153212727,34.0,7.0,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153217729,17.0,3.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153222729,27.0,3.7,1.0,0.32,EventProcessingUnit,ScaleIn,
1423153227730,24.0,3.0,1.0,0.32,
1423153232730,19.0,3.0,1.0,0.32,
1423153237731,33.0,3.8,1.0,0.32,
